video_id,file_name,original_structure_formula,video_type,audience_trigger_type,audience_detail,age_trigger,identity_trigger,body_state_trigger,pain_point_trigger,result_trigger,risk_trigger,opening_style,opening_trigger_condition,opening_abrupt_risk,middle_delivery_type,middle_evidence_type,middle_fulfillment_level,ending_style,ending_trigger_condition,ending_abrupt_risk,transition_rule,rough_cut_start_advice,rough_cut_end_advice,discard_condition,manual_review_items,confidence,evidence
fv_0027,5月15日.mp4,错误动作 + 正确动作 + 原因解释,movement_correction,动作状态点名,练错动作/误区人群,无显式年龄,无显式身份,练错动作/误区人群,假胯宽/骨盆外翻/体态问题；练错动作/误区,无明确结果触发,效果承诺风险,误区/错误先抛型,适合已有错误动作、错误认知或反面案例的素材，开头后必须马上解释为什么错。,如果只保留错误/恐吓画面，后面不接同一问题的原因和正确做法，会突兀。 风险词需要克制处理：效果承诺风险。,错误-正确对比拆解；分步口令/计数教学；单动作循环演示,对比画面/反例证据；字幕口令/次数证据；连续动作帧证据,高：开头问题、中段动作/解释、结尾收束基本闭环,结果/价值重申收束,适合结果前置或痛点解决类视频，用结果回扣前文价值。,如果结果承诺没有过程证据，结尾会显得夸大。,错误/误区开头后必须接同一错误的原因解释，再接正确动作；结尾用定型或安全提醒。,从错误动作或误区字幕完整出现处开始，保留观众能识别错误的画面。,留到结果回扣前文价值，不要额外拼接新结果。,看不出错误和正确差异，或错误后没有解释/正确动作时放弃。,业务事实待确认：臀桥对‘肚子小了’‘胳膊瘦了’的因果关系,high_existing_analysis,时间码：00:00:00.000-00:00:20.039；关键帧：全片同一场景，人物做臀桥动作；每帧含主画面+两小图对比（塌腰/挺脊），字幕重复核心要点；动作从起始→顶峰→回落循环演示；证据索引：全片同一场景，人物做臀桥动作
fv_0028,5月16日.mp4,错误动作 + 正确动作 + 原因解释,movement_correction,身体状态点名,盆底松弛/盆底无力；练错动作/误区人群,无显式年龄,无显式身份,盆底松弛/盆底无力；练错动作/误区人群,盆底松弛无力；练错动作/误区,无明确结果触发,无明确风险触发,误区/错误先抛型,适合已有错误动作、错误认知或反面案例的素材，开头后必须马上解释为什么错。,如果只保留错误/恐吓画面，后面不接同一问题的原因和正确做法，会突兀。,分步口令/计数教学,字幕口令/次数证据,高：开头问题、中段动作/解释、结尾收束基本闭环,结果/价值重申收束,适合结果前置或痛点解决类视频，用结果回扣前文价值。,如果结果承诺没有过程证据，结尾会显得夸大。,错误/误区开头后必须接同一错误的原因解释，再接正确动作；结尾用定型或安全提醒。,从错误动作或误区字幕完整出现处开始，保留观众能识别错误的画面。,留到结果回扣前文价值，不要额外拼接新结果。,看不出错误和正确差异，或错误后没有解释/正确动作时放弃。,业务事实待确认,high_existing_analysis,"时间码：00:00:00.000, 00:00:05.229, 00:00:10.458, 00:00:15.687, 00:00:20.916, 00:00:26.145；关键帧：00:00:00：跪姿持球准备；00:05:22：俯身滚动；00:10:45：回滚调整；00:15:68：放松阶段；00:20:91：侧卧收束；00:26:14：平躺紧致定格；证据索引：00:00:00：跪姿持球准备"
fv_0029,一个动作让你练出紧致的盆底肌.mp4,人群点名 + 低门槛动作 + 坚持建议,sports_teaching,身体状态点名,盆底松弛/盆底无力,无显式年龄,无显式身份,盆底松弛/盆底无力,盆底松弛无力,盆底紧致/八爪鱼/抓握力,单一方法过度承诺；效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：盆底紧致/八爪鱼/抓握力。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：单一方法过度承诺；效果承诺风险。,错误-正确对比拆解；分步口令/计数教学；图解/解剖辅助说明,对比画面/反例证据；字幕口令/次数证据；图示/标注证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,动作被遮挡、缺发力点/方向/次数，或只剩结果口号时放弃。,盆底肌紧致效果属医疗宣称，业务事实待确认,high_existing_analysis,"时间码：00:00:00.000,00:00:05.967,00:00:11.935,00:00:17.902,00:00:23.870,00:00:29.837；关键帧：0s标题+起始躺姿；6s屈膝准备位；12s插入修复前后图+吸气放松；18s维持姿势；24s强调5分钟练习；30s结束定格；证据索引：0s标题+起始躺姿"
fv_0030,一个小球四个动作轻松瘦腰翘臀6.2（2）.mp4,人群点名 + 低门槛动作 + 坚持建议,sports_teaching,身体状态点名,产后妈妈/宝妈；盆底松弛/盆底无力；臀凹陷/妈妈臀/扁平臀；练错动作/误区人群,无显式年龄,产后妈妈/宝妈,盆底松弛/盆底无力；臀凹陷/妈妈臀/扁平臀；练错动作/误区人群,盆底松弛无力；妈妈臀/臀凹陷/臀扁平；练错动作/误区,无明确结果触发,单一方法过度承诺；效果承诺风险,痛点可视化/问题先抛型,适合能把身体困扰具体化的素材；本条痛点锚点：盆底松弛无力；妈妈臀/臀凹陷/臀扁平；练错动作/误区。,如果痛点太大但中段只给无关动作，开头会显得焦虑化且不兑现。 风险词需要克制处理：单一方法过度承诺；效果承诺风险。,错误-正确对比拆解；分步口令/计数教学；多动作组合演示,对比画面/反例证据；字幕口令/次数证据；多动作段落证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,结果/价值重申收束,适合结果前置或痛点解决类视频，用结果回扣前文价值。,如果结果承诺没有过程证据，结尾会显得夸大。,痛点开头后必须接原因、动作或可见方案，结尾用跟练/注意事项收住。,向前保留痛点出现前的主语和第一帧痛点画面，不能只截结果词。,留到结果回扣前文价值，不要额外拼接新结果。,动作被遮挡、缺发力点/方向/次数，或只剩结果口号时放弃。,效果承诺表述需合规审查；业务事实待确认,high_existing_analysis,"时间码：00:00:00.000,00:00:04.124,00:00:08.248,00:00:12.371,00:00:16.495,00:00:20.619；关键帧：0s坐小球错误姿势→4s调整后坐姿+字幕效果→8s换椅坐姿→12s左右摆臀动作→16s正面坐球示范→20s臀部对比图+幽默文案；证据索引：0s坐小球错误姿势→4s调整后坐姿+字幕效果→8s换椅坐姿→12s左右摆臀动作→16s正面坐球示范→20s臀部对比图+幽默文案"
fv_0031,一个小球帮你练出少女腹.mp4,人群点名 + 低门槛动作 + 坚持建议,sports_teaching,身份点名,女性/姐妹；盆底松弛/盆底无力,无显式年龄,女性/姐妹,盆底松弛/盆底无力,盆底松弛无力,小腹平/肚子平,单一方法过度承诺,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：小腹平/肚子平。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：单一方法过度承诺。,分步口令/计数教学；图解/解剖辅助说明,字幕口令/次数证据；图示/标注证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,动作被遮挡、缺发力点/方向/次数，或只剩结果口号时放弃。,‘少女腹’效果承诺需医学依据；动作安全性待确认,high_existing_analysis,时间码：00:00:00.000–00:00:10.077；关键帧：6帧均显示女性背对镜头坐瑜伽球上做呼吸后仰动作，字幕统一为‘西方回春术’+每日百次+越练越致；左下角图标随呼吸阶段变化（鱼→鸟→箭头等）；证据索引：6帧均显示女性背对镜头坐瑜伽球上做呼吸后仰动作，字幕统一为‘西方回春术’+每日百次+越练越致
fv_0032,一个瑜伽小球告别小肚腩妈妈臀.mp4,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,body_care_knowledge,身份点名,产后妈妈/宝妈；女性/姐妹；臀凹陷/妈妈臀/扁平臀,无显式年龄,产后妈妈/宝妈；女性/姐妹,臀凹陷/妈妈臀/扁平臀,妈妈臀/臀凹陷/臀扁平；假胯宽/骨盆外翻/体态问题,臀翘/臀饱满/蜜桃臀；腰细/胯小/腿细；体态改善/抗衰状态,效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：臀翘/臀饱满/蜜桃臀；腰细/胯小/腿细；体态改善/抗衰状态。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：效果承诺风险。,错误-正确对比拆解；单动作循环演示,对比画面/反例证据；连续动作帧证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,效果承诺‘腰细了臀翘了’需业务事实待确认,high_existing_analysis,时间码：00:00:00.000-00:00:15.209；关键帧：6帧均为女性背对镜头坐瑜伽球上做骨盆卷动，左下角小图对比臀部形态，字幕统一强调适用人群、动作时长与预期效果；证据索引：6帧均为女性背对镜头坐瑜伽球上做骨盆卷动，左下角小图对比臀部形态，字幕统一强调适用人群、动作时长与预期效果
fv_0033,一个瑜伽小球告别臀凹陷6.4.mp4,痛点可视化 + 解决方案 + 效果对比 + 行动指令,body_care_knowledge,年龄点名,40岁/40+女性；女性/姐妹；臀凹陷/妈妈臀/扁平臀,40岁/40+女性,女性/姐妹,臀凹陷/妈妈臀/扁平臀,妈妈臀/臀凹陷/臀扁平；假胯宽/骨盆外翻/体态问题,臀翘/臀饱满/蜜桃臀；腰细/胯小/腿细；体态改善/抗衰状态,效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：臀翘/臀饱满/蜜桃臀；腰细/胯小/腿细；体态改善/抗衰状态。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：效果承诺风险。,单动作循环演示,连续动作帧证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,臀凹陷改善效果承诺需业务事实待确认,high_existing_analysis,时间码：00:00:00.000-00:00:11.122；关键帧：6帧均为同一女性在室内用瑜伽球做坐姿开胯动作，字幕重复‘每天15分钟瑜伽小球’等效果承诺语；证据索引：6帧均为同一女性在室内用瑜伽球做坐姿开胯动作，字幕重复‘每天15分钟瑜伽小球’等效果承诺语
fv_0034,一个瑜伽小球告别跑跳漏氵尴尬6.3（2）.mp4,反面案例 + 原因解释 + 正确做法,mistake_demonstration,身份点名,产后妈妈/宝妈；漏尿/漏水/漏气人群；练错动作/误区人群,无显式年龄,产后妈妈/宝妈,漏尿/漏水/漏气人群；练错动作/误区人群,漏尿漏水尴尬；练错动作/误区,漏尿漏水改善,医学/健康边界风险；效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：漏尿漏水改善。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：医学/健康边界风险；效果承诺风险。,错误-正确对比拆解；分步口令/计数教学；图解/解剖辅助说明,对比画面/反例证据；字幕口令/次数证据；图示/标注证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,如果开头痛点/人群、中段交付、结尾收束不属于同一问题，放弃该片段。,漏尿机制医学解释待确认；效果承诺需合规审查,high_existing_analysis,"时间码：00:00,00:04,00:08,00:12,00:16,00:20；关键帧：00:00表情痛苦配'生了多'；00:04坐球示范；00:08解剖图+健康结论；00:12'前后移动100次'；00:16'左右提'；00:20'跑跳漏水的尴尬'配插画；证据索引：00:00表情痛苦配'生了多'"
fv_0035,一个瑜伽小球练出灵动的八爪鱼6.1（3）.mp4,痛点可视化 + 解决方案 + 效果对比 + 行动指令,sports_teaching,动作状态点名,练错动作/误区人群,无显式年龄,无显式身份,练错动作/误区人群,练错动作/误区,盆底紧致/八爪鱼/抓握力,效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：盆底紧致/八爪鱼/抓握力。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：效果承诺风险。,错误-正确对比拆解；分步口令/计数教学；图解/解剖辅助说明,对比画面/反例证据；字幕口令/次数证据；图示/标注证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,结果/价值重申收束,适合结果前置或痛点解决类视频，用结果回扣前文价值。,如果结果承诺没有过程证据，结尾会显得夸大。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到结果回扣前文价值，不要额外拼接新结果。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,‘八爪鱼’‘人爪鱼’等效果表述需业务事实待确认,high_existing_analysis,"时间码：00:00:00,00:00:03,00:00:06,00:00:10,00:00:13,00:00:16；关键帧：00:00:00正面坐姿+标题；00:00:03加盆底肌图示；00:00:06背对坐姿；00:00:10打喷嚏动画；00:00:13侧身动作；00:00:16‘人爪鱼’图示+完成态；证据索引：00:00:00正面坐姿+标题"
fv_0036,一个瑜伽小球练出灵动的八爪鱼6.8（（3）.mp4,人群点名 + 低门槛动作 + 坚持建议,sports_teaching,身份点名,产后妈妈/宝妈；女性/姐妹；盆底松弛/盆底无力,无显式年龄,产后妈妈/宝妈；女性/姐妹,盆底松弛/盆底无力,盆底松弛无力；假胯宽/骨盆外翻/体态问题,盆底紧致/八爪鱼/抓握力；腰细/胯小/腿细,效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：盆底紧致/八爪鱼/抓握力；腰细/胯小/腿细。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：效果承诺风险。,分步口令/计数教学；单动作循环演示；图解/解剖辅助说明,字幕口令/次数证据；连续动作帧证据；图示/标注证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,动作被遮挡、缺发力点/方向/次数，或只剩结果口号时放弃。,‘练出灵动的八爪鱼’效果承诺需业务事实待确认,high_existing_analysis,时间码：00:00:00.000–00:00:31.904；关键帧：6帧均显示同一女性用瑜伽球做坐姿动态练习，字幕标注动作名称与改善部位（盆底松弛/产后胯宽），标题反复强调‘一个瑜伽小球练出灵动的八爪鱼’；证据索引：6帧均显示同一女性用瑜伽球做坐姿动态练习，字幕标注动作名称与改善部位（盆底松弛/产后胯宽），标题反复强调‘一个瑜伽小球练出灵动的八爪鱼’
fv_0037,一个瑜伽小球练出紧致八爪鱼.mp4,人群点名 + 低门槛动作 + 坚持建议,sports_teaching,身体状态点名,盆底松弛/盆底无力,无显式年龄,无显式身份,盆底松弛/盆底无力,盆底松弛无力,盆底紧致/八爪鱼/抓握力,无明确风险触发,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：盆底紧致/八爪鱼/抓握力。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。,分步口令/计数教学；单动作循环演示；图解/解剖辅助说明,字幕口令/次数证据；连续动作帧证据；图示/标注证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,结果/价值重申收束,适合结果前置或痛点解决类视频，用结果回扣前文价值。,如果结果承诺没有过程证据，结尾会显得夸大。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到结果回扣前文价值，不要额外拼接新结果。,动作被遮挡、缺发力点/方向/次数，或只剩结果口号时放弃。,‘紧致八爪鱼’效果承诺需业务事实待确认,high_existing_analysis,时间码：00:00:00.000–00:00:23.173；关键帧：六帧依次展示坐姿+瑜伽球的四类基础动作循环，字幕统一标注动作名与‘每天放松五分钟’；证据索引：六帧依次展示坐姿+瑜伽球的四类基础动作循环，字幕统一标注动作名与‘每天放松五分钟’
fv_0038,一个瑜伽小球练出美丽的八爪鱼.mp4,人群点名 + 低门槛动作 + 坚持建议,sports_teaching,身体状态点名,女性/姐妹；盆底松弛/盆底无力；小腹凸/悬垂腹/腹压问题；臀凹陷/妈妈臀/扁平臀,无显式年龄,女性/姐妹,盆底松弛/盆底无力；小腹凸/悬垂腹/腹压问题；臀凹陷/妈妈臀/扁平臀,盆底松弛无力；小腹凸/腹压/悬垂腹；妈妈臀/臀凹陷/臀扁平,小腹平/肚子平；臀翘/臀饱满/蜜桃臀；盆底紧致/八爪鱼/抓握力,效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：小腹平/肚子平；臀翘/臀饱满/蜜桃臀；盆底紧致/八爪鱼/抓握力。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：效果承诺风险。,分步口令/计数教学；单动作循环演示,字幕口令/次数证据；连续动作帧证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,动作被遮挡、缺发力点/方向/次数，或只剩结果口号时放弃。,‘盆底肌致了’效果承诺需业务事实待确认,high_existing_analysis,时间码：00:00:00.000–00:00:15.069；关键帧：6帧展示同一女性在瑜伽球上完成‘呼气前倾-吸气后坐’循环动作，字幕统一强调每日100次+盆底肌收益；证据索引：6帧展示同一女性在瑜伽球上完成‘呼气前倾-吸气后坐’循环动作，字幕统一强调每日100次+盆底肌收益
fv_0039,一个瑜伽小球练出美丽的盆底肌6.1（4）.mp4,人群点名 + 低门槛动作 + 坚持建议,sports_teaching,身体状态点名,漏尿/漏水/漏气人群,无显式年龄,无显式身份,漏尿/漏水/漏气人群,漏尿漏水尴尬,无明确结果触发,无明确风险触发,痛点可视化/问题先抛型,适合能把身体困扰具体化的素材；本条痛点锚点：漏尿漏水尴尬。,如果痛点太大但中段只给无关动作，开头会显得焦虑化且不兑现。,分步口令/计数教学；单动作循环演示,字幕口令/次数证据；连续动作帧证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,动作完成/视觉定型收束,适合动作教学类素材，保留动作完成位或定型姿态。,如果动作还没完成就切掉，结尾会断。,痛点开头后必须接原因、动作或可见方案，结尾用跟练/注意事项收住。,向前保留痛点出现前的主语和第一帧痛点画面，不能只截结果词。,留到动作定型或最后一次完整循环结束，避免切在半个动作。,动作被遮挡、缺发力点/方向/次数，或只剩结果口号时放弃。,盆底肌训练效果承诺需业务事实待确认,high_existing_analysis,时间码：00:00:00.000-00:00:17.670；关键帧：0s:标题+坐姿准备；3.5s:前后移动100次；7.1s:每日左右练习提示；10.6s:魔力转圈100次；14.1s:每日上下练习提示；17.7s:跑跳漏水类比收尾；证据索引：0s:标题+坐姿准备
fv_0040,一个瑜伽小球练出美丽的马甲线6.2.mp4,痛点可视化 + 解决方案 + 效果对比 + 行动指令,sports_teaching,动作状态点名,练错动作/误区人群,无显式年龄,无显式身份,练错动作/误区人群,假胯宽/骨盆外翻/体态问题；练错动作/误区；抗衰/好状态焦虑,小腹平/肚子平；体态改善/抗衰状态,高发误区/比例刺激；效果承诺风险,误区/错误先抛型,适合已有错误动作、错误认知或反面案例的素材，开头后必须马上解释为什么错。,如果只保留错误/恐吓画面，后面不接同一问题的原因和正确做法，会突兀。 风险词需要克制处理：高发误区/比例刺激；效果承诺风险。,分步口令/计数教学；图解/解剖辅助说明,字幕口令/次数证据；图示/标注证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,轻行动/跟练指令收束,适合中段已经交付动作或原因后，用低压跟练、收藏、咨询入口收住。,如果中段未兑现，结尾直接行动号召会像硬转化。,错误/误区开头后必须接同一错误的原因解释，再接正确动作；结尾用定型或安全提醒。,从错误动作或误区字幕完整出现处开始，保留观众能识别错误的画面。,留到跟练/收藏/咨询等轻行动完整出现；若出现强转化，交人工决定是否删减。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,马甲线效果承诺需标注业务事实待确认,high_existing_analysis,"时间码：00:00:00,00:00:02,00:00:04,00:00:06,00:00:09,00:00:11；关键帧：00:00:00抗衰误区引出；00:00:02花儿离开解剖示意；00:00:04年龄无关强调；00:00:06省下大几w科技费；00:00:09练出八小鱼动作；00:00:11髋灵活+屁股翘了效果反馈；证据索引：00:00:00抗衰误区引出"
fv_0041,一个瑜伽小球肚子平了臀饱满6.10.mp4,结果前置 + 操作过程 + 注意事项,sports_teaching,身体状态点名,盆底松弛/盆底无力；小腹凸/悬垂腹/腹压问题；臀凹陷/妈妈臀/扁平臀,无显式年龄,无显式身份,盆底松弛/盆底无力；小腹凸/悬垂腹/腹压问题；臀凹陷/妈妈臀/扁平臀,盆底松弛无力；妈妈臀/臀凹陷/臀扁平,小腹平/肚子平；臀翘/臀饱满/蜜桃臀,效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：小腹平/肚子平；臀翘/臀饱满/蜜桃臀。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：效果承诺风险。,分步口令/计数教学；单动作循环演示,字幕口令/次数证据；连续动作帧证据；效果对比或结果提示证据,高：开头问题、中段动作/解释、结尾收束基本闭环,风险提醒收束,适合误区、禁忌、健康边界较强的内容，结尾要留到提醒说完。,如果前文没有解释风险来源，结尾突然提醒会像吓人。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,必须留到风险提醒/注意事项完整说完，必要时向后多留3-10秒。,如果开头痛点/人群、中段交付、结尾收束不属于同一问题，放弃该片段。,效果承诺‘肚子平了臀饱满’需业务事实待确认,high_existing_analysis,时间码：00:00:00.000–00:00:15.580；关键帧：0s跪姿持球；3s坐小凳；6s侧身准备；9s俯身压球；12s动态挤压；15s维持姿势，全程字幕一致强调低门槛+结果；证据索引：0s跪姿持球
fv_0042,一个瑜伽小球肚子平了臀饱满了6.17.mp4,痛点可视化 + 解决方案 + 效果对比 + 行动指令,sports_teaching,身体状态点名,漏尿/漏水/漏气人群；小腹凸/悬垂腹/腹压问题；臀凹陷/妈妈臀/扁平臀,无显式年龄,无显式身份,漏尿/漏水/漏气人群；小腹凸/悬垂腹/腹压问题；臀凹陷/妈妈臀/扁平臀,漏尿漏水尴尬；小腹凸/腹压/悬垂腹；妈妈臀/臀凹陷/臀扁平；假胯宽/骨盆外翻/体态问题,小腹平/肚子平；臀翘/臀饱满/蜜桃臀,效果承诺风险,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：小腹平/肚子平；臀翘/臀饱满/蜜桃臀。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。 风险词需要克制处理：效果承诺风险。,分步口令/计数教学；图解/解剖辅助说明,字幕口令/次数证据；图示/标注证据,高：开头问题、中段动作/解释、结尾收束基本闭环,风险提醒收束,适合误区、禁忌、健康边界较强的内容，结尾要留到提醒说完。,如果前文没有解释风险来源，结尾突然提醒会像吓人。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,必须留到风险提醒/注意事项完整说完，必要时向后多留3-10秒。,痛点没有被原因、动作或证据兑现时放弃，不能靠字幕硬接。,效果承诺‘肚子平了臀饱满了’需业务事实待确认,high_existing_analysis,"时间码：00:00:00,00:00:03,00:00:06,00:00:10,00:00:13,00:00:16；关键帧：00:00:00背影坐球显臀型；00:00:03转正面+小腹文字；00:00:06盆底肌图解；00:00:10魔力转圈100次；00:00:13上下拍打100次；00:00:16跑跳漏水警示图；证据索引：00:00:00背影坐球显臀型"
fv_0043,一个瑜伽球练出八爪鱼.mp4,人群点名 + 低门槛动作 + 坚持建议,sports_teaching,泛人群/场景点名,未显式细分_基于画面或标题待复核,无显式年龄,无显式身份,无显式身体状态,无明确痛点触发,盆底紧致/八爪鱼/抓握力,无明确风险触发,结果承诺前置型,适合结果很明确且中段能展示过程的素材；本条结果锚点：盆底紧致/八爪鱼/抓握力。,如果只有结果字幕，没有动作过程或证据，开头会像硬广告。,分步口令/计数教学；图解/解剖辅助说明,字幕口令/次数证据；图示/标注证据,高：开头问题、中段动作/解释、结尾收束基本闭环,结果/价值重申收束,适合结果前置或痛点解决类视频，用结果回扣前文价值。,如果结果承诺没有过程证据，结尾会显得夸大。,结果前置后必须接过程证据或动作演示，结尾只能轻重申结果，不能再叠加新承诺。,从结果承诺和动作起势同时出现处开始，若前面有适用人群要一并保留。,留到结果回扣前文价值，不要额外拼接新结果。,动作被遮挡、缺发力点/方向/次数，或只剩结果口号时放弃。,‘练出八爪鱼’效果承诺需业务事实待确认,high_existing_analysis,时间码：00:00:00.000-00:00:13.142；关键帧：6帧均含标题‘一个瑜伽球练出八爪鱼’及6个标注部位动作小图；人物着黄裤白上衣，用瑜伽球做不同体位支撑；背景为浅色地毯，无场景切换；证据索引：6帧均含标题‘一个瑜伽球练出八爪鱼’及6个标注部位动作小图
