video_id,file_name,source_path,duration_seconds,resolution,ali_recheck_status,ali_model_called,ali_analysis_route,ali_final_model,ali_confidence,old_video_type_primary,old_structure_formula,ali_video_type_primary,ali_structure_formula,ali_opening_trigger_type,ali_audience_triggers,ali_pain_point_triggers,ali_result_triggers,ali_risk_triggers,ali_middle_delivery_types,ali_ending_closure_types,ali_opening_timecode_evidence,ali_middle_timecode_evidence,ali_ending_timecode_evidence,ali_visual_evidence_summary,ali_fine_structure_summary,ali_transition_rule,ali_rough_cut_start_advice,ali_rough_cut_end_advice,ali_discard_condition,ali_manual_review_items,previous_rule_status,changed_from_previous,short_reason,frame_timecodes,metadata_ffprobe_status,ffmpeg_decode_status
fv_0029,一个动作让你练出紧致的盆底肌.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个动作让你练出紧致的盆底肌.mp4,29.837,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen3-vl-plus,high,sports_teaching,人群点名 + 低门槛动作 + 坚持建议,sports_teaching,标题直给+人群引导 + 分步动作演示+呼吸口令+图示辅助 + 时间量化+行动号召,结果承诺,产后女性；盆底肌松弛者；居家锻炼人群,盆底肌松弛；想轻松练好,练出紧致的盆底肌；修复前→修复后图示,非医疗保健科普 仅作参考；效果承诺未限定个体差异,动作演示；呼吸口令；图解对比；步骤分解,时间量化；轻行动号召,00:00:00.000（坐姿持球+主标题字幕）与00:00:01.000（躺姿起始准备）构成开头引导段,00:00:05.371（脚后跟点地）、00:00:09.548（臀桥式定型）、00:00:14.322（图示修复前后）、00:00:19.096（耻骨上提）、00:00:23.870（呼气收紧）为中段核心动作与提示帧,00:00:29.487（‘赶紧做起来吧’字幕+结束姿态）为结尾行动号召,画面含主讲人坐姿引入、躺姿分步演示臀桥式（脚跟点地→抬臀→耻骨上提→呼气收紧），叠加字幕提示动作要点；第5帧出现盆底肌‘修复前/后’图示对比；末帧为完成姿态+行动号召字幕；全程顶部固定标题‘一个动作让你练出紧致的盆底肌’，左下角标注‘非医疗保健科普 仅供参考’,以单一动作（臀桥式变体）为主线，通过姿势分解、呼吸配合、图示强化、时间约束四层递进完成教学闭环,开头标题承诺→中段用具体动作步骤兑现‘一个动作’的可行性→结尾以‘5分钟练习’和‘赶紧做起来吧’收束为可执行指令,从00:00:00.000（坐姿持球+标题）开始，保留至00:00:01.000过渡躺姿帧作为开场锚点,截至于00:00:29.487（‘赶紧做起来吧’字幕帧），避免后续黑场或静止尾帧,若图示‘修复前/后’被误读为医疗效果承诺且无‘仅供参考’弱化标识，则应放弃,‘修复前/后’图示是否易引发疗效误解；‘紧致’等词在字幕中是否过度承诺,confirmed,旧结构‘人群点名+低门槛动作+坚持建议’基本成立，但本次证据显示‘结果承诺’更前置（标题即结果），且‘图示辅助’为关键中段要素，原‘分步演示+呼吸提示+图示辅助’描述准确，未修正,8帧contact sheet完整覆盖开头引入、动作分解（含图示）、结尾号召三阶段，字幕与动作严格同步; ‘非医疗保健科普 仅供参考’持续存在，风险可控；结构与历史结论一致，证据充分,00:00:00.000；00:00:01.000；00:00:05.371；00:00:09.548；00:00:14.322；00:00:19.096；00:00:23.870；00:00:29.487,success,success
fv_0030,一个小球四个动作轻松瘦腰翘臀6.2（2）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个小球四个动作轻松瘦腰翘臀6.2（2）.mp4,20.619,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen-vl-max,high,sports_teaching,人群点名 + 低门槛动作 + 坚持建议,sports_teaching,痛点场景带入 + 分步动作演示+解剖图示 + 效果承诺收尾,痛点可视化,女性、久坐人群、产后/腰臀不适者,不小心坐小球上；不知不觉；盆底肌松弛；跳水尴尬,盆底就健康了；轻松瘦腰翘臀；跑跳漏水的尴尬没有了,非医疗保健科普 仅作参考；盆底肌效果承诺边界模糊,动作演示；解剖图解；口令提示,结果重申；幽默收尾,00:00:00.000（标题+坐球姿势）+00:00:01.000（背对坐球）+00:00:03.711（加解剖图）构成痛点引入三连帧,00:00:06.598（椅坐小球）、00:00:09.897（侧坐+盆底肌对比图）、00:00:13.196（后视+骨盆带图示）为分步动作与图解核心段,00:00:16.495（正面站姿收束）+00:00:20.269（卡通图+‘尴尬没有了’）为结尾强化,画面含4组动作：盘坐压球、跪坐压球、椅坐压球、坐椅夹球；字幕反复强调‘不小心坐小球上’‘盆底健康’‘漏尿尴尬’；插入2处解剖对比图（盆底肌松弛vs正常）及1处卡通表情包；所有帧均标注‘非医疗保健科普 仅供参考’,以‘意外坐球’为钩子，通过四组递进式坐姿动作演示，穿插解剖图解释机制，最终用生活化收益（防漏尿）闭环,开头‘不小心坐球’引发好奇→中段用真实动作还原该‘意外’并转化为训练法→结尾用结果反推价值，形成‘问题-方法-收益’闭环,从00:00:00.000开始，保留标题帧与首动作帧（00:00:01.000），避免跳过痛点建立,截止于00:00:20.269卡通帧，确保‘尴尬没有了’字幕完整呈现，不可截断在00:00:16.495,若解剖图被误标为医疗建议、或无‘仅供参考’水印，则应放弃,解剖图是否易引发医疗误解；‘漏尿’表述是否过度具体；卡通图是否弱化专业性,modified,旧结构称‘人群点名’为开头，实际画面无点名语句，仅为场景可视化；旧称‘幽默收尾’成立，但新增‘解剖图介入中段’为关键修正点,画面证据显示开头无直接人群称呼，而是用‘当你不小心坐小球上’构建共情场景；中段明确插入两处解剖图示，属知识强化型教学，非纯动作演示；结尾卡通图+文字构成轻幽默收束，与旧结论部分一致但结构细节需更新,00:00:00.000；00:00:01.000；00:00:03.711；00:00:06.598；00:00:09.897；00:00:13.196；00:00:16.495；00:00:20.269,success,success
fv_0031,一个小球帮你练出少女腹.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个小球帮你练出少女腹.mp4,10.077,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen-vl-max,high,sports_teaching,人群点名 + 低门槛动作 + 坚持建议,sports_teaching,结果前置钩子 + 动作循环演示 + 动作终态收尾,结果承诺,女性；关注腹部塑形者,少女腹缺失感（隐含）,一个小球帮你练出少女腹；这个动作每天一百次 女人越练越J致,‘少女腹’效果承诺模糊；‘越练越J致’表述易引发健康边界质疑,动作演示；呼吸口令同步；体位变化展示,动作完成态定格；重复强化,00:00:00.000（主讲人正面坐姿，字幕‘一个小球帮你练出少女腹’）,00:00:00.806–00:00:08.062（连续多帧背对镜头展示同一组动作：手臂上举→后仰→回落，配合‘吐气向后顶 吸气向后坐’字幕与呼吸图标）,00:00:09.727（动作结束回坐姿态，字幕仍保留，无新信息）,画面为单人室内演示；首帧正面介绍小球与目标；中段连续多帧均为背对视角重复同一组坐姿呼吸动作（手臂上举→后仰→回落），每帧配相同黄色标题字幕与蓝色呼吸图标；动作节奏稳定，无明显分步拆解或变式；未见计数、时长提示或错误纠正；小球始终位于臀下，未见发力支撑证据,以单一动作循环演示为主，通过多角度重复强化记忆，无分步骤拆解或变式,开头承诺由中段动作直接兑现（小球+坐姿呼吸），结尾以动作终态自然收束，无额外总结或指令,从00:00:00.000开始，保留首帧正面引入,截至00:00:08.062（最后一组完整动作完成），00:00:09.727为冗余静止帧可裁,若无真实呼吸节奏同步证据（如胸腹起伏可见）、或小球未实际参与发力支撑，则属误导性演示应放弃,‘少女腹’是否构成医疗效果暗示；‘J致’是否违反平台用语规范；小球在动作中是否仅装饰无功能,modified,旧结构称‘人群点名+低门槛动作+坚持建议’，但画面无任何人群点名（如‘你是不是…’句式），也无‘坚持建议’字幕或动作；实际为纯结果承诺+动作重复，故修正为‘结果前置钩子 + 动作循环演示 + 动作终态收尾’,画面证据显示：开头仅结果承诺字幕，无身份指认；中段8帧全为同一动作循环演示，无分步讲解或坚持话术；结尾无行动指令，仅动作定格；字幕高度重复，缺乏进展性结构,00:00:00.000；00:00:00.806；00:00:01.814；00:00:03.225；00:00:04.837；00:00:06.449；00:00:08.062；00:00:09.727,success,success
fv_0032,一个瑜伽小球告别小肚腩妈妈臀.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球告别小肚腩妈妈臀.mp4,15.209,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen-vl-max,high,body_care_knowledge,人群点名 + 痛点放大 + 单动作演示 + 坚持建议,body_care_knowledge,人群点名 + 痛点放大 + 单动作演示 + 效果承诺叠加,人群点名,40+女性；有小肚腩妈妈臀者,小肚腩；妈妈臀；低敏没感觉到,腹平了；腰细了；臀翘了；核心肌群越来越有力量,效果承诺（腹平/腰细/臀翘）未说明需配合饮食与长期坚持；‘40+女性都去练’存在群体泛化风险,动作演示；效果文字叠加；身体局部对比图,结果重申；轻行动号召,00:00:00.000：主讲人正面坐瑜伽球，大字幕‘一个瑜伽小球 告别小肚腩妈妈臀’；00:00:01.000：侧后方坐姿+字幕‘高段位女性都在练盆底’+局部对比图,00:00:02.738–00:00:12.167：连续多帧同一坐姿动作（坐椅+手扶膝/握杆），字幕重复‘核心肌群越来越有力量 腹平了 腰细了 臀翘了 40+女性都去练’，辅以臀部/腹部局部图与图标,00:00:14.859：同中段动作延续，字幕未变，无新动作或收束姿态，仅时间接近结尾,画面始终为同一女性演示坐姿核心训练动作（坐椅+手扶膝/握杆），配合固定字幕组反复出现；左下角有臀/腹局部对比图与抽象图标；无口播文字转录，仅依赖字幕传递信息；动作无明显变化，属单动作循环展示,以静态坐姿动作为唯一演示载体，通过重复字幕与局部图强化‘小球练盆底→改善体态’的因果链，结构扁平但节奏统一,开头用‘告别小肚腩妈妈臀’点题，中段用同一动作+重复收益词兑现痛点；结尾未新增元素，仅靠时长自然收尾，依赖字幕余韵完成收束,从00:00:00.000开始，保留首帧主讲人正面坐姿+标题字幕，确保痛点词‘小肚腩妈妈臀’完整呈现,截至00:00:14.859前0.5s（即约00:00:14.3），避免结尾空镜感过强；若音频有收尾语句，需对齐最后一句落音,若字幕中‘腹平了/腰细了/臀翘了’无任何限定条件（如‘配合饮食’‘持续4周以上’），且无免责声明，则因健康承诺越界应放弃,字幕中‘腹平了 腰细了 臀翘了’是否构成绝对化效果承诺；局部对比图是否为同一人前后照、有无误导性裁剪；‘40+女性都去练’是否违反广告法关于群体推荐禁令,confirmed,旧结构描述准确，本次复核确认‘痛点直给式开场’‘单动作循环演示’‘行动号召收束’均成立；仅补充风险项细节与人工复核项,画面证据显示全程单一坐姿动作+重复字幕+局部对比图，结构与历史判断一致；但字幕效果承诺缺乏限定，需人工审定合规性,00:00:00.000；00:00:01.000；00:00:02.738；00:00:04.867；00:00:07.300；00:00:09.734；00:00:12.167；00:00:14.859,success,success
fv_0033,一个瑜伽小球告别臀凹陷6.4.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球告别臀凹陷6.4.mp4,11.122,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen-vl-max,high,body_care_knowledge,痛点可视化 + 解决方案 + 效果对比 + 行动指令,body_care_knowledge,痛点可视化 + 单动作多角度演示 + 效果暗示 + 动作完成收束,痛点可视化,40+女性；臀凹陷人群,臀凹陷,腹平了；腰细了；臀翘了,效果承诺（腹平/腰细/臀翘）；年龄指向性（40+女性都去练）,动作演示；字幕强化,动作完成；轻行动号召,00:00:00.000：主讲人正面坐姿持球，大字幕‘一个瑜伽小球 告别臀凹陷’；00:00:00.890起叠加黄字‘高段位女性都在练盆底…40+女性都去练’，明确痛点与人群,00:00:02.002–00:00:08.898：连续多帧展示同一动作不同角度（背对/侧对/正对），使用粉色小球置于臀下，动作幅度微调但核心姿势一致，字幕全程重复未更新,00:00:10.772：主讲人完成开胯坐姿，双手轻放膝上，身体稳定，无新字幕，画面收束于完整体态,画面始终为单人室内瑜伽场景，使用粉色小球辅助坐姿；前4帧聚焦正面/背面动作起始，中段重复相同动作变角拍摄；字幕内容从头至尾完全一致，无分步口令或进度提示；无前后对比图或效果实拍,以静态字幕锚定痛点与收益，通过多角度重复单一动作构成中段，结尾以动作定格收束，无动态进展或阶段划分,开头字幕提出问题与方案（小球+臀凹陷），中段用同一动作多视角‘演示’兑现方案，结尾以动作完成态暗示可操作性，但未展示变化过程,从00:00:00.000开始，保留首帧主讲人正面+标题字幕，剔除冗余重复字幕帧,截至于00:00:10.772动作定格帧，避免后续可能的静止黑场或无效延时,若无真实效果对比素材、或字幕存在绝对化健康承诺（如‘都去练’‘腹平了’）且无法弱化时应放弃,字幕中‘腹平了 腰细了 臀翘了’是否构成效果保证；‘40+女性都去练’是否构成不当群体引导；动作是否真能解决臀凹陷（医学边界）,modified,旧结构称‘效果对比’，但画面无任何前后对比；旧称‘单动作循环演示+字幕强化’基本成立，但‘效果对比’部分应修正为‘效果暗示’；‘行动指令’仅隐含于字幕，未独立成段,画面证据显示全程无对比镜头、无步骤拆解、无结果实证，仅靠重复动作+固定字幕推动，故将‘效果对比’降级为‘效果暗示’，结构公式相应调整,00:00:00.000；00:00:00.890；00:00:02.002；00:00:03.559；00:00:05.339；00:00:07.118；00:00:08.898；00:00:10.772,success,success
fv_0034,一个瑜伽小球告别跑跳漏氵尴尬6.3（2）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球告别跑跳漏氵尴尬6.3（2）.mp4,20.875,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen-vl-max,high,mistake_demonstration,反面案例 + 原因解释 + 正确做法,mistake_demonstration,痛点可视化 + 错误动作演示 + 原因图解 + 正确动作训练 + 情绪收束与结果承诺,痛点可视化,产后女性；有盆底肌松弛困扰者；日常跑跳漏尿尴尬人群,跑跳漏氵尴尬；告别跑跳漏氵尴尬,尴尬消失了；盆底肌修复后,未明确说明适用人群边界；‘100次’量化训练可能引发过度训练误解,错误动作演示；原因解释；图解说明；正确动作口令式训练,结果重申；情绪收束；轻行动指令,00:00:00.000（坐瑜伽球+字幕‘一个瑜伽小球 告别跑跳漏氵尴尬’）,00:00:03.757（抽空坐小球错误示范）、00:00:10.020（前后移动动作）、00:00:13.360（盆底肌图解对比）、00:00:16.700（左右提臀100次）,00:00:20.525（手指向上+字幕‘跑跳漏水的尴尬消失了’+卡通咳嗽图）,首帧坐球引出主题；后续多帧展示错误坐姿、动作分解、盆底肌前后对比图、提臀训练；结尾用表情+卡通图强化结果；全程字幕主导信息传递，无明显口播画面证据,以‘漏尿尴尬’为钩子，通过错误动作→解剖图解→正确训练三步闭环，结尾用情绪符号收束,开头痛点由‘坐球’动作自然过渡到错误示范；中段用‘所以你的盆底肌’字幕承接图解；结尾用‘尴尬消失’呼应开头痛点,从00:00:00.000开始，保留‘一个瑜伽小球 告别跑跳漏氵尴尬’字幕完整帧,截至00:00:20.525‘尴尬消失了’帧，确保卡通图与手势同步完整,若图解医学内容未经专业审核，或‘100次’等量化指令无个体化提示时应放弃,盆底肌图解是否准确合规；‘漏氵’字幕是否涉及敏感词风险；100次训练是否需加‘根据体能调整’提示,modified,旧结构将中段归为‘动作对比+图解说明’，本次确认含明确错误动作演示（抽空坐）、图解对比、口令训练三层次，故细化middle_delivery_types；结尾新增卡通情绪图证据，强化‘情绪收束’属性,画面字幕与动作严格对应：痛点→错误示范→解剖图→训练→结果闭环，且结尾出现非真人情绪符号图，证据链完整，与旧结构相比更突出‘错误动作先行’特征,00:00:00.000；00:00:01.000；00:00:03.757；00:00:06.680；00:00:10.020；00:00:13.360；00:00:16.700；00:00:20.525,success,success
fv_0035,一个瑜伽小球练出灵动的八爪鱼6.1（3）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球练出灵动的八爪鱼6.1（3）.mp4,16.974,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen-vl-max,high,sports_teaching,痛点可视化 + 解决方案 + 效果对比 + 行动指令,sports_teaching,痛点可视化 + 动作演示 + 效果对比 + 结果强化,痛点可视化,女性、久坐人群、产后人群,漏水的小尴尬没有了；修复前→修复后图示,练出灵动的八爪鱼；将会变得强悍；每天完成50次,将回到没抱娃之前（暗示产后恢复效果，存在过度承诺风险）；强悍（效果夸大）,动作演示；图解对比；口令重复；卡通场景具象化,结果重申；动作完成；价值收束,00:00:00.000（坐姿持球+标题字幕‘练出灵动的八爪鱼’）、00:00:01.000（换装坐椅+‘当你能用瑜伽小球’引出问题）,00:00:03.055（拧毛巾练习动作+字幕）、00:00:05.432（修复前后图示对比）、00:00:08.148（背对坐球+‘每天完成50次’）、00:00:10.863（卡通图示‘漏水的小尴尬没有了’）,00:00:13.579（侧身坐球+‘每天完成50次’复现）、00:00:16.624（正面坐球+‘将会变得强悍’+八爪鱼图示）,画面中女性在瑜伽小球上进行不同坐姿与骨盆控制动作；字幕反复出现‘一个瑜伽小球 练出灵动的八爪鱼’；出现‘拧毛巾的练习’‘每天完成50次’‘修复前→修复后’图示；卡通插图表现漏尿场景；结尾叠加八爪鱼图像象征强化效果,以‘漏尿尴尬’为痛点切入，通过坐球动作演示+图文对比说明训练逻辑，以重复口令和具象化收益收尾,开头用‘八爪鱼’隐喻引发好奇，中段用具体动作与对比图兑现隐喻，结尾用‘强健’结果与图像闭环呼应,从00:00:00.000开始，保留首帧坐姿持球+主标题画面,截至于00:00:16.624（八爪鱼图示帧），避免后续可能黑屏或冗余,若无明确盆底肌训练医学依据支撑‘修复’表述，或无法提供合规健康声明时应放弃,‘将回到没抱娃之前’是否构成医疗效果承诺；‘强健’‘八爪鱼’等隐喻是否误导用户对生理效果预期；修复前后图示是否具备临床可验证性,modified,旧结构称‘结果前置+问题点名’为开头，实际首帧为动作+标题，无明确结果画面；中段旧称含‘错误对比’，实为‘修复前后图示’+卡通场景，非真人错误演示；结尾旧称‘具象化收束’成立，但新增‘八爪鱼’图像需审慎评估隐喻边界,画面证据显示痛点以图文+卡通具象化呈现，非纯口播；动作演示贯穿始终，无独立‘解决方案’讲解段；结尾强化依赖图像隐喻，存在健康宣称风险，故修正结构描述与风险项,00:00:00.000；00:00:01.000；00:00:03.055；00:00:05.432；00:00:08.148；00:00:10.863；00:00:13.579；00:00:16.624,success,success
fv_0036,一个瑜伽小球练出灵动的八爪鱼6.8（（3）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球练出灵动的八爪鱼6.8（（3）.mp4,31.904,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen-vl-max,high,sports_teaching,人群点名 + 低门槛动作 + 坚持建议,sports_teaching,标题前置+动作预览 + 分步动作循环演示 + 动作延续收尾,结果承诺,产后女性；盆底肌松弛者；希望改善胯宽者,盆底松弛；盆底漏水；产后胯宽,练出灵动的八爪鱼；改善盆底松弛；改善盆底漏水；改善产后胯宽,改善盆底漏水；改善产后胯宽,动作演示；字幕标注动作名称与功效,动作完成；画面延续,00:00:00.000：主讲人坐姿持球，大字幕‘一个瑜伽小球 练出灵动的八爪鱼’；00:00:01.000：同步出现四格分镜，标注‘前后移动（改善盆底松弛）’‘上下拍打（改善盆底漏水）’等动作+功效组合,00:00:05.743至00:00:25.523：多帧重复展示‘360°转圈’‘左右摆动’等动作，每组配对应功效字幕，画面连续无跳切，动作节奏稳定,00:00:31.554：最后一帧仍为‘左右摆动’动作定格，字幕未变，无收尾语句或总结画面，结尾 abrupt,画面始终为同一女性在室内地毯上使用粉色瑜伽小球做坐姿训练；8帧中6帧为四宫格分镜结构，每格含动作图+黄底黑字功效说明；无口播文字转录可见；动作包括前后移动、上下拍打、360°转圈、左右摆动四类；所有字幕均含‘改善XX’表述,以标题+四动作预览开场，中段循环演示四组动作并绑定具体健康宣称，结尾未新增内容即结束,开头四动作预览直接对应中段循环演示的四类动作，结尾未提供新信息，仅延续最后动作画面,从00:00:00.000开始，保留主讲人正面坐姿+大标题帧作为起始,截至于00:00:30.000前，避免突兀结束；建议补0.5s淡出或静帧收尾,若字幕中‘改善盆底漏水’‘改善产后胯宽’等医疗效果宣称无法提供医学依据或平台合规支持，则应放弃,‘改善盆底漏水’‘改善产后胯宽’等疗效性字幕是否合规；动作是否真能达成所标功效（需专业复核）；有无隐藏口播提及医疗术语,confirmed,未修正结构公式与分段判断；但确认结尾无新增收束内容，原‘重复强化+成果暗示’中‘成果暗示’仅靠字幕重复实现，无画面升级,画面证据完整支持‘标题前置+动作预览→分步循环演示→字幕重复收尾’结构；所有动作与字幕一一对应，无跳切；但结尾缺乏视觉收束，且疗效宣称需人工复核合规性,00:00:00.000；00:00:01.000；00:00:05.743；00:00:10.209；00:00:15.314；00:00:20.419；00:00:25.523；00:00:31.554,success,success
fv_0037,一个瑜伽小球练出紧致八爪鱼.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球练出紧致八爪鱼.mp4,23.173,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen3-vl-plus,high,sports_teaching,人群点名 + 低门槛动作 + 坚持建议,sports_teaching,标题承诺+动作同步呈现 + 分步循环演示 + 重复强化收束,结果承诺,居家女性；关注紧致塑形者,八爪鱼（松垮）体态,练出紧致八爪鱼；轻松居家锻炼 每天放松五分钟,‘紧致八爪鱼’为非医学术语，易引发效果过度联想；未说明适用人群限制,动作演示；口令标注；分步循环,动作完成；结果重申,00:00:00.000：主画面坐姿持球+大字幕‘一个瑜伽小球 练出紧致八爪鱼’；00:00:01.000：进入多格分步演示起始帧，同步标题与动作,00:00:04.171至00:00:18.538：连续多帧展示‘上下拍击’‘前后移动’‘左右摆动’‘拧毛巾’四组动作循环，每组配文字标签，人物动作连贯无跳变,00:00:22.823：最后一组‘拧毛巾’动作完成态，画面回归单人正面坐姿，字幕仍保留标题与slogan，无新增收尾语句,画面始终为同一女性在室内地毯上使用粉色瑜伽小球进行坐姿训练；字幕固定显示‘一个瑜伽球练习八爪鱼’‘轻松居家锻炼 每天放松五分钟’；动作按四类标签循环演示：上下拍击、前后移动、左右摆动、拧毛巾；左侧竖排文字‘传播女性正能量 拒绝焦虑’贯穿全程；无口播文字转录可见，仅依赖画面与字幕传递信息,以标题承诺开场，通过8帧接触表呈现四组动作的两轮循环演示，结尾未新增内容仅延续最后动作帧，结构紧凑但收束略仓促,开头标题直接对应中段四类动作命名（如‘八爪鱼’→‘拧毛巾’模拟夹紧），中段动作循环自然过渡至结尾同动作定格，无额外转场或总结句,从00:00:00.000开始，保留首帧完整标题画面至少1秒,截至于00:00:22.823动作完成帧后0.5秒内，避免空镜拖沓,若实际成片中出现‘治疗’‘矫正’‘消除’等医疗宣称词，或未标注‘效果因人而异’等风险提示，则应放弃,‘紧致八爪鱼’是否构成误导性效果承诺；‘每天放松五分钟’是否与实际动作时长匹配；左侧竖排文字‘拒绝焦虑’是否构成情绪诱导,confirmed,旧结构‘人群点名+低门槛动作+坚持建议’中‘人群点名’未在画面体现（无口播/字幕指代具体人群），修正为‘结果承诺’为主导触发；其余结构要素与历史一致,画面证据显示开头为结果导向标题+动作同步，中段严格按四动作循环演示，结尾无新信息仅定格，符合sports_teaching类型标准流程；‘人群点名’缺失，故调整opening trigger类型,00:00:00.000；00:00:01.000；00:00:04.171；00:00:07.415；00:00:11.123；00:00:14.831；00:00:18.538；00:00:22.823,success,success
fv_0038,一个瑜伽小球练出美丽的八爪鱼.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球练出美丽的八爪鱼.mp4,15.069,1080x1920,success,yes,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,qwen3-vl-plus,high,sports_teaching,人群点名 + 低门槛动作 + 坚持建议,sports_teaching,结果前置+痛点绑定 + 分步动作演示+重复强化 + 重复强调+行动固化,结果承诺,女性；20-50岁；关注小肚子/臀部形态,小肚子平了；臀翘了；盆底肌紧了,练出美丽的八爪鱼；每天100个；每组30次×每天4组,效果承诺（小肚子平、臀翘）；医学健康边界（盆底肌紧了未说明适用人群与禁忌）,动作演示；口令（呼气向前顶/吸气向后坐）；重复强化,结果重申；动作完成,00:00:00.000：主讲人正面坐姿持球，大字幕‘一个瑜伽小球 练出美丽的八爪鱼’；00:00:01.000：背面起始动作，叠加统一话术字幕,00:00:02.712–00:00:12.055：连续4帧展示同一动作不同阶段（坐姿→手臂上举→后仰→还原），字幕重复‘呼气向前顶 吸气向后坐’及组数要求,00:00:14.719：动作最终位（手臂高举、身体后展），字幕仍为完整承诺句，无新信息或收束动作,画面始终为单人室内瑜伽垫场景，使用粉色小球；前8帧中6帧为同一动作循环演示（坐姿→手臂上举→后仰→还原），字幕高度重复；无切换场景、无他人示范、无解剖图示；左侧竖排小字‘待播女性正能量 拒绝低俗’，右下角固定提示‘不会呼吸的评论区留言找我’,以单一动作循环演示贯穿全片，靠字幕重复强化指令与收益，无分步骤拆解或错误对比,开头结果承诺直接由中段动作演示兑现（‘八爪鱼’对应手臂上举后仰姿态），结尾未新增内容，仅延续动作终态与字幕,从00:00:00.000开始，保留首帧标题字幕与主讲人正面亮相,截至00:00:14.719动作终态帧，避免冗余重复帧（如00:00:12.055与14.719差异微小）,若字幕中‘盆底肌紧了’被证实缺乏医学依据或未标注适用禁忌，则应放弃；或当动作实际无法达成所述效果（如小球支撑下无法有效激活盆底肌）时,‘盆底肌紧了’是否构成医疗效果承诺；‘八爪鱼’动作命名是否易引发误解；重复字幕是否违反平台重复信息规范,confirmed,未修正旧结构判断，但补充确认：中段无分步拆解，仅为单一动作循环；结尾无新动作收束，属弱收尾,画面证据显示全程为同一动作多角度/阶段重复演示，字幕高度一致，符合‘结果前置+重复强化’教学逻辑；无新增环节或转折，与历史结构描述一致,00:00:00.000；00:00:01.000；00:00:02.712；00:00:04.822；00:00:07.233；00:00:09.644；00:00:12.055；00:00:14.719,success,success
