video_id,file_name,analysis_route,ali_model_called,primary_model,primary_status,primary_latency_ms,primary_retry_count,high_review_required,high_review_called,high_model,high_status,high_latency_ms,final_model,final_status,error_type,error_summary,summary_local_path_ignored,created_at
fv_0026,40＋的姐妹练出紧致的盆底肌.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,24322,0,yes,yes,qwen-vl-max,success,24760,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0026.json,2026-06-30T01:06:03+08:00
fv_0027,5月15日.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,19695,0,no,no,,,,qwen3-vl-plus,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0027.json,2026-06-30T01:06:23+08:00
fv_0028,5月16日.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,20603,0,yes,yes,qwen-vl-max,success,20874,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0028.json,2026-06-30T01:07:05+08:00
fv_0029,一个动作让你练出紧致的盆底肌.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,23693,0,no,no,,,,qwen3-vl-plus,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0029.json,2026-06-30T01:07:28+08:00
fv_0030,一个小球四个动作轻松瘦腰翘臀6.2（2）.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,25577,0,yes,yes,qwen-vl-max,success,24631,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0030.json,2026-06-30T01:08:19+08:00
fv_0031,一个小球帮你练出少女腹.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,19755,0,yes,yes,qwen-vl-max,success,26641,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0031.json,2026-06-30T01:09:05+08:00
fv_0032,一个瑜伽小球告别小肚腩妈妈臀.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,29700,0,yes,yes,qwen-vl-max,success,26638,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0032.json,2026-06-30T01:10:02+08:00
fv_0033,一个瑜伽小球告别臀凹陷6.4.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,24245,0,yes,yes,qwen-vl-max,success,23536,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0033.json,2026-06-30T01:10:49+08:00
fv_0034,一个瑜伽小球告别跑跳漏氵尴尬6.3（2）.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,24011,0,yes,yes,qwen-vl-max,success,21521,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0034.json,2026-06-30T01:11:35+08:00
fv_0035,一个瑜伽小球练出灵动的八爪鱼6.1（3）.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,27399,0,yes,yes,qwen-vl-max,success,28146,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0035.json,2026-06-30T01:12:31+08:00
fv_0036,一个瑜伽小球练出灵动的八爪鱼6.8（（3）.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,23331,0,yes,yes,qwen-vl-max,success,23366,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0036.json,2026-06-30T01:13:18+08:00
fv_0037,一个瑜伽小球练出紧致八爪鱼.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,29674,0,no,no,,,,qwen3-vl-plus,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0037.json,2026-06-30T01:13:47+08:00
fv_0038,一个瑜伽小球练出美丽的八爪鱼.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,27722,0,no,no,,,,qwen3-vl-plus,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0038.json,2026-06-30T01:14:15+08:00
fv_0039,一个瑜伽小球练出美丽的盆底肌6.1（4）.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,25612,0,no,no,,,,qwen3-vl-plus,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0039.json,2026-06-30T01:14:41+08:00
fv_0040,一个瑜伽小球练出美丽的马甲线6.2.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,30604,0,yes,yes,qwen-vl-max,success,32359,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0040.json,2026-06-30T01:15:44+08:00
fv_0041,一个瑜伽小球肚子平了臀饱满6.10.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,22980,0,yes,yes,qwen-vl-max,success,49344,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0041.json,2026-06-30T01:16:56+08:00
fv_0042,一个瑜伽小球肚子平了臀饱满了6.17.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,22527,0,yes,yes,qwen-vl-max,success,25136,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0042.json,2026-06-30T01:17:44+08:00
fv_0043,一个瑜伽球练出八爪鱼.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,21441,0,yes,yes,qwen-vl-max,success,34497,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0043.json,2026-06-30T01:18:40+08:00
fv_0044,一分钟握力测试多少次才算及格呢 切片.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,22014,0,yes,yes,qwen-vl-max,success,24488,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0044.json,2026-06-30T01:19:27+08:00
fv_0045,一咳嗽就失控这个动作告别尴尬.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,27412,0,no,no,,,,qwen3-vl-plus,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0045.json,2026-06-30T01:19:54+08:00
fv_0046,一招动态臀桥收腰收胯收盆底6.4（3）.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,24897,0,no,no,,,,qwen3-vl-plus,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0046.json,2026-06-30T01:20:19+08:00
fv_0047,三个动作帮你唤醒身体好状态.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,24642,0,yes,yes,qwen-vl-max,success,27798,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0047.json,2026-06-30T01:21:12+08:00
fv_0048,不管生了几个就练这几个动作6.15.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,21555,0,yes,yes,qwen-vl-max,success,24615,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0048.json,2026-06-30T01:21:58+08:00
fv_0049,产后假跨宽这一式越练越J.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,21248,0,yes,yes,qwen-vl-max,success,28456,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0049.json,2026-06-30T01:22:48+08:00
fv_0050,产后小腹下垂练这一式收固盆底.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,22311,0,no,no,,,,qwen3-vl-plus,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0050.json,2026-06-30T01:23:10+08:00
fv_0051,产后尴尬漏氵一个动作帮你改变.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,22619,0,yes,yes,qwen-vl-max,success,30872,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0051.json,2026-06-30T01:24:04+08:00
fv_0052,产后尴尬漏氵只需一个小球帮你.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,25451,0,yes,yes,qwen-vl-max,success,23952,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0052.json,2026-06-30T01:24:53+08:00
fv_0053,产后扁平臀.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,27875,0,yes,yes,qwen-vl-max,success,21159,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0053.json,2026-06-30T01:25:42+08:00
fv_0054,产后漏尿尴尬.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,22757,0,yes,yes,qwen-vl-max,success,21001,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0054.json,2026-06-30T01:26:26+08:00
fv_0055,产后漏水不用愁一个小球帮你改变.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,25137,0,yes,yes,qwen-vl-max,success,26425,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0055.json,2026-06-30T01:27:18+08:00
fv_0056,产后盆底高张一个动作帮你改善.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,22720,0,yes,yes,qwen-vl-max,success,42569,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0056.json,2026-06-30T01:28:23+08:00
fv_0057,产后膨出脱垂只需一个动作搞定.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,23322,0,no,no,,,,qwen3-vl-plus,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0057.json,2026-06-30T01:28:47+08:00
fv_0058,产后臀凹陷一个动作帮你改变.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,23958,0,yes,yes,qwen-vl-max,success,23709,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0058.json,2026-06-30T01:29:34+08:00
fv_0059,产后骨盆外翻一个动作告别困扰.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,23155,0,yes,yes,qwen-vl-max,success,25062,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0059.json,2026-06-30T01:30:23+08:00
fv_0060,产后骨盆外翻一个动作帮你回正6.11.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,23343,0,yes,yes,qwen-vl-max,success,24363,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0060.json,2026-06-30T01:31:11+08:00
fv_0061,会跳舞的臀你想拥有吗？.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,21686,0,no,no,,,,qwen3-vl-plus,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0061.json,2026-06-30T01:31:32+08:00
fv_0062,会跳舞的蜜桃臀你想要拥有吗？6.11.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,19606,0,no,no,,,,qwen3-vl-plus,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0062.json,2026-06-30T01:31:52+08:00
fv_0063,停水停电这个动作帮你改变.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,27159,0,no,no,,,,qwen3-vl-plus,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0063.json,2026-06-30T01:32:19+08:00
fv_0064,前壁膨出一个小球帮你改变.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,23606,0,yes,yes,qwen-vl-max,success,26880,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0064.json,2026-06-30T01:33:10+08:00
fv_0065,口子闭合不上一个小球告别困扰.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,22664,0,yes,yes,qwen-vl-max,success,19196,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0065.json,2026-06-30T01:33:52+08:00
fv_0066,只练这几个动作拥有八爪鱼般抓握力6.15.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,24009,0,yes,yes,qwen-vl-max,success,26158,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0066.json,2026-06-30T01:34:42+08:00
fv_0067,只需一个动作小腹凸出不见了.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,25127,0,yes,yes,qwen-vl-max,success,23517,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0067.json,2026-06-30T01:35:31+08:00
fv_0068,只需一个动作收腰收胯收盆底.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,22876,0,yes,yes,qwen-vl-max,success,25034,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0068.json,2026-06-30T01:36:19+08:00
fv_0069,只需一个动作改善悬垂腹内压力6.15.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,28846,0,yes,yes,qwen-vl-max,success,23758,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0069.json,2026-06-30T01:37:12+08:00
fv_0070,只需一个动作盆底肌越练越紧.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,22017,0,no,no,,,,qwen3-vl-plus,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0070.json,2026-06-30T01:37:34+08:00
fv_0071,只需一个动作盆盆松练出少女腹.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,23965,0,no,no,,,,qwen3-vl-plus,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0071.json,2026-06-30T01:37:58+08:00
fv_0072,只需一个动作练出会动的蜜桃臀6.12.mp4,original_video_ffmpeg_frames_to_ali_vision_contact_sheet,yes,qwen3-vl-plus,success,20718,0,yes,yes,qwen-vl-max,success,17777,qwen-vl-max,success,,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/finished_video_ali_recheck_100/model_summaries/fv_0072.json,2026-06-30T01:38:36+08:00
