current_video_id,file_name,source_path,recommended_keyframe_timestamps,review_goal,local_media_generated,status
cfv_0011,产后漏尿能自己好吗.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/产后漏尿能自己好吗.mp4,0.00s；23.55s；47.09s；70.63s；94.18s；117.52s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0012,你的小肚子凸可能不是胖.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/你的小肚子凸可能不是胖.mp4,0.00s；11.10s；22.21s；33.31s；44.42s；55.32s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0013,先减肥还是先改善漏尿.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/先减肥还是先改善漏尿.mp4,0.00s；12.11s；24.21s；36.32s；48.43s；60.33s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0014,别再疯狂练收紧可能越练越漏尿.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/别再疯狂练收紧可能越练越漏尿.mp4,0.00s；8.75s；17.51s；26.26s；35.02s；43.57s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0015,单纯练凯格尔能改善漏尿吗.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/单纯练凯格尔能改善漏尿吗.mp4,0.00s；36.83s；73.65s；110.48s；147.31s；183.93s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0016,妈妈臀 臀凹陷一个动作饱满臀部.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/妈妈臀 臀凹陷一个动作饱满臀部.mp4,0.00s；2.66s；5.32s；7.98s；10.64s；13.11s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0018,30岁的女性练八爪鱼要多久6.2（4）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/30岁的女性练八爪鱼要多久6.2（4）.mp4,0.00s；3.51s；7.02s；10.53s；14.04s；17.35s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0019,40岁女性练八爪鱼需要多久呢.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40岁女性练八爪鱼需要多久呢.mp4,0.00s；3.38s；6.75s；10.13s；13.50s；16.68s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0020,40岁女性练出J致的盆底肌需要多久？6.1.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40岁女性练出J致的盆底肌需要多久？6.1.mp4,0.00s；3.70s；7.40s；11.10s；14.80s；18.31s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0021,40岁女性都想拥有灵动蜜桃臀6.15.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40岁女性都想拥有灵动蜜桃臀6.15.mp4,0.00s；3.64s；7.27s；10.91s；14.54s；17.98s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0022,40岁的女性修复盆底肌要多久.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40岁的女性修复盆底肌要多久.mp4,0.00s；3.70s；7.39s；11.09s；14.79s；18.28s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0023,40岁的女性修复盆底肌要多久？.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40岁的女性修复盆底肌要多久？.mp4,0.00s；3.70s；7.40s；11.10s；14.80s；18.31s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0024,40岁的女性练出八爪鱼要多久.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40岁的女性练出八爪鱼要多久.mp4,0.00s；3.36s；6.72s；10.09s；13.45s；16.61s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0025,40岁的女性练出八爪鱼需要多久？.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40岁的女性练出八爪鱼需要多久？.mp4,0.00s；3.36s；6.72s；10.09s；13.45s；16.61s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0026,40＋的女性修复盆底肌要多久6.15.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40＋的女性修复盆底肌要多久6.15.mp4,0.00s；3.76s；7.51s；11.27s；15.03s；18.59s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0027,40＋的姐妹练出紧致的盆底肌.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/40＋的姐妹练出紧致的盆底肌.mp4,0.00s；5.41s；10.82s；16.23s；21.64s；26.85s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0028,5月15日.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/5月15日.mp4,0.00s；4.01s；8.02s；12.02s；16.03s；19.84s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0029,5月16日.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/5月16日.mp4,0.00s；5.23s；10.46s；15.69s；20.92s；25.95s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0030,一个动作让你练出紧致的盆底肌.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个动作让你练出紧致的盆底肌.mp4,0.00s；5.97s；11.93s；17.90s；23.87s；29.64s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0031,一个小球四个动作轻松瘦腰翘臀6.2（2）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个小球四个动作轻松瘦腰翘臀6.2（2）.mp4,0.00s；4.12s；8.25s；12.37s；16.50s；20.42s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0032,一个小球帮你练出少女腹.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个小球帮你练出少女腹.mp4,0.00s；2.02s；4.03s；6.05s；8.06s；9.88s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0033,一个瑜伽小球告别小肚腩妈妈臀.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球告别小肚腩妈妈臀.mp4,0.00s；3.04s；6.08s；9.13s；12.17s；15.01s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0034,一个瑜伽小球告别臀凹陷6.4.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球告别臀凹陷6.4.mp4,0.00s；2.22s；4.45s；6.67s；8.90s；10.92s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0035,一个瑜伽小球告别跑跳漏氵尴尬6.3（2）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球告别跑跳漏氵尴尬6.3（2）.mp4,0.00s；4.17s；8.35s；12.53s；16.70s；20.68s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0036,一个瑜伽小球练出灵动的八爪鱼6.1（3）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球练出灵动的八爪鱼6.1（3）.mp4,0.00s；3.39s；6.79s；10.18s；13.58s；16.77s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0037,一个瑜伽小球练出灵动的八爪鱼6.8（（3）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球练出灵动的八爪鱼6.8（（3）.mp4,0.00s；6.38s；12.76s；19.14s；25.52s；31.70s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0038,一个瑜伽小球练出紧致八爪鱼.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球练出紧致八爪鱼.mp4,0.00s；4.63s；9.27s；13.90s；18.54s；22.97s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0039,一个瑜伽小球练出美丽的八爪鱼.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球练出美丽的八爪鱼.mp4,0.00s；3.01s；6.03s；9.04s；12.06s；14.87s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0040,一个瑜伽小球练出美丽的盆底肌6.1（4）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球练出美丽的盆底肌6.1（4）.mp4,0.00s；3.53s；7.07s；10.60s；14.14s；17.47s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0041,一个瑜伽小球练出美丽的马甲线6.2.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球练出美丽的马甲线6.2.mp4,0.00s；2.26s；4.51s；6.77s；9.03s；11.09s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0042,一个瑜伽小球肚子平了臀饱满6.10.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球肚子平了臀饱满6.10.mp4,0.00s；3.12s；6.23s；9.35s；12.46s；15.38s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0043,一个瑜伽小球肚子平了臀饱满了6.17.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽小球肚子平了臀饱满了6.17.mp4,0.00s；3.38s；6.76s；10.14s；13.52s；16.70s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0044,一个瑜伽球练出八爪鱼.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一个瑜伽球练出八爪鱼.mp4,0.00s；2.63s；5.26s；7.89s；10.51s；12.94s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0045,一分钟握力测试多少次才算及格呢 切片.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一分钟握力测试多少次才算及格呢 切片.mp4,0.00s；30.35s；60.70s；91.05s；121.39s；151.54s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0046,一咳嗽就失控这个动作告别尴尬.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一咳嗽就失控这个动作告别尴尬.mp4,0.00s；9.63s；19.25s；28.88s；38.51s；47.93s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0047,一招动态臀桥收腰收胯收盆底6.4（3）.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/一招动态臀桥收腰收胯收盆底6.4（3）.mp4,0.00s；6.82s；13.63s；20.45s；27.27s；33.89s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0048,三个动作帮你唤醒身体好状态.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/三个动作帮你唤醒身体好状态.mp4,0.00s；3.47s；6.94s；10.41s；13.88s；17.14s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0049,不管生了几个就练这几个动作6.15.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/不管生了几个就练这几个动作6.15.mp4,0.00s；4.87s；9.73s；14.60s；19.47s；24.13s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0050,产后假跨宽这一式越练越J.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后假跨宽这一式越练越J.mp4,0.00s；5.33s；10.65s；15.98s；21.31s；26.43s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0051,产后小腹下垂练这一式收固盆底.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后小腹下垂练这一式收固盆底.mp4,0.00s；14.69s；29.39s；44.08s；58.77s；73.27s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0052,产后尴尬漏氵一个动作帮你改变.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后尴尬漏氵一个动作帮你改变.mp4,0.00s；12.46s；24.93s；37.39s；49.86s；62.12s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0053,产后尴尬漏氵只需一个小球帮你.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后尴尬漏氵只需一个小球帮你.mp4,0.00s；3.67s；7.35s；11.02s；14.69s；18.17s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0054,产后扁平臀.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后扁平臀.mp4,0.00s；4.02s；8.03s；12.05s；16.07s；19.89s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0055,产后漏尿尴尬.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后漏尿尴尬.mp4,0.00s；4.57s；9.14s；13.71s；18.28s；22.65s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0056,产后漏水不用愁一个小球帮你改变.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后漏水不用愁一个小球帮你改变.mp4,0.00s；5.09s；10.19s；15.28s；20.38s；25.27s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0057,产后盆底高张一个动作帮你改善.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后盆底高张一个动作帮你改善.mp4,0.00s；4.31s；8.62s；12.93s；17.24s；21.35s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0058,产后膨出脱垂只需一个动作搞定.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后膨出脱垂只需一个动作搞定.mp4,0.00s；14.81s；29.62s；44.43s；59.24s；73.85s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0059,产后臀凹陷一个动作帮你改变.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后臀凹陷一个动作帮你改变.mp4,0.00s；2.60s；5.19s；7.79s；10.38s；12.78s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0060,产后骨盆外翻一个动作告别困扰.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后骨盆外翻一个动作告别困扰.mp4,0.00s；8.27s；16.54s；24.81s；33.08s；41.15s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0061,产后骨盆外翻一个动作帮你回正6.11.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/产后骨盆外翻一个动作帮你回正6.11.mp4,0.00s；15.00s；29.99s；44.99s；59.98s；74.78s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0062,会跳舞的臀你想拥有吗？.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/会跳舞的臀你想拥有吗？.mp4,0.00s；2.13s；4.25s；6.38s；8.51s；10.43s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0063,会跳舞的蜜桃臀你想要拥有吗？6.11.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/会跳舞的蜜桃臀你想要拥有吗？6.11.mp4,0.00s；2.13s；4.25s；6.38s；8.51s；10.43s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0064,停水停电这个动作帮你改变.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/停水停电这个动作帮你改变.mp4,0.00s；12.66s；25.32s；37.98s；50.64s；63.10s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0065,前壁膨出一个小球帮你改变.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/前壁膨出一个小球帮你改变.mp4,0.00s；8.92s；17.84s；26.76s；35.68s；44.40s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0066,口子闭合不上一个小球告别困扰.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/口子闭合不上一个小球告别困扰.mp4,0.00s；9.64s；19.27s；28.91s；38.54s；47.98s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0067,只练这几个动作拥有八爪鱼般抓握力6.15.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只练这几个动作拥有八爪鱼般抓握力6.15.mp4,0.00s；3.33s；6.66s；9.99s；13.32s；16.45s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0068,只需一个动作小腹凸出不见了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作小腹凸出不见了.mp4,0.00s；8.58s；17.16s；25.75s；34.33s；42.71s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0069,只需一个动作收腰收胯收盆底.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作收腰收胯收盆底.mp4,0.00s；6.45s；12.90s；19.35s；25.80s；32.05s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0070,只需一个动作改善悬垂腹内压力6.15.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作改善悬垂腹内压力6.15.mp4,0.00s；2.52s；5.04s；7.56s；10.09s；12.41s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0071,只需一个动作盆底肌越练越紧.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作盆底肌越练越紧.mp4,0.00s；5.66s；11.31s；16.97s；22.63s；28.08s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0072,只需一个动作盆盆松练出少女腹.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作盆盆松练出少女腹.mp4,0.00s；2.03s；4.07s；6.10s；8.14s；9.97s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0073,只需一个动作练出会动的蜜桃臀6.12.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作练出会动的蜜桃臀6.12.mp4,0.00s；2.36s；4.73s；7.09s；9.46s；11.62s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0074,只需一个动作肚子平了臀翘了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作肚子平了臀翘了.mp4,0.00s；2.07s；4.14s；6.21s；8.28s；10.16s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0075,只需一个动作腰细了盆底J致了6.12.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作腰细了盆底J致了6.12.mp4,0.00s；2.36s；4.73s；7.09s；9.46s；11.62s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0076,只需一个动作腰细了臀部翘了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作腰细了臀部翘了.mp4,0.00s；2.54s；5.08s；7.62s；10.16s；12.50s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0077,只需一个动作腿细了胯缩小了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作腿细了胯缩小了.mp4,0.00s；7.33s；14.66s；21.98s；29.31s；36.44s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0078,只需一个动作臀饱满了腰细了6.11.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作臀饱满了腰细了6.11.mp4,0.00s；2.07s；4.14s；6.21s；8.28s；10.16s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0079,只需一个动作臀饱满盆底肌J致了6.12.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个动作臀饱满盆底肌J致了6.12.mp4,0.00s；2.76s；5.53s；8.29s；11.05s；13.62s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0080,只需一个小球内脏下垂不见了.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球内脏下垂不见了.mp4,0.00s；8.59s；17.17s；25.76s；34.35s；42.73s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0081,只需一个小球告别跑跳漏水困扰.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球告别跑跳漏水困扰.mp4,0.00s；5.74s；11.49s；17.23s；22.98s；28.52s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0082,只需一个小球拯救妈妈臀臀凹陷.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球拯救妈妈臀臀凹陷.mp4,0.00s；5.93s；11.86s；17.79s；23.72s；29.45s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
cfv_0083,只需一个小球练出紧致的盆底肌.mp4,/Volumes/WD_BLACK/澜心社剪辑/剪辑解析数据/AI需要的成片/已发/只需一个小球练出紧致的盆底肌.mp4,0.00s；7.76s；15.51s；23.27s；31.02s；38.58s,人工确认开头钩子、中段动作/解释、结尾收束是否同题连续,no,pending_manual_visual_review
