extract_id,source_file_id,source_path,extract_path,extract_mode,source_row_range,selected_columns,row_count,why_extracted,review_status,scanned_rows_or_lines,extract_stop_reason,sensitive_handling
EXTRACT0014,SRC06160,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/prosody_pacing.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06160_a55acba082_prosody_pacing_extract.jsonl,extract_rows,1-65;67-81,_source_file_id;_source_line_number;_source_path;prosody_id;lesson_id;start_time;end_time;prosody_label;text;confidence;review_flag;speech_type,80,行数超过 10000；体积超过 10MB；用于逐句动作、数字人桥接和节奏统计。,pending_user_review,81,selected_row_limit_reached,redacted_high_level_only
EXTRACT0015,SRC06162,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0000_0099_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06162_be3e12283e_lessons_0000_0099_action_alignment_extract.jsonl,extract_rows,1-80,_source_file_id;_source_line_number;_source_path;sentence_id;lesson_id;source_file;start_time;end_time;start_seconds;end_seconds;chunk_index;chunk_id;raw_text;clean_text;asr_confidence;source_review_flag;timecode_status;visual_sample_id;visual_sample_time;visual_sample_distance_seconds;frame_preview_path;video_presenter_visible;video_face_count;video_hand_count;video_pose_visible;video_motion_level;video_camera_state;video_action_label;text_action_label;text_action_note;final_action_label,80,行数超过 10000；体积超过 10MB；被动作知识库引用 3 次；被问题分类引用 4 次,pending_user_review,80,selected_row_limit_reached,redacted_high_level_only
EXTRACT0016,SRC06163,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0100_0199_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06163_4cdb61d48c_lessons_0100_0199_action_alignment_extract.jsonl,extract_rows,1-80,_source_file_id;_source_line_number;_source_path;sentence_id;lesson_id;source_file;start_time;end_time;start_seconds;end_seconds;chunk_index;chunk_id;raw_text;clean_text;asr_confidence;source_review_flag;timecode_status;visual_sample_id;visual_sample_time;visual_sample_distance_seconds;frame_preview_path;video_presenter_visible;video_face_count;video_hand_count;video_pose_visible;video_motion_level;video_camera_state;video_action_label;text_action_label;text_action_note;final_action_label,80,行数超过 10000；体积超过 10MB；被动作知识库引用 3 次；被问题分类引用 4 次,pending_user_review,80,selected_row_limit_reached,redacted_high_level_only
EXTRACT0017,SRC06164,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0200_0299_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06164_8e80954a8b_lessons_0200_0299_action_alignment_extract.jsonl,extract_rows,1-80,_source_file_id;_source_line_number;_source_path;sentence_id;lesson_id;source_file;start_time;end_time;start_seconds;end_seconds;chunk_index;chunk_id;raw_text;clean_text;asr_confidence;source_review_flag;timecode_status;visual_sample_id;visual_sample_time;visual_sample_distance_seconds;frame_preview_path;video_presenter_visible;video_face_count;video_hand_count;video_pose_visible;video_motion_level;video_camera_state;video_action_label;text_action_label;text_action_note;final_action_label,80,行数超过 10000；体积超过 10MB；被动作知识库引用 3 次；被问题分类引用 4 次,pending_user_review,80,selected_row_limit_reached,not_detected_in_sample
EXTRACT0018,SRC06165,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0300_0399_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06165_17c7877ada_lessons_0300_0399_action_alignment_extract.jsonl,extract_rows,1-80,_source_file_id;_source_line_number;_source_path;sentence_id;lesson_id;source_file;start_time;end_time;start_seconds;end_seconds;chunk_index;chunk_id;raw_text;clean_text;asr_confidence;source_review_flag;timecode_status;visual_sample_id;visual_sample_time;visual_sample_distance_seconds;frame_preview_path;video_presenter_visible;video_face_count;video_hand_count;video_pose_visible;video_motion_level;video_camera_state;video_action_label;text_action_label;text_action_note;final_action_label,80,行数超过 10000；体积超过 10MB；被动作知识库引用 3 次；被问题分类引用 4 次,pending_user_review,80,selected_row_limit_reached,redacted_high_level_only
EXTRACT0019,SRC06166,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0400_0499_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06166_1172a2961a_lessons_0400_0499_action_alignment_extract.jsonl,extract_rows,1-80,_source_file_id;_source_line_number;_source_path;sentence_id;lesson_id;source_file;start_time;end_time;start_seconds;end_seconds;chunk_index;chunk_id;raw_text;clean_text;asr_confidence;source_review_flag;timecode_status;visual_sample_id;visual_sample_time;visual_sample_distance_seconds;frame_preview_path;video_presenter_visible;video_face_count;video_hand_count;video_pose_visible;video_motion_level;video_camera_state;video_action_label;text_action_label;text_action_note;final_action_label,80,行数超过 10000；体积超过 10MB；被动作知识库引用 3 次；被问题分类引用 4 次,pending_user_review,80,selected_row_limit_reached,redacted_high_level_only
EXTRACT0020,SRC06167,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0500_0599_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06167_437acd5da1_lessons_0500_0599_action_alignment_extract.jsonl,extract_rows,1-80,_source_file_id;_source_line_number;_source_path;sentence_id;lesson_id;source_file;start_time;end_time;start_seconds;end_seconds;chunk_index;chunk_id;raw_text;clean_text;asr_confidence;source_review_flag;timecode_status;visual_sample_id;visual_sample_time;visual_sample_distance_seconds;frame_preview_path;video_presenter_visible;video_face_count;video_hand_count;video_pose_visible;video_motion_level;video_camera_state;video_action_label;text_action_label;text_action_note;final_action_label,80,行数超过 10000；体积超过 10MB；被动作知识库引用 3 次；被问题分类引用 4 次,pending_user_review,80,selected_row_limit_reached,redacted_high_level_only
EXTRACT0021,SRC06168,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0600_0699_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06168_18253527e6_lessons_0600_0699_action_alignment_extract.jsonl,extract_rows,1-80,_source_file_id;_source_line_number;_source_path;sentence_id;lesson_id;source_file;start_time;end_time;start_seconds;end_seconds;chunk_index;chunk_id;raw_text;clean_text;asr_confidence;source_review_flag;timecode_status;visual_sample_id;visual_sample_time;visual_sample_distance_seconds;frame_preview_path;video_presenter_visible;video_face_count;video_hand_count;video_pose_visible;video_motion_level;video_camera_state;video_action_label;text_action_label;text_action_note;final_action_label,80,行数超过 10000；体积超过 10MB；被动作知识库引用 3 次；被问题分类引用 4 次,pending_user_review,80,selected_row_limit_reached,redacted_high_level_only
EXTRACT0022,SRC06169,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0700_0799_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06169_e71e53e76b_lessons_0700_0799_action_alignment_extract.jsonl,extract_rows,1-80,_source_file_id;_source_line_number;_source_path;sentence_id;lesson_id;source_file;start_time;end_time;start_seconds;end_seconds;chunk_index;chunk_id;raw_text;clean_text;asr_confidence;source_review_flag;timecode_status;visual_sample_id;visual_sample_time;visual_sample_distance_seconds;frame_preview_path;video_presenter_visible;video_face_count;video_hand_count;video_pose_visible;video_motion_level;video_camera_state;video_action_label;text_action_label;text_action_note;final_action_label,80,行数超过 10000；体积超过 10MB；被动作知识库引用 3 次；被问题分类引用 4 次,pending_user_review,80,selected_row_limit_reached,redacted_high_level_only
EXTRACT0023,SRC06170,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0800_0899_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06170_e3f2641ec4_lessons_0800_0899_action_alignment_extract.jsonl,extract_rows,1-80,_source_file_id;_source_line_number;_source_path;sentence_id;lesson_id;source_file;start_time;end_time;start_seconds;end_seconds;chunk_index;chunk_id;raw_text;clean_text;asr_confidence;source_review_flag;timecode_status;visual_sample_id;visual_sample_time;visual_sample_distance_seconds;frame_preview_path;video_presenter_visible;video_face_count;video_hand_count;video_pose_visible;video_motion_level;video_camera_state;video_action_label;text_action_label;text_action_note;final_action_label,80,行数超过 10000；体积超过 10MB；被动作知识库引用 3 次；被问题分类引用 4 次,pending_user_review,80,selected_row_limit_reached,redacted_high_level_only
EXTRACT0024,SRC06171,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_0900_0999_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06171_5ba9f687ec_lessons_0900_0999_action_alignment_extract.jsonl,extract_rows,1-80,_source_file_id;_source_line_number;_source_path;sentence_id;lesson_id;source_file;start_time;end_time;start_seconds;end_seconds;chunk_index;chunk_id;raw_text;clean_text;asr_confidence;source_review_flag;timecode_status;visual_sample_id;visual_sample_time;visual_sample_distance_seconds;frame_preview_path;video_presenter_visible;video_face_count;video_hand_count;video_pose_visible;video_motion_level;video_camera_state;video_action_label;text_action_label;text_action_note;final_action_label,80,行数超过 10000；体积超过 10MB；被动作知识库引用 3 次；被问题分类引用 4 次,pending_user_review,80,selected_row_limit_reached,redacted_high_level_only
EXTRACT0025,SRC06172,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1000_1099_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06172_0528f0d952_lessons_1000_1099_action_alignment_extract.jsonl,extract_rows,1-80,_source_file_id;_source_line_number;_source_path;sentence_id;lesson_id;source_file;start_time;end_time;start_seconds;end_seconds;chunk_index;chunk_id;raw_text;clean_text;asr_confidence;source_review_flag;timecode_status;visual_sample_id;visual_sample_time;visual_sample_distance_seconds;frame_preview_path;video_presenter_visible;video_face_count;video_hand_count;video_pose_visible;video_motion_level;video_camera_state;video_action_label;text_action_label;text_action_note;final_action_label,80,行数超过 10000；体积超过 10MB；被动作知识库引用 3 次；被问题分类引用 4 次,pending_user_review,80,selected_row_limit_reached,redacted_high_level_only
EXTRACT0026,SRC06173,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1100_1199_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06173_723d459270_lessons_1100_1199_action_alignment_extract.jsonl,extract_rows,1-80,_source_file_id;_source_line_number;_source_path;sentence_id;lesson_id;source_file;start_time;end_time;start_seconds;end_seconds;chunk_index;chunk_id;raw_text;clean_text;asr_confidence;source_review_flag;timecode_status;visual_sample_id;visual_sample_time;visual_sample_distance_seconds;frame_preview_path;video_presenter_visible;video_face_count;video_hand_count;video_pose_visible;video_motion_level;video_camera_state;video_action_label;text_action_label;text_action_note;final_action_label,80,行数超过 10000；体积超过 10MB；被动作知识库引用 3 次；被问题分类引用 4 次,pending_user_review,80,selected_row_limit_reached,redacted_high_level_only
EXTRACT0027,SRC06174,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1200_1299_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06174_4a48e7bf9d_lessons_1200_1299_action_alignment_extract.jsonl,extract_rows,1-80,_source_file_id;_source_line_number;_source_path;sentence_id;lesson_id;source_file;start_time;end_time;start_seconds;end_seconds;chunk_index;chunk_id;raw_text;clean_text;asr_confidence;source_review_flag;timecode_status;visual_sample_id;visual_sample_time;visual_sample_distance_seconds;frame_preview_path;video_presenter_visible;video_face_count;video_hand_count;video_pose_visible;video_motion_level;video_camera_state;video_action_label;text_action_label;text_action_note;final_action_label,80,行数超过 10000；体积超过 10MB；被动作知识库引用 3 次；被问题分类引用 4 次,pending_user_review,80,selected_row_limit_reached,redacted_high_level_only
EXTRACT0028,SRC06175,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1300_1399_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06175_ef2f6c4b0a_lessons_1300_1399_action_alignment_extract.jsonl,extract_rows,1-80,_source_file_id;_source_line_number;_source_path;sentence_id;lesson_id;source_file;start_time;end_time;start_seconds;end_seconds;chunk_index;chunk_id;raw_text;clean_text;asr_confidence;source_review_flag;timecode_status;visual_sample_id;visual_sample_time;visual_sample_distance_seconds;frame_preview_path;video_presenter_visible;video_face_count;video_hand_count;video_pose_visible;video_motion_level;video_camera_state;video_action_label;text_action_label;text_action_note;final_action_label,80,行数超过 10000；体积超过 10MB；被动作知识库引用 3 次；被问题分类引用 4 次,pending_user_review,80,selected_row_limit_reached,redacted_high_level_only
EXTRACT0029,SRC06176,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1400_1499_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06176_30e96afc69_lessons_1400_1499_action_alignment_extract.jsonl,extract_rows,1-80,_source_file_id;_source_line_number;_source_path;sentence_id;lesson_id;source_file;start_time;end_time;start_seconds;end_seconds;chunk_index;chunk_id;raw_text;clean_text;asr_confidence;source_review_flag;timecode_status;visual_sample_id;visual_sample_time;visual_sample_distance_seconds;frame_preview_path;video_presenter_visible;video_face_count;video_hand_count;video_pose_visible;video_motion_level;video_camera_state;video_action_label;text_action_label;text_action_note;final_action_label,80,行数超过 10000；体积超过 10MB；被动作知识库引用 3 次；被问题分类引用 4 次,pending_user_review,80,selected_row_limit_reached,redacted_high_level_only
EXTRACT0030,SRC06177,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1500_1599_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06177_a4289cc0e7_lessons_1500_1599_action_alignment_extract.jsonl,extract_rows,1-80,_source_file_id;_source_line_number;_source_path;sentence_id;lesson_id;source_file;start_time;end_time;start_seconds;end_seconds;chunk_index;chunk_id;raw_text;clean_text;asr_confidence;source_review_flag;timecode_status;visual_sample_id;visual_sample_time;visual_sample_distance_seconds;frame_preview_path;video_presenter_visible;video_face_count;video_hand_count;video_pose_visible;video_motion_level;video_camera_state;video_action_label;text_action_label;text_action_note;final_action_label,80,行数超过 10000；体积超过 10MB；被动作知识库引用 3 次；被问题分类引用 4 次,pending_user_review,80,selected_row_limit_reached,not_detected_in_sample
EXTRACT0031,SRC06178,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/sentence_action_shards/lessons_1600_1699_action_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06178_959d5cbdea_lessons_1600_1699_action_alignment_extract.jsonl,extract_rows,1-80,_source_file_id;_source_line_number;_source_path;sentence_id;lesson_id;source_file;start_time;end_time;start_seconds;end_seconds;chunk_index;chunk_id;raw_text;clean_text;asr_confidence;source_review_flag;timecode_status;visual_sample_id;visual_sample_time;visual_sample_distance_seconds;frame_preview_path;video_presenter_visible;video_face_count;video_hand_count;video_pose_visible;video_motion_level;video_camera_state;video_action_label;text_action_label;text_action_note;final_action_label,80,行数超过 10000；体积超过 10MB；被动作知识库引用 3 次；被问题分类引用 4 次,pending_user_review,80,selected_row_limit_reached,not_detected_in_sample
EXTRACT0032,SRC06198,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/transcript_timeline.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06198_b219bcbf40_transcript_timeline_extract.jsonl,extract_rows,1-80,_source_file_id;_source_line_number;_source_path;transcript_id;lesson_id;start_time;end_time;raw_text;clean_text;source_ref;confidence;review_flag;speaker,80,行数超过 10000；体积超过 10MB；用于逐句动作、数字人桥接和节奏统计。,pending_user_review,80,selected_row_limit_reached,redacted_high_level_only
EXTRACT0033,SRC06199,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/data/tri_alignment.jsonl,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC06199_a98076476c_tri_alignment_extract.jsonl,extract_rows,1-80,_source_file_id;_source_line_number;_source_path;row_id;lesson_id;start_time;end_time;transcript_text;slide_title;visible_text;visual_focus;presenter_action;expression;gaze;prosody_label;confidence;review_flag,80,行数超过 10000；体积超过 10MB；用于逐句动作、数字人桥接和节奏统计。,pending_user_review,80,selected_row_limit_reached,redacted_high_level_only
EXTRACT0034,SRC13403,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,项目资料源_selected_source_materials/AI解析精选资料包_selected_ai_analysis_extract_pack/04_大表关键摘录_large_table_extracts/SRC13403_ee5a6a8d0a_08_关键词术语表_terms_glossary_extract.csv,extract_rows,2-81,_source_file_id;_source_line_number;_source_path;term;lesson_id;source_quote;timecode;definition_or_context;review_flag,80,课程文本命中敏感词，仅保留高层摘录；被动作知识库引用 14 次；被问题分类引用 13 次,pending_user_review,80,selected_row_limit_reached,redacted_high_level_only
