pair_group_id,recording_id,talk_segment_id,talk_start_time,talk_end_time,talk_function,talk_summary,action_segment_id,action_start_time,action_end_time,normalized_action_id,action_function,target_problem,pair_relation,gap_seconds,why_pair,editor_sequence_advice,stage1_priority,review_status
pair_0011,rec_001,live_cand_0011,00:24:00.000,00:26:00.000,方法,机器转写高层摘要：口播功能=方法；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 胸部/呼吸练习；结构倾向=工具/动作演示 + 发力口令 + 低压跟练收束；动作词族命中；转写字符数约 398。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0011,00:24:00.000,00:26:00.000,course_breathing_coordination_reference,证据,breathing_coordination,intercut_needed,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0012,rec_001,live_cand_0012,00:26:00.000,00:28:00.000,方法,机器转写高层摘要：口播功能=方法；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 胸部/呼吸练习；结构倾向=工具/动作演示 + 发力口令 + 低压跟练收束；动作词族命中；转写字符数约 108。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0012,00:26:00.000,00:28:00.000,course_breathing_coordination_reference,证据,breathing_coordination,intercut_needed,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0013,rec_001,live_cand_0013,00:28:00.000,00:30:00.000,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 胸部/呼吸练习；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 544。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0013,00:28:00.000,00:30:00.000,presenter_step_count_or_page_turn,证据,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0014,rec_001,live_cand_0014,00:30:00.000,00:32:00.000,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 胸部/呼吸练习；结构倾向=工具/动作演示 + 发力口令 + 低压跟练收束；动作词族命中；转写字符数约 177。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0014,00:30:00.000,00:32:00.000,course_breathing_coordination_reference,工具展示,breathing_coordination,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0015,rec_001,live_cand_0015,00:32:00.000,00:34:00.000,方法,机器转写高层摘要：口播功能=方法；主题=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 504。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0015,00:32:00.000,00:34:00.000,presenter_step_count_or_page_turn,演示,course_step_explain,intercut_needed,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0016,rec_001,live_cand_0016,00:34:00.000,00:36:00.000,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 胸部/呼吸练习 / 误区纠错/风险提醒；结构倾向=工具/动作演示 + 发力口令 + 低压跟练收束；动作词族命中；转写字符数约 250。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0016,00:34:00.000,00:36:00.000,course_breathing_coordination_reference,跟练,breathing_coordination,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0017,rec_001,live_cand_0017,00:36:00.000,00:38:00.000,方法,机器转写高层摘要：口播功能=方法；主题=胸部/呼吸练习 / 动作/问题关键词命中；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 258。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0017,00:36:00.000,00:38:00.000,presenter_step_count_or_page_turn,演示,course_step_explain,intercut_needed,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0018,rec_001,live_cand_0018,00:38:00.000,00:40:00.000,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 工具/道具演示 / 胸部/呼吸练习 / 误区纠错/风险提醒；结构倾向=痛点/人群点名 + 单动作完整循环 + 坚持建议；动作词族命中；转写字符数约 573。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0018,00:38:00.000,00:40:00.000,course_pelvic_floor_training_reference,工具展示,pelvic_floor_training,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0019,rec_001,live_cand_0019,00:40:00.000,00:42:00.000,方法,机器转写高层摘要：口播功能=方法；主题=动作口令/跟练 / 工具/道具演示 / 胸部/呼吸练习 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 376。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0019,00:40:00.000,00:42:00.000,presenter_step_count_or_page_turn,工具展示,course_step_explain,intercut_needed,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0020,rec_001,live_cand_0020,00:42:00.000,00:44:00.000,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 工具/道具演示 / 胸部/呼吸练习 / 问题问答/原因解释；结构倾向=工具/动作演示 + 发力口令 + 低压跟练收束；动作词族命中；转写字符数约 291。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0020,00:42:00.000,00:44:00.000,course_breathing_coordination_reference,证据,breathing_coordination,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0021,rec_001,live_cand_0021,00:44:00.000,00:46:00.000,口播定位,机器转写高层摘要：口播功能=口播定位；主题=动作/问题关键词命中；结构倾向=问题问答 + 原因解释 + 方法边界；动作词族命中；转写字符数约 78。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0021,00:44:00.000,00:46:00.000,course_body_position_technique_reference,演示,body_position_technique_sensitive,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,C,pending_manual_audio_visual_review
pair_0022,rec_001,live_cand_0022,00:46:00.000,00:48:00.000,方法,机器转写高层摘要：口播功能=方法；主题=盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释 / 误区纠错/风险提醒；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 474。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0022,00:46:00.000,00:48:00.000,presenter_step_count_or_page_turn,纠错,course_step_explain,intercut_needed,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0023,rec_001,live_cand_0023,00:48:00.000,00:50:00.000,方法,机器转写高层摘要：口播功能=方法；主题=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释 / 情绪/关系表达；结构倾向=工具/动作演示 + 发力口令 + 低压跟练收束；动作词族命中；转写字符数约 307。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0023,00:48:00.000,00:50:00.000,course_breathing_coordination_reference,演示,breathing_coordination,intercut_needed,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0024,rec_001,live_cand_0024,00:50:00.000,00:52:00.000,方法,机器转写高层摘要：口播功能=方法；主题=动作口令/跟练 / 盆底/产后训练 / 问题问答/原因解释；结构倾向=工具/动作演示 + 发力口令 + 低压跟练收束；动作词族命中；转写字符数约 131。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0024,00:50:00.000,00:52:00.000,course_breathing_coordination_reference,证据,breathing_coordination,intercut_needed,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0025,rec_001,live_cand_0025,00:52:00.000,00:54:00.000,痛点,机器转写高层摘要：口播功能=痛点；主题=动作口令/跟练 / 盆底/产后训练；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 109。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0025,00:52:00.000,00:54:00.000,presenter_step_count_or_page_turn,演示,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0026,rec_001,live_cand_0026,00:56:00.000,00:58:00.000,方法,机器转写高层摘要：口播功能=方法；主题=胸部/呼吸练习 / 问题问答/原因解释 / 动作/问题关键词命中；结构倾向=工具/动作演示 + 发力口令 + 低压跟练收束；动作词族命中；转写字符数约 351。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0026,00:56:00.000,00:58:00.000,presenter_screen_point_or_highlight,跟练,courseware_attention,intercut_needed,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0027,rec_001,live_cand_0027,00:58:00.000,01:00:00.000,方法,机器转写高层摘要：口播功能=方法；主题=动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 242。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0027,00:58:00.000,01:00:00.000,presenter_step_count_or_page_turn,演示,course_step_explain,intercut_needed,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0028,rec_001,live_cand_0028,01:00:00.000,01:02:00.000,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 154。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0028,01:00:00.000,01:02:00.000,presenter_step_count_or_page_turn,演示,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0029,rec_001,live_cand_0029,01:02:00.000,01:04:00.000,异议,机器转写高层摘要：口播功能=异议；主题=问题问答/原因解释 / 情绪/关系表达 / 动作/问题关键词命中；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 443。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0029,01:02:00.000,01:04:00.000,presenter_step_count_or_page_turn,演示,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0030,rec_001,live_cand_0030,01:04:00.000,01:06:00.000,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 盆底/产后训练 / 问题问答/原因解释 / 误区纠错/风险提醒；结构倾向=误区/错误先抛 + 正确动作对比 + 原因解释；动作词族命中；转写字符数约 260。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0030,01:04:00.000,01:06:00.000,presenter_emphasis_warning_pause,演示,risk_boundary,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0031,rec_001,live_cand_0031,01:06:00.000,01:08:00.000,风险,机器转写高层摘要：口播功能=风险；主题=胸部/呼吸练习 / 问题问答/原因解释 / 误区纠错/风险提醒 / 动作/问题关键词命中；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 310。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0031,01:06:00.000,01:08:00.000,presenter_step_count_or_page_turn,证据,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0032,rec_001,live_cand_0032,01:08:00.000,01:10:00.000,方法,机器转写高层摘要：口播功能=方法；主题=动作口令/跟练 / 胸部/呼吸练习；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 266。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0032,01:08:00.000,01:10:00.000,presenter_step_count_or_page_turn,证据,course_step_explain,intercut_needed,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0033,rec_001,live_cand_0033,01:10:00.000,01:12:00.000,方法,机器转写高层摘要：口播功能=方法；主题=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 350。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0033,01:10:00.000,01:12:00.000,presenter_step_count_or_page_turn,证据,course_step_explain,intercut_needed,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0034,rec_001,live_cand_0034,01:12:00.000,01:14:00.000,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释 / 误区纠错/风险提醒；结构倾向=误区/错误先抛 + 正确动作对比 + 原因解释；动作词族命中；转写字符数约 510。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0034,01:12:00.000,01:14:00.000,presenter_emphasis_warning_pause,证据,risk_boundary,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0035,rec_001,live_cand_0035,01:14:00.000,01:16:00.000,方法,机器转写高层摘要：口播功能=方法；主题=动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 325。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0035,01:14:00.000,01:16:00.000,presenter_step_count_or_page_turn,证据,course_step_explain,intercut_needed,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0036,rec_001,live_cand_0036,01:16:00.000,01:18:00.000,方法,机器转写高层摘要：口播功能=方法；主题=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 242。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0036,01:16:00.000,01:18:00.000,presenter_step_count_or_page_turn,证据,course_step_explain,intercut_needed,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,A,pending_manual_audio_visual_review
pair_0037,rec_001,live_cand_0037,01:18:00.000,01:20:00.000,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 问题问答/原因解释；结构倾向=痛点/人群点名 + 单动作完整循环 + 坚持建议；动作词族命中；转写字符数约 336。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0037,01:18:00.000,01:20:00.000,course_pelvic_floor_training_reference,证据,pelvic_floor_training,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0038,rec_001,live_cand_0038,01:20:00.000,01:22:00.000,异议,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 456。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0038,01:20:00.000,01:22:00.000,presenter_step_count_or_page_turn,证据,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0039,rec_001,live_cand_0039,01:22:00.000,01:24:00.000,异议,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释 / 课程/商品/业务信息；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 485。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0039,01:22:00.000,01:24:00.000,presenter_step_count_or_page_turn,证据,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,C,pending_manual_audio_visual_review
pair_0040,rec_001,live_cand_0040,01:24:00.000,01:26:00.000,异议,机器转写高层摘要：口播功能=异议；主题=胸部/呼吸练习 / 误区纠错/风险提醒 / 动作/问题关键词命中；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 634。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0040,01:24:00.000,01:26:00.000,presenter_step_count_or_page_turn,纠错,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
pair_0041,rec_001,live_cand_0041,01:26:00.000,01:28:00.000,风险,机器转写高层摘要：口播功能=风险；主题=盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释 / 误区纠错/风险提醒；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 649。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,live_cand_0041,01:26:00.000,01:28:00.000,presenter_step_count_or_page_turn,纠错,course_step_explain,talk_before_action,0,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,B,pending_manual_audio_visual_review
