candidate_id,pair_group_id,recording_id,usable_structure_name,pair_relation,talk_start_time,talk_end_time,talk_function,action_start_time,action_end_time,action_function,target_problem,why_pair,editor_sequence_advice,front_back_split_status,editor_first_step,editor_note
live_cand_0034,pair_0034,rec_001,误区/错误先抛 + 正确动作对比 + 原因解释,talk_before_action,01:12:00.000,01:14:00.000,风险,01:12:00.000,01:14:00.000,证据,risk_boundary,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0035,pair_0035,rec_001,多动作组合 + 同一主题推进 + 轻跟练收束,intercut_needed,01:14:00.000,01:16:00.000,方法,01:14:00.000,01:16:00.000,证据,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0036,pair_0036,rec_001,多动作组合 + 同一主题推进 + 轻跟练收束,intercut_needed,01:16:00.000,01:18:00.000,方法,01:16:00.000,01:18:00.000,证据,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0049,pair_0049,rec_001,多动作组合 + 同一主题推进 + 轻跟练收束,talk_before_action,01:42:00.000,01:44:00.000,风险,01:42:00.000,01:44:00.000,证据,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0051,pair_0051,rec_001,误区/错误先抛 + 正确动作对比 + 原因解释,talk_before_action,01:46:00.000,01:48:00.000,风险,01:46:00.000,01:48:00.000,纠错,relationship_communication,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0055,pair_0055,rec_002,误区/错误先抛 + 正确动作对比 + 原因解释,talk_before_action,00:02:00.000,00:04:00.000,风险,00:02:00.000,00:04:00.000,纠错,risk_boundary,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0058,pair_0058,rec_002,多动作组合 + 同一主题推进 + 轻跟练收束,talk_before_action,00:08:00.000,00:10:00.000,风险,00:08:00.000,00:10:00.000,证据,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0063,pair_0063,rec_002,工具/动作演示 + 发力口令 + 低压跟练收束,talk_before_action,00:18:00.000,00:20:00.000,风险,00:18:00.000,00:20:00.000,证据,breathing_coordination,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0064,pair_0064,rec_002,误区/错误先抛 + 正确动作对比 + 原因解释,talk_before_action,00:20:00.000,00:22:00.000,风险,00:20:00.000,00:22:00.000,证据,risk_boundary,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0065,pair_0065,rec_002,误区/错误先抛 + 正确动作对比 + 原因解释,talk_before_action,00:22:00.000,00:24:00.000,风险,00:22:00.000,00:24:00.000,演示,risk_boundary,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0066,pair_0066,rec_002,痛点/人群点名 + 单动作完整循环 + 坚持建议,talk_before_action,00:24:00.000,00:26:00.000,风险,00:24:00.000,00:26:00.000,演示,pelvic_floor_training,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0069,pair_0069,rec_002,痛点/人群点名 + 单动作完整循环 + 坚持建议,talk_before_action,00:30:00.000,00:32:00.000,风险,00:30:00.000,00:32:00.000,证据,pelvic_floor_training,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0070,pair_0070,rec_002,多动作组合 + 同一主题推进 + 轻跟练收束,talk_before_action,00:32:00.000,00:34:00.000,风险,00:32:00.000,00:34:00.000,证据,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0074,pair_0074,rec_002,痛点/人群点名 + 单动作完整循环 + 坚持建议,talk_before_action,00:40:00.000,00:42:00.000,风险,00:40:00.000,00:42:00.000,纠错,pelvic_floor_training,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0079,pair_0079,rec_002,多动作组合 + 同一主题推进 + 轻跟练收束,talk_before_action,00:50:00.000,00:52:00.000,风险,00:50:00.000,00:52:00.000,证据,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0081,pair_0081,rec_002,痛点/人群点名 + 单动作完整循环 + 坚持建议,talk_before_action,00:54:00.000,00:56:00.000,风险,00:54:00.000,00:56:00.000,纠错,pelvic_floor_training,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0083,pair_0083,rec_002,多动作组合 + 同一主题推进 + 轻跟练收束,talk_before_action,00:58:00.000,01:00:00.000,风险,00:58:00.000,01:00:00.000,工具展示,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0084,pair_0084,rec_002,工具/动作演示 + 发力口令 + 低压跟练收束,intercut_needed,01:00:00.000,01:02:00.000,方法,01:00:00.000,01:02:00.000,工具展示,breathing_coordination,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0086,pair_0086,rec_002,多动作组合 + 同一主题推进 + 轻跟练收束,talk_before_action,01:04:00.000,01:06:00.000,风险,01:04:00.000,01:06:00.000,证据,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0088,pair_0088,rec_002,多动作组合 + 同一主题推进 + 轻跟练收束,intercut_needed,01:08:00.000,01:10:00.000,方法,01:08:00.000,01:10:00.000,证据,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0090,pair_0090,rec_002,工具/动作演示 + 发力口令 + 低压跟练收束,intercut_needed,01:12:00.000,01:14:00.000,方法,01:12:00.000,01:14:00.000,证据,preparation_context,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0095,pair_0095,rec_002,误区/错误先抛 + 正确动作对比 + 原因解释,talk_before_action,01:22:00.000,01:24:00.000,风险,01:22:00.000,01:24:00.000,证据,risk_boundary,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0096,pair_0096,rec_002,误区/错误先抛 + 正确动作对比 + 原因解释,talk_before_action,01:24:00.000,01:26:00.000,异议,01:24:00.000,01:26:00.000,纠错,risk_boundary,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0097,pair_0097,rec_002,多动作组合 + 同一主题推进 + 轻跟练收束,talk_before_action,01:26:00.000,01:28:00.000,风险,01:26:00.000,01:28:00.000,纠错,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0100,pair_0100,rec_002,误区/错误先抛 + 正确动作对比 + 原因解释,talk_before_action,01:32:00.000,01:34:00.000,风险,01:32:00.000,01:34:00.000,纠错,risk_boundary,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0107,pair_0107,rec_003,多动作组合 + 同一主题推进 + 轻跟练收束,intercut_needed,00:06:00.000,00:08:00.000,方法,00:06:00.000,00:08:00.000,演示,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0110,pair_0110,rec_003,多动作组合 + 同一主题推进 + 轻跟练收束,intercut_needed,00:12:00.000,00:14:00.000,方法,00:12:00.000,00:14:00.000,证据,course_step_explain,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
live_cand_0112,pair_0112,rec_003,误区/错误先抛 + 正确动作对比 + 原因解释,talk_before_action,00:16:00.000,00:18:00.000,风险,00:16:00.000,00:18:00.000,证据,risk_boundary,同一 120 秒窗口内同时命中口播功能和动作/道具/发力词族；需原片确认画面是否同步。,先听口播确定主问题，再截同窗口动作；若动作在后半段，按口播在前动作在后剪。,not_available_from_pair_table_same_time_range,先看完整上下文，人工确认主问题、动作完整循环和可剪切点。,不做前后段自动拆分；如人工确认口播和动作确实分离，再由剪辑师在 full_context 内二次切点。
