candidate_id,recording_id,source_file,start_time,end_time,duration_seconds,candidate_type,usable_structure_name,clip_value_type,speech_summary,action_summary,normalized_action_id,problem_category_id,speech_complete_unit,action_complete_cycle,speech_action_sync,visual_obstruction_risk,missing_part,recommended_editor_action,stage1_priority,manual_review_items,source_evidence,status
live_cand_0004,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,00:10:00.000,00:12:00.000,120,speech_action_pair,误区/错误先抛 + 正确动作对比 + 原因解释,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释 / 误区纠错/风险提醒；结构倾向=误区/错误先抛 + 正确动作对比 + 原因解释；动作词族命中；转写字符数约 595。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,文本命中动作/道具/发力词族；画面动作完整性待视觉复核。,presenter_emphasis_warning_pause,risk_boundary,machine_transcript_window_pending_manual_review,pending_visual_review,same_window_text_keyword_candidate_pending_visual_review,pending_visual_review,manual_asr_correction；visual_action_cycle_confirmation；health_business_customer_review,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,A,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,timeline=rec_001_t006; structure_reason=text_keyword_rule; keyword_count=5; transcript=/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/full_live_material_screening/asr_transcripts/rec_001_5月13日直播素材.json,screening_candidate_pending_manual_review_score_9
live_cand_0022,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,00:46:00.000,00:48:00.000,120,speech_action_pair,多动作组合 + 同一主题推进 + 轻跟练收束,方法,机器转写高层摘要：口播功能=方法；主题=盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释 / 误区纠错/风险提醒；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 474。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,文本命中动作/道具/发力词族；画面动作完整性待视觉复核。,presenter_step_count_or_page_turn,course_step_explain,machine_transcript_window_pending_manual_review,pending_visual_review,same_window_text_keyword_candidate_pending_visual_review,pending_visual_review,manual_asr_correction；visual_action_cycle_confirmation,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,A,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,timeline=rec_001_t024; structure_reason=action_kb_recommended_structure; keyword_count=2; transcript=/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/full_live_material_screening/asr_transcripts/rec_001_5月13日直播素材.json,screening_candidate_pending_manual_review_score_9
live_cand_0023,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,00:48:00.000,00:50:00.000,120,speech_action_pair,工具/动作演示 + 发力口令 + 低压跟练收束,方法,机器转写高层摘要：口播功能=方法；主题=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释 / 情绪/关系表达；结构倾向=工具/动作演示 + 发力口令 + 低压跟练收束；动作词族命中；转写字符数约 307。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,文本命中动作/道具/发力词族；画面动作完整性待视觉复核。,course_breathing_coordination_reference,breathing_coordination,machine_transcript_window_pending_manual_review,pending_visual_review,same_window_text_keyword_candidate_pending_visual_review,pending_visual_review,manual_asr_correction；visual_action_cycle_confirmation,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,A,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,timeline=rec_001_t025; structure_reason=action_kb_recommended_structure; keyword_count=4; transcript=/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/full_live_material_screening/asr_transcripts/rec_001_5月13日直播素材.json,screening_candidate_pending_manual_review_score_9
live_cand_0024,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,00:50:00.000,00:52:00.000,120,speech_action_pair,工具/动作演示 + 发力口令 + 低压跟练收束,方法,机器转写高层摘要：口播功能=方法；主题=动作口令/跟练 / 盆底/产后训练 / 问题问答/原因解释；结构倾向=工具/动作演示 + 发力口令 + 低压跟练收束；动作词族命中；转写字符数约 131。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,文本命中动作/道具/发力词族；画面动作完整性待视觉复核。,course_breathing_coordination_reference,breathing_coordination,machine_transcript_window_pending_manual_review,pending_visual_review,same_window_text_keyword_candidate_pending_visual_review,pending_visual_review,manual_asr_correction；visual_action_cycle_confirmation,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,A,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,timeline=rec_001_t026; structure_reason=action_kb_recommended_structure; keyword_count=2; transcript=/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/full_live_material_screening/asr_transcripts/rec_001_5月13日直播素材.json,screening_candidate_pending_manual_review_score_9
live_cand_0025,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,00:52:00.000,00:54:00.000,120,speech_action_pair,多动作组合 + 同一主题推进 + 轻跟练收束,痛点,机器转写高层摘要：口播功能=痛点；主题=动作口令/跟练 / 盆底/产后训练；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 109。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,文本命中动作/道具/发力词族；画面动作完整性待视觉复核。,presenter_step_count_or_page_turn,course_step_explain,machine_transcript_window_pending_manual_review,pending_visual_review,same_window_text_keyword_candidate_pending_visual_review,pending_visual_review,manual_asr_correction；visual_action_cycle_confirmation,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,A,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,timeline=rec_001_t027; structure_reason=action_kb_recommended_structure; keyword_count=1; transcript=/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/full_live_material_screening/asr_transcripts/rec_001_5月13日直播素材.json,screening_candidate_pending_manual_review_score_9
live_cand_0026,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,00:56:00.000,00:58:00.000,120,speech_action_pair,工具/动作演示 + 发力口令 + 低压跟练收束,方法,机器转写高层摘要：口播功能=方法；主题=胸部/呼吸练习 / 问题问答/原因解释 / 动作/问题关键词命中；结构倾向=工具/动作演示 + 发力口令 + 低压跟练收束；动作词族命中；转写字符数约 351。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,文本命中动作/道具/发力词族；画面动作完整性待视觉复核。,presenter_screen_point_or_highlight,courseware_attention,machine_transcript_window_pending_manual_review,pending_visual_review,same_window_text_keyword_candidate_pending_visual_review,pending_visual_review,manual_asr_correction；visual_action_cycle_confirmation,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,A,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,timeline=rec_001_t029; structure_reason=action_kb_recommended_structure; keyword_count=1; transcript=/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/full_live_material_screening/asr_transcripts/rec_001_5月13日直播素材.json,screening_candidate_pending_manual_review_score_9
live_cand_0027,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,00:58:00.000,01:00:00.000,120,speech_action_pair,多动作组合 + 同一主题推进 + 轻跟练收束,方法,机器转写高层摘要：口播功能=方法；主题=动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 242。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,文本命中动作/道具/发力词族；画面动作完整性待视觉复核。,presenter_step_count_or_page_turn,course_step_explain,machine_transcript_window_pending_manual_review,pending_visual_review,same_window_text_keyword_candidate_pending_visual_review,pending_visual_review,manual_asr_correction；visual_action_cycle_confirmation,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,A,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,timeline=rec_001_t030; structure_reason=action_kb_recommended_structure; keyword_count=3; transcript=/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/full_live_material_screening/asr_transcripts/rec_001_5月13日直播素材.json,screening_candidate_pending_manual_review_score_9
live_cand_0028,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,01:00:00.000,01:02:00.000,120,speech_action_pair,多动作组合 + 同一主题推进 + 轻跟练收束,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 154。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,文本命中动作/道具/发力词族；画面动作完整性待视觉复核。,presenter_step_count_or_page_turn,course_step_explain,machine_transcript_window_pending_manual_review,pending_visual_review,same_window_text_keyword_candidate_pending_visual_review,pending_visual_review,manual_asr_correction；visual_action_cycle_confirmation,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,A,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,timeline=rec_001_t031; structure_reason=action_kb_recommended_structure; keyword_count=2; transcript=/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/full_live_material_screening/asr_transcripts/rec_001_5月13日直播素材.json,screening_candidate_pending_manual_review_score_9
live_cand_0030,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,01:04:00.000,01:06:00.000,120,speech_action_pair,误区/错误先抛 + 正确动作对比 + 原因解释,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 盆底/产后训练 / 问题问答/原因解释 / 误区纠错/风险提醒；结构倾向=误区/错误先抛 + 正确动作对比 + 原因解释；动作词族命中；转写字符数约 260。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,文本命中动作/道具/发力词族；画面动作完整性待视觉复核。,presenter_emphasis_warning_pause,risk_boundary,machine_transcript_window_pending_manual_review,pending_visual_review,same_window_text_keyword_candidate_pending_visual_review,pending_visual_review,manual_asr_correction；visual_action_cycle_confirmation,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,A,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,timeline=rec_001_t033; structure_reason=text_keyword_rule; keyword_count=3; transcript=/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/full_live_material_screening/asr_transcripts/rec_001_5月13日直播素材.json,screening_candidate_pending_manual_review_score_11
live_cand_0031,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,01:06:00.000,01:08:00.000,120,speech_action_pair,多动作组合 + 同一主题推进 + 轻跟练收束,风险,机器转写高层摘要：口播功能=风险；主题=胸部/呼吸练习 / 问题问答/原因解释 / 误区纠错/风险提醒 / 动作/问题关键词命中；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 310。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,文本命中动作/道具/发力词族；画面动作完整性待视觉复核。,presenter_step_count_or_page_turn,course_step_explain,machine_transcript_window_pending_manual_review,pending_visual_review,same_window_text_keyword_candidate_pending_visual_review,pending_visual_review,manual_asr_correction；visual_action_cycle_confirmation,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,A,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,timeline=rec_001_t034; structure_reason=action_kb_recommended_structure; keyword_count=2; transcript=/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/full_live_material_screening/asr_transcripts/rec_001_5月13日直播素材.json,screening_candidate_pending_manual_review_score_9
live_cand_0032,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,01:08:00.000,01:10:00.000,120,speech_action_pair,多动作组合 + 同一主题推进 + 轻跟练收束,方法,机器转写高层摘要：口播功能=方法；主题=动作口令/跟练 / 胸部/呼吸练习；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 266。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,文本命中动作/道具/发力词族；画面动作完整性待视觉复核。,presenter_step_count_or_page_turn,course_step_explain,machine_transcript_window_pending_manual_review,pending_visual_review,same_window_text_keyword_candidate_pending_visual_review,pending_visual_review,manual_asr_correction；visual_action_cycle_confirmation,优先给剪辑师听审和看原片；保留同题口播与动作窗口，先做人工精修候选。,A,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,timeline=rec_001_t035; structure_reason=action_kb_recommended_structure; keyword_count=1; transcript=/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/full_live_material_screening/asr_transcripts/rec_001_5月13日直播素材.json,screening_candidate_pending_manual_review_score_9
