ali_review_id,review_id,candidate_id,pair_group_id,recording_id,source_file,usable_structure_name,structure_folder,talk_start_time,talk_end_time,action_start_time,action_end_time,talk_claimed_action_or_problem,talk_claimed_function,visual_model_primary,visual_model_fallback,visual_model_used,visual_api_status,visual_error_summary,observed_action_name,observed_body_part_or_tool,action_start_visual_clue,action_end_visual_clue,action_cycle_complete,visual_obstruction_status,presenter_visible,same_action_with_talk_claim,same_problem_with_talk_claim,same_function_with_talk_claim,sequence_logic,topic_break_risk,can_enter_editor_task_pack_model,p0_gate_result,p0_fail_reason,talk_action_same_point,can_enter_editor_task_pack,split_status,local_review_folder,local_true_pair_task_folder,local_manual_review_folder,contact_sheet_path_local,preview_20s_path_local,full_context_path_local,reason,manual_review_items,notes
ALI011,P0R011,live_cand_0019,pair_0019,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,多动作组合 + 同一主题推进 + 轻跟练收束,05_多动作组合_同一主题推进轻跟练收束,00:40:00.000,00:42:00.000,00:40:00.000,00:42:00.000,动作口令/跟练 / 工具/道具演示 / 胸部/呼吸练习 / 问题问答/原因解释,方法,qwen3-vl-plus,qwen-vl-max,qwen3-vl-plus,success,,双手置于胸部做按压/引导式呼吸动作,双手、胸部区域,帧00:00:09.602：双手从体侧抬起至胸前，掌心向内轻贴胸廓,帧00:01:50.418：双手仍保持在胸部位置，未明显撤回或切换动作,no,clear,yes,unclear,unclear,unclear,unclear,no,unclear,weak_related_need_manual_review,可见动作但动作循环不完整或不确定,动作口令/跟练 / 工具/道具演示 / 胸部/呼吸练习 / 问题问答/原因解释 -> 双手置于胸部做按压/引导式呼吸动作,no,not_available,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI011_live_cand_0019_pair_0019_rec_001,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/05_多动作组合_同一主题推进轻跟练收束/MR011_live_cand_0019_pair_0019_rec_001,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI011_live_cand_0019_pair_0019_rec_001/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI011_live_cand_0019_pair_0019_rec_001/05_20秒复核预览_preview_20s.mp4,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A011_live_cand_0019_pair_0019_rec_001/03_完整上下文_full_context.mp4,画面中呈现连续的胸部手部动作（双手置于胸廓做轻按/引导），但无口播音频信息，无法确认是否对应‘胸部/呼吸练习’口令；动作未完成循环（始终维持同一姿态，无吸-呼-放松等完整周期）；虽主题连贯（持续胸部操作），但因缺乏动作起止与口播时序关联证据，无法判定与声明中的‘动作口令/跟练’‘方法’等功能一致；故多项判断为unclear。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,source_exists=true; material_status=created; sheet_status=reused; preview_status=reused; preview_error=; cached_summary_used=true; route=qwen3-vl-plus->qwen-vl-max; forbidden_models_called=no
ALI012,P0R012,live_cand_0022,pair_0022,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,多动作组合 + 同一主题推进 + 轻跟练收束,05_多动作组合_同一主题推进轻跟练收束,00:46:00.000,00:48:00.000,00:46:00.000,00:48:00.000,盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释 / 误区纠错/风险提醒,方法,qwen3-vl-plus,qwen-vl-max,qwen3-vl-plus,success,,双手置于胸部做呼吸配合动作,胸部、双手,帧00:00:09.602：双手轻放于胸廓中上部，口微张，似准备吸气,帧00:01:50.418：双手仍置于胸部，身体姿态未明显变化，无明确收束动作,no,clear,yes,unclear,unclear,unclear,unclear,unclear,no,weak_related_need_manual_review,可见动作但动作循环不完整或不确定,盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释 / 误区纠错/风险提醒 -> 双手置于胸部做呼吸配合动作,no,not_available,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI012_live_cand_0022_pair_0022_rec_001,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/05_多动作组合_同一主题推进轻跟练收束/MR012_live_cand_0022_pair_0022_rec_001,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI012_live_cand_0022_pair_0022_rec_001/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI012_live_cand_0022_pair_0022_rec_001/05_20秒复核预览_preview_20s.mp4,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A012_live_cand_0022_pair_0022_rec_001/03_完整上下文_full_context.mp4,画面仅显示 presenter 双手置于胸部的静态或缓慢移动姿态，未呈现完整呼吸周期（如腹式/胸式起伏）、无盆底肌收缩迹象、无问答/纠错等交互行为；无法确认是否对应‘盆底/产后训练’‘胸部/呼吸练习’中的具体方法动作；动作未完成（无呼气/放松收尾），且缺乏上下文支撑‘问题-解释-纠错’逻辑链；仅凭5帧切片无法判断与口播声明在动作、问题、功能上的一致性，故保守判定为不满足进入编辑任务包条件。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,source_exists=true; material_status=created; sheet_status=reused; preview_status=reused; preview_error=; cached_summary_used=true; route=qwen3-vl-plus->qwen-vl-max; forbidden_models_called=no
ALI013,P0R013,live_cand_0023,pair_0023,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,工具/动作演示 + 发力口令 + 低压跟练收束,02_工具动作演示_发力口令低压跟练收束,00:48:00.000,00:50:00.000,00:48:00.000,00:50:00.000,动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释 / 情绪/关系表达,方法,qwen3-vl-plus,qwen-vl-max,qwen3-vl-plus,success,,双手置于胸部前方，缓慢按压或轻抚胸部区域，伴随呼吸起伏,双手、胸部,帧00:00:09.602：双手从体侧抬起至胸前，掌心向内贴于胸廓中上部,帧00:01:50.418：双手仍保持在胸部位置，未明显移开或结束动作,no,clear,yes,unclear,unclear,unclear,unclear,unclear,no,weak_related_need_manual_review,可见动作但动作循环不完整或不确定,动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释 / 情绪/关系表达 -> 双手置于胸部前方，缓慢按压或轻抚胸部区域，伴随呼吸起伏,no,not_available,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/02_工具动作演示_发力口令低压跟练收束/ALI013_live_cand_0023_pair_0023_rec_001,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/02_工具动作演示_发力口令低压跟练收束/MR013_live_cand_0023_pair_0023_rec_001,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/02_工具动作演示_发力口令低压跟练收束/ALI013_live_cand_0023_pair_0023_rec_001/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/02_工具动作演示_发力口令低压跟练收束/ALI013_live_cand_0023_pair_0023_rec_001/05_20秒复核预览_preview_20s.mp4,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/04_工具动作演示_发力口令低压跟练收束/A013_live_cand_0023_pair_0023_rec_001/03_完整上下文_full_context.mp4,画面仅显示连续静态姿势（双手置胸），无明显发力、呼吸节奏变化或动作周期完成迹象；无法确认是否为‘胸部/呼吸练习’的完整演示，亦无法判断是否对应‘发力口令’或‘低压跟练收束’结构；口播声明中的‘问题问答/原因解释/情绪表达’等要素在画面中无任何视觉证据；动作持续但未见起始-发展-收束的完整逻辑链，故不能认定与口播声明一致。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,source_exists=true; material_status=created; sheet_status=reused; preview_status=reused; preview_error=; cached_summary_used=true; route=qwen3-vl-plus->qwen-vl-max; forbidden_models_called=no
ALI014,P0R014,live_cand_0024,pair_0024,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,工具/动作演示 + 发力口令 + 低压跟练收束,02_工具动作演示_发力口令低压跟练收束,00:50:00.000,00:52:00.000,00:50:00.000,00:52:00.000,动作口令/跟练 / 盆底/产后训练 / 问题问答/原因解释,方法,qwen3-vl-plus,qwen-vl-max,qwen3-vl-plus,success,,双手交叉置于胸前，配合呼吸做缓慢收腹/肋间内收动作,上半身、双手、腹部,帧00:00:09.602：双手从体侧抬起至胸前交叉，身体微前倾，开始吸气准备,帧00:01:50.418：双手仍交叉于胸前，身体回正，呼气结束姿态,no,clear,yes,unclear,unclear,unclear,unclear,unclear,no,weak_related_need_manual_review,可见动作但动作循环不完整或不确定,动作口令/跟练 / 盆底/产后训练 / 问题问答/原因解释 -> 双手交叉置于胸前，配合呼吸做缓慢收腹/肋间内收动作,no,not_available,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/02_工具动作演示_发力口令低压跟练收束/ALI014_live_cand_0024_pair_0024_rec_001,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/02_工具动作演示_发力口令低压跟练收束/MR014_live_cand_0024_pair_0024_rec_001,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/02_工具动作演示_发力口令低压跟练收束/ALI014_live_cand_0024_pair_0024_rec_001/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/02_工具动作演示_发力口令低压跟练收束/ALI014_live_cand_0024_pair_0024_rec_001/05_20秒复核预览_preview_20s.mp4,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/04_工具动作演示_发力口令低压跟练收束/A014_live_cand_0024_pair_0024_rec_001/03_完整上下文_full_context.mp4,画面仅显示上半身重复性手部交叉+微调姿势动作，未见明确盆底肌发力特征（如会阴收缩、骨盆底肌群可见变化），无工具出现；无法确认是否为盆底/产后专项训练动作；动作周期未完成（无明显吸-屏-呼完整节律呈现）；口播声明中‘工具/动作演示 + 发力口令 + 低压跟练收束’结构在画面中无对应视觉证据（无工具、无口令同步提示、无收束动作）。因关键动作细节缺失，无法与声明中的‘盆底/产后训练’动作、问题、功能建立保守一致性。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,source_exists=true; material_status=created; sheet_status=reused; preview_status=reused; preview_error=; cached_summary_used=true; route=qwen3-vl-plus->qwen-vl-max; forbidden_models_called=no
ALI015,P0R015,live_cand_0025,pair_0025,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,多动作组合 + 同一主题推进 + 轻跟练收束,05_多动作组合_同一主题推进轻跟练收束,00:52:00.000,00:54:00.000,00:52:00.000,00:54:00.000,动作口令/跟练 / 盆底/产后训练,痛点,qwen3-vl-plus,qwen-vl-max,qwen3-vl-plus,success,,双手置于下腹部/盆腔区域做按压或轻揉动作，伴随轻微躯干前倾与呼吸配合,下腹部、双手,帧00:00:09.602：双手从体侧移至下腹，掌心贴腹，身体微前倾,帧00:01:50.418：双手仍置于下腹，姿势未明显变化，无收手或转换动作迹象,no,clear,yes,yes,yes,yes,intercut,no,yes,weak_related_need_manual_review,可见动作但动作循环不完整或不确定,动作口令/跟练 / 盆底/产后训练 -> 双手置于下腹部/盆腔区域做按压或轻揉动作，伴随轻微躯干前倾与呼吸配合,no,not_available,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI015_live_cand_0025_pair_0025_rec_001,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/05_多动作组合_同一主题推进轻跟练收束/MR015_live_cand_0025_pair_0025_rec_001,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI015_live_cand_0025_pair_0025_rec_001/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI015_live_cand_0025_pair_0025_rec_001/05_20秒复核预览_preview_20s.mp4,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A015_live_cand_0025_pair_0025_rec_001/03_完整上下文_full_context.mp4,画面中 presenter 始终双手置于下腹部（盆底/产后训练典型定位），动作连贯、无中断或切换；各帧姿态高度一致，符合‘轻跟练收束’结构中的持续性微动作特征；无遮挡，主体清晰可见；动作目的与口播声明的‘盆底/产后训练’痛点高度一致；虽未见完整呼吸周期或动作重复循环，但作为轻跟练片段，持续维持位姿本身即为训练环节的一部分，符合‘轻跟练收束’定义；时间跨度2秒内多帧呈现同一状态，属合理切片范围。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,source_exists=true; material_status=created; sheet_status=reused; preview_status=reused; preview_error=; cached_summary_used=true; route=qwen3-vl-plus->qwen-vl-max; forbidden_models_called=no
ALI016,P0R016,live_cand_0026,pair_0026,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,工具/动作演示 + 发力口令 + 低压跟练收束,02_工具动作演示_发力口令低压跟练收束,00:56:00.000,00:58:00.000,00:56:00.000,00:58:00.000,胸部/呼吸练习 / 问题问答/原因解释 / 动作/问题关键词命中,方法,qwen3-vl-plus,qwen-vl-max,qwen3-vl-plus,success,,双手置于胸部下方/肋骨区域，配合呼吸做缓慢扩张与回缩动作,双手、胸廓、腹部,帧00:00:09.602：双手轻放于下胸/上腹交界处，身体微前倾，准备态,帧00:01:50.418：双手仍置于同位置，身体姿态未变，无明显收束动作完成迹象,no,clear,yes,unclear,unclear,unclear,unclear,unclear,no,weak_related_need_manual_review,可见动作但动作循环不完整或不确定,胸部/呼吸练习 / 问题问答/原因解释 / 动作/问题关键词命中 -> 双手置于胸部下方/肋骨区域，配合呼吸做缓慢扩张与回缩动作,no,not_available,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/02_工具动作演示_发力口令低压跟练收束/ALI016_live_cand_0026_pair_0026_rec_001,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/02_工具动作演示_发力口令低压跟练收束/MR016_live_cand_0026_pair_0026_rec_001,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/02_工具动作演示_发力口令低压跟练收束/ALI016_live_cand_0026_pair_0026_rec_001/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/02_工具动作演示_发力口令低压跟练收束/ALI016_live_cand_0026_pair_0026_rec_001/05_20秒复核预览_preview_20s.mp4,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/04_工具动作演示_发力口令低压跟练收束/A016_live_cand_0026_pair_0026_rec_001/03_完整上下文_full_context.mp4,画面仅显示静态姿势维持与微小手部调整，未呈现完整呼吸-发力-收束循环；无可见口型或字幕佐证口播内容；无法确认是否为‘胸部/呼吸练习’的演示动作，亦无法判断是否对应问题问答或方法说明；动作未完成（无明显吸气扩张→呼气回缩→收束的视觉证据），且时间跨度内无动态变化趋势。按保守原则，不认定与声明一致。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,source_exists=true; material_status=created; sheet_status=reused; preview_status=reused; preview_error=; cached_summary_used=true; route=qwen3-vl-plus->qwen-vl-max; forbidden_models_called=no
ALI017,P0R017,live_cand_0027,pair_0027,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,多动作组合 + 同一主题推进 + 轻跟练收束,05_多动作组合_同一主题推进轻跟练收束,00:58:00.000,01:00:00.000,00:58:00.000,01:00:00.000,动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习,方法,qwen3-vl-plus,qwen-vl-max,qwen3-vl-plus,success,,单手置于胸部、另一手置于颈侧/锁骨区，配合呼吸做缓慢胸廓扩张与回缩动作,胸部、颈部/锁骨区域、双手,帧00:00:09.602：双手初始位（一手放胸、一手放颈侧），身体坐正，准备吸气,帧00:01:50.418：仍维持相同手位与体态，未见明显收束或切换动作,no,clear,yes,yes,unclear,unclear,intercut,no,yes,weak_related_need_manual_review,可见动作但动作循环不完整或不确定,动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 -> 单手置于胸部、另一手置于颈侧/锁骨区，配合呼吸做缓慢胸廓扩张与回缩动作,no,not_available,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI017_live_cand_0027_pair_0027_rec_001,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/05_多动作组合_同一主题推进轻跟练收束/MR017_live_cand_0027_pair_0027_rec_001,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI017_live_cand_0027_pair_0027_rec_001/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI017_live_cand_0027_pair_0027_rec_001/05_20秒复核预览_preview_20s.mp4,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A017_live_cand_0027_pair_0027_rec_001/03_完整上下文_full_context.mp4,画面中呈现连续坐姿呼吸练习：双手分别置于胸部与颈侧，伴随胸廓起伏，符合‘胸部/呼吸练习’口播声明；动作一致、无中断或跳转；虽无法确认是否针对盆底/产后问题（问题声明模糊），但动作本身与‘胸部/呼吸练习’匹配；功能为方法性演示，画面完整清晰，可进入剪辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,source_exists=true; material_status=created; sheet_status=reused; preview_status=reused; preview_error=; cached_summary_used=true; route=qwen3-vl-plus->qwen-vl-max; forbidden_models_called=no
ALI018,P0R018,live_cand_0028,pair_0028,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,多动作组合 + 同一主题推进 + 轻跟练收束,05_多动作组合_同一主题推进轻跟练收束,01:00:00.000,01:02:00.000,01:00:00.000,01:02:00.000,动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释,风险,qwen3-vl-plus,qwen-vl-max,qwen3-vl-plus,success,,单手置于对侧胸部、另一手置于同侧肋下/上腹，配合呼吸做轻柔按压或引导式动作,胸部、肋下/上腹部、双手,帧00:00:09.602中，双手已置于胸部与肋下位置，呈准备态；后续帧中手位基本维持，无明显起始动态,帧00:01:50.418仍保持相同手位与坐姿，无明确收束动作,no,clear,yes,unclear,unclear,unclear,unclear,yes,no,still_blocked_topic_break,存在明显跳题或上下文断裂风险,动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释 -> 单手置于对侧胸部、另一手置于同侧肋下/上腹，配合呼吸做轻柔按压或引导式动作,no,not_available,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI018_live_cand_0028_pair_0028_rec_001,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/05_多动作组合_同一主题推进轻跟练收束/MR018_live_cand_0028_pair_0028_rec_001,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI018_live_cand_0028_pair_0028_rec_001/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI018_live_cand_0028_pair_0028_rec_001/05_20秒复核预览_preview_20s.mp4,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A018_live_cand_0028_pair_0028_rec_001/03_完整上下文_full_context.mp4,画面仅显示静态手位维持（胸部+肋下），未见明显呼吸起伏、肌肉收缩或动作周期变化；无法确认是否为‘呼吸练习’或‘盆底/产后训练’中的具体动作；无动作起止线索，循环不完整；口播声明含多类动作（盆底、胸部、呼吸、问答），但画面仅呈现单一姿态，无法验证与任一声明动作/问题/目的的对应关系；存在主题混杂风险，故判定topic_break_risk为yes，不可进入编辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,source_exists=true; material_status=created; sheet_status=reused; preview_status=reused; preview_error=; cached_summary_used=true; route=qwen3-vl-plus->qwen-vl-max; forbidden_models_called=no
ALI019,P0R019,live_cand_0030,pair_0030,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,误区/错误先抛 + 正确动作对比 + 原因解释,04_误区错误纠正_错误动作正确动作原因解释,01:04:00.000,01:06:00.000,01:04:00.000,01:06:00.000,动作口令/跟练 / 盆底/产后训练 / 问题问答/原因解释 / 误区纠错/风险提醒,风险,qwen3-vl-plus,qwen-vl-max,qwen3-vl-plus,success,,双手置于胸部下方、肋骨区域，做轻按或引导式触碰动作,双手、胸下/肋骨区（非盆底）,帧00:00:09.602中，双手从体侧抬起至胸下位置,帧00:01:50.418中，双手仍维持在相同位置，未见明显收手或转换,no,clear,yes,no,no,no,unclear,yes,no,logic_mismatch_reject,视觉动作与口播动作/问题/目的不一致,动作口令/跟练 / 盆底/产后训练 / 问题问答/原因解释 / 误区纠错/风险提醒 -> 双手置于胸部下方、肋骨区域，做轻按或引导式触碰动作,no,not_available,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/04_误区错误纠正_错误动作正确动作原因解释/ALI019_live_cand_0030_pair_0030_rec_001,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/04_误区错误纠正_错误动作正确动作原因解释/MR019_live_cand_0030_pair_0030_rec_001,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/04_误区错误纠正_错误动作正确动作原因解释/ALI019_live_cand_0030_pair_0030_rec_001/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/04_误区错误纠正_错误动作正确动作原因解释/ALI019_live_cand_0030_pair_0030_rec_001/05_20秒复核预览_preview_20s.mp4,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/01_误区错误纠正_错误动作正确动作原因解释/A019_live_cand_0030_pair_0030_rec_001/03_完整上下文_full_context.mp4,画面中动作集中于胸下/肋骨区域触碰，未呈现任何盆底肌训练相关动作（如会阴收缩、骨盆卷动、凯格尔示意等）；无工具、无体位变化；动作持续静态维持，无完整周期；口播声明明确指向‘盆底/产后训练’‘误区纠错’‘风险’，但视觉内容与之不匹配，存在显著主题偏离风险。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,source_exists=true; material_status=created; sheet_status=reused; preview_status=reused; preview_error=; cached_summary_used=true; route=qwen3-vl-plus->qwen-vl-max; forbidden_models_called=no
ALI020,P0R020,live_cand_0031,pair_0031,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,多动作组合 + 同一主题推进 + 轻跟练收束,05_多动作组合_同一主题推进轻跟练收束,01:06:00.000,01:08:00.000,01:06:00.000,01:08:00.000,胸部/呼吸练习 / 问题问答/原因解释 / 误区纠错/风险提醒 / 动作/问题关键词命中,风险,qwen3-vl-plus,qwen-vl-max,qwen-vl-max,success,qwen3-vl-plus:failed:The read operation timed out,手部动作演示，指向胸部区域,胸部,双手从身体两侧抬起，手指指向胸部区域,双手保持在胸部区域，呈解释性手势,yes,clear,yes,yes,yes,yes,intercut,no,yes,true_pair,视觉动作、口播同一点、动作循环、遮挡和顺序字段均满足 P0 闸门,胸部/呼吸练习 / 问题问答/原因解释 / 误区纠错/风险提醒 / 动作/问题关键词命中 -> 手部动作演示，指向胸部区域,yes_pending_user_review,not_available,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI020_live_cand_0031_pair_0031_rec_001,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_true_pair_video_package/05_多动作组合_同一主题推进轻跟练收束/TP001_live_cand_0031_pair_0031_rec_001,,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI020_live_cand_0031_pair_0031_rec_001/04_视觉证据_contact_sheet.jpg,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_manual_review_video_pool/_visual_inputs/05_多动作组合_同一主题推进轻跟练收束/ALI020_live_cand_0031_pair_0031_rec_001/05_20秒复核预览_preview_20s.mp4,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/outputs/local_live_A_editor_package/05_多动作组合_同一主题推进轻跟练收束/A020_live_cand_0031_pair_0031_rec_001/03_完整上下文_full_context.mp4,画面中人物持续进行胸部区域的手势演示，动作连贯且完整，与口播声明中的‘胸部/呼吸练习’和‘误区纠错/风险提醒’一致。动作与讲解交替出现，符合‘intercut’逻辑，无明显话题断裂，视觉清晰，可进入编辑任务包。,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,source_exists=true; material_status=created; sheet_status=reused; preview_status=reused; preview_error=; cached_summary_used=true; route=qwen3-vl-plus->qwen-vl-max; forbidden_models_called=no
