candidate_id,recording_id,source_file,start_time,end_time,duration_seconds,candidate_type,usable_structure_name,clip_value_type,speech_summary,action_summary,normalized_action_id,problem_category_id,speech_complete_unit,action_complete_cycle,speech_action_sync,visual_obstruction_risk,missing_part,recommended_editor_action,stage1_priority,manual_review_items,source_evidence,status
live_cand_0001,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,00:04:00.000,00:06:00.000,120,speech_action_pair,多动作组合 + 同一主题推进 + 轻跟练收束,跟练,机器转写高层摘要：口播功能=异议；主题=胸部/呼吸练习 / 情绪/关系表达 / 动作/问题关键词命中；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 454。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,文本命中动作/道具/发力词族；画面动作完整性待视觉复核。,presenter_step_count_or_page_turn,course_step_explain,machine_transcript_window_pending_manual_review,pending_visual_review,same_window_text_keyword_candidate_pending_visual_review,pending_visual_review,manual_asr_correction；visual_action_cycle_confirmation,适合二次加工；建议补字幕、扩前后文或与邻近动作窗口拼接。,B,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,timeline=rec_001_t003; structure_reason=action_kb_recommended_structure; keyword_count=1; transcript=/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/full_live_material_screening/asr_transcripts/rec_001_5月13日直播素材.json,screening_candidate_pending_manual_review_score_7
live_cand_0038,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,01:20:00.000,01:22:00.000,120,speech_action_pair,多动作组合 + 同一主题推进 + 轻跟练收束,跟练,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 456。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,文本命中动作/道具/发力词族；画面动作完整性待视觉复核。,presenter_step_count_or_page_turn,course_step_explain,machine_transcript_window_pending_manual_review,pending_visual_review,same_window_text_keyword_candidate_pending_visual_review,pending_visual_review,manual_asr_correction；visual_action_cycle_confirmation；health_business_customer_review,适合二次加工；建议补字幕、扩前后文或与邻近动作窗口拼接。,B,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,timeline=rec_001_t041; structure_reason=action_kb_recommended_structure; keyword_count=1; transcript=/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/full_live_material_screening/asr_transcripts/rec_001_5月13日直播素材.json,screening_candidate_pending_manual_review_score_6
live_cand_0040,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,01:24:00.000,01:26:00.000,120,speech_action_pair,多动作组合 + 同一主题推进 + 轻跟练收束,纠错,机器转写高层摘要：口播功能=异议；主题=胸部/呼吸练习 / 误区纠错/风险提醒 / 动作/问题关键词命中；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 634。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,文本命中动作/道具/发力词族；画面动作完整性待视觉复核。,presenter_step_count_or_page_turn,course_step_explain,machine_transcript_window_pending_manual_review,pending_visual_review,same_window_text_keyword_candidate_pending_visual_review,pending_visual_review,manual_asr_correction；visual_action_cycle_confirmation,适合二次加工；建议补字幕、扩前后文或与邻近动作窗口拼接。,B,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,timeline=rec_001_t043; structure_reason=action_kb_recommended_structure; keyword_count=1; transcript=/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/full_live_material_screening/asr_transcripts/rec_001_5月13日直播素材.json,screening_candidate_pending_manual_review_score_6
live_cand_0041,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,01:26:00.000,01:28:00.000,120,speech_action_pair,多动作组合 + 同一主题推进 + 轻跟练收束,风险,机器转写高层摘要：口播功能=风险；主题=盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释 / 误区纠错/风险提醒；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 649。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,文本命中动作/道具/发力词族；画面动作完整性待视觉复核。,presenter_step_count_or_page_turn,course_step_explain,machine_transcript_window_pending_manual_review,pending_visual_review,same_window_text_keyword_candidate_pending_visual_review,pending_visual_review,manual_asr_correction；visual_action_cycle_confirmation；health_business_customer_review,适合二次加工；建议补字幕、扩前后文或与邻近动作窗口拼接。,B,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,timeline=rec_001_t044; structure_reason=action_kb_recommended_structure; keyword_count=3; transcript=/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/full_live_material_screening/asr_transcripts/rec_001_5月13日直播素材.json,screening_candidate_pending_manual_review_score_7
live_cand_0044,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,01:32:00.000,01:34:00.000,120,speech_action_pair,多动作组合 + 同一主题推进 + 轻跟练收束,跟练,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释 / 情绪/关系表达；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 643。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,文本命中动作/道具/发力词族；画面动作完整性待视觉复核。,presenter_step_count_or_page_turn,course_step_explain,machine_transcript_window_pending_manual_review,pending_visual_review,same_window_text_keyword_candidate_pending_visual_review,pending_visual_review,manual_asr_correction；visual_action_cycle_confirmation,适合二次加工；建议补字幕、扩前后文或与邻近动作窗口拼接。,B,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,timeline=rec_001_t047; structure_reason=action_kb_recommended_structure; keyword_count=2; transcript=/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/full_live_material_screening/asr_transcripts/rec_001_5月13日直播素材.json,screening_candidate_pending_manual_review_score_7
live_cand_0045,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,01:34:00.000,01:36:00.000,120,speech_action_pair,多动作组合 + 同一主题推进 + 轻跟练收束,跟练,机器转写高层摘要：口播功能=异议；主题=问题问答/原因解释 / 情绪/关系表达 / 动作/问题关键词命中；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 655。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,文本命中动作/道具/发力词族；画面动作完整性待视觉复核。,presenter_step_count_or_page_turn,course_step_explain,machine_transcript_window_pending_manual_review,pending_visual_review,same_window_text_keyword_candidate_pending_visual_review,pending_visual_review,manual_asr_correction；visual_action_cycle_confirmation,适合二次加工；建议补字幕、扩前后文或与邻近动作窗口拼接。,B,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,timeline=rec_001_t048; structure_reason=action_kb_recommended_structure; keyword_count=1; transcript=/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/full_live_material_screening/asr_transcripts/rec_001_5月13日直播素材.json,screening_candidate_pending_manual_review_score_7
live_cand_0046,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,01:36:00.000,01:38:00.000,120,speech_action_pair,多动作组合 + 同一主题推进 + 轻跟练收束,跟练,机器转写高层摘要：口播功能=异议；主题=胸部/呼吸练习 / 问题问答/原因解释 / 情绪/关系表达 / 动作/问题关键词命中；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 597。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,文本命中动作/道具/发力词族；画面动作完整性待视觉复核。,presenter_step_count_or_page_turn,course_step_explain,machine_transcript_window_pending_manual_review,pending_visual_review,same_window_text_keyword_candidate_pending_visual_review,pending_visual_review,manual_asr_correction；visual_action_cycle_confirmation,适合二次加工；建议补字幕、扩前后文或与邻近动作窗口拼接。,B,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,timeline=rec_001_t049; structure_reason=action_kb_recommended_structure; keyword_count=1; transcript=/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/full_live_material_screening/asr_transcripts/rec_001_5月13日直播素材.json,screening_candidate_pending_manual_review_score_7
live_cand_0048,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,01:40:00.000,01:42:00.000,120,speech_action_pair,多动作组合 + 同一主题推进 + 轻跟练收束,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释 / 误区纠错/风险提醒；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 578。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,文本命中动作/道具/发力词族；画面动作完整性待视觉复核。,presenter_step_count_or_page_turn,course_step_explain,machine_transcript_window_pending_manual_review,pending_visual_review,same_window_text_keyword_candidate_pending_visual_review,pending_visual_review,manual_asr_correction；visual_action_cycle_confirmation,适合二次加工；建议补字幕、扩前后文或与邻近动作窗口拼接。,B,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,timeline=rec_001_t051; structure_reason=action_kb_recommended_structure; keyword_count=2; transcript=/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/full_live_material_screening/asr_transcripts/rec_001_5月13日直播素材.json,screening_candidate_pending_manual_review_score_8
live_cand_0050,rec_001,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/5月13日直播素材.MP4,01:44:00.000,01:46:00.000,120,speech_action_pair,多动作组合 + 同一主题推进 + 轻跟练收束,跟练,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 胸部/呼吸练习 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 594。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,文本命中动作/道具/发力词族；画面动作完整性待视觉复核。,presenter_step_count_or_page_turn,course_step_explain,machine_transcript_window_pending_manual_review,pending_visual_review,same_window_text_keyword_candidate_pending_visual_review,pending_visual_review,manual_asr_correction；visual_action_cycle_confirmation,适合二次加工；建议补字幕、扩前后文或与邻近动作窗口拼接。,B,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,timeline=rec_001_t053; structure_reason=action_kb_recommended_structure; keyword_count=1; transcript=/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/full_live_material_screening/asr_transcripts/rec_001_5月13日直播素材.json,screening_candidate_pending_manual_review_score_6
live_cand_0054,rec_002,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5824.MP4,00:00:00.000,00:02:00.000,120,speech_action_pair,多动作组合 + 同一主题推进 + 轻跟练收束,跟练,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 盆底/产后训练 / 胸部/呼吸练习 / 问题问答/原因解释；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 588。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,文本命中动作/道具/发力词族；画面动作完整性待视觉复核。,presenter_step_count_or_page_turn,course_step_explain,machine_transcript_window_pending_manual_review,pending_visual_review,same_window_text_keyword_candidate_pending_visual_review,pending_visual_review,manual_asr_correction；visual_action_cycle_confirmation；health_business_customer_review,适合二次加工；建议补字幕、扩前后文或与邻近动作窗口拼接。,B,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,timeline=rec_002_t001; structure_reason=action_kb_recommended_structure; keyword_count=2; transcript=/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/full_live_material_screening/asr_transcripts/rec_002_C5824.json,screening_candidate_pending_manual_review_score_7
live_cand_0056,rec_002,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5824.MP4,00:04:00.000,00:06:00.000,120,speech_action_pair,多动作组合 + 同一主题推进 + 轻跟练收束,风险,机器转写高层摘要：口播功能=风险；主题=动作口令/跟练 / 盆底/产后训练 / 问题问答/原因解释 / 误区纠错/风险提醒；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 630。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,文本命中动作/道具/发力词族；画面动作完整性待视觉复核。,presenter_step_count_or_page_turn,course_step_explain,machine_transcript_window_pending_manual_review,pending_visual_review,same_window_text_keyword_candidate_pending_visual_review,pending_visual_review,manual_asr_correction；visual_action_cycle_confirmation；health_business_customer_review,适合二次加工；建议补字幕、扩前后文或与邻近动作窗口拼接。,B,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,timeline=rec_002_t003; structure_reason=action_kb_recommended_structure; keyword_count=5; transcript=/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/full_live_material_screening/asr_transcripts/rec_002_C5824.json,screening_candidate_pending_manual_review_score_8
live_cand_0057,rec_002,/Volumes/WD_BLACK/完整直播录屏/今年直播素材/C5824.MP4,00:06:00.000,00:08:00.000,120,speech_action_pair,多动作组合 + 同一主题推进 + 轻跟练收束,工具演示,机器转写高层摘要：口播功能=异议；主题=动作口令/跟练 / 工具/道具演示 / 盆底/产后训练 / 胸部/呼吸练习；结构倾向=多动作组合 + 同一主题推进 + 轻跟练收束；动作词族命中；转写字符数约 620。原文留在本地忽略 ASR 缓存，提交表不展开敏感细节。,文本命中动作/道具/发力词族；画面动作完整性待视觉复核。,presenter_step_count_or_page_turn,course_step_explain,machine_transcript_window_pending_manual_review,pending_visual_review,same_window_text_keyword_candidate_pending_visual_review,pending_visual_review,manual_asr_correction；visual_action_cycle_confirmation；health_business_customer_review,适合二次加工；建议补字幕、扩前后文或与邻近动作窗口拼接。,B,ASR 校字；原片听审；动作完整循环；画面遮挡；健康/业务/适用人群；敏感表达公开尺度。,timeline=rec_002_t004; structure_reason=action_kb_recommended_structure; keyword_count=5; transcript=/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/api_outputs/full_live_material_screening/asr_transcripts/rec_002_C5824.json,screening_candidate_pending_manual_review_score_7
