_source_file_id,_source_line_number,_source_path,bridge_id,lesson_id,source_type,source_quote,timecode,bridge_note,review_flag,field_type
SRC13455,12,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00011,L1072,knowledge,[已脱敏_仅保留高层词族:adult_body_part_risk/sensitive_operation_risk; 原文细节未复制; review_gate=professional_review_required],P0005,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,13,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00012,L1072,knowledge,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],P0006,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,16,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00015,L1072,knowledge,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],P0009,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,17,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00016,L1072,knowledge,注意：由弱到强去刺激的，在实际使用过程当中是完全可以随着当时的状态，从温柔到强烈，如果希望他射的别太快，就可以回到那些缓慢刺激的方式继续延续，同时跟他说：我还要再玩一会儿，别着急,P0011,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,18,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00017,L0001,knowledge,今天我们要上的课程是,00:00:06.280,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,19,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00018,L0001,knowledge,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:00:14.480,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,20,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00019,L0001,knowledge,那就是信技巧导师,00:00:19.360,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,21,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00020,L0001,knowledge,我们怎么样就通过技巧,00:00:23.640,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,22,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00021,L0001,knowledge,提升我们自身的愉悦度,00:00:26.720,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,23,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00022,L0001,knowledge,参加了非常多的课程,00:00:30.640,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,24,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00023,L0001,knowledge,非常多好用的技巧,00:00:33.600,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,26,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00025,L0001,knowledge,还有那么多的技巧,00:00:55.280,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,27,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00026,L0001,knowledge,所以这个系列课程,00:00:56.640,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,28,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00027,L0001,knowledge,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],00:00:59.120,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,29,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00028,L0001,knowledge,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],00:01:02.560,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,30,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00029,L0001,knowledge,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],00:01:04.040,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,31,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00030,L0001,knowledge,所以姐妹们准备好了,00:01:13.280,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,32,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00031,L0001,knowledge,是不是很想要去听今天的课程呢,00:01:14.440,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,34,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00033,L0001,knowledge,最适合自己的那些姿势,00:01:33.960,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,36,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00035,L0001,knowledge,可能配合束缚的一些技巧,00:02:18.560,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,38,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00037,L0001,knowledge,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],00:02:32.360,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,39,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00038,L0001,knowledge,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],00:03:18.480,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,41,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00040,L0001,knowledge,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],00:04:14.560,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,44,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00043,L0001,knowledge,或者你想要提升你和伴侣之间的,00:04:58.080,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,45,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00044,L0001,knowledge,想提升和伴侣之间的感受,00:05:01.560,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,46,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00045,L0001,knowledge,或者我们想要掌握更多的技巧的,00:05:03.480,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,47,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00046,L0001,knowledge,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],00:05:08.000,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,48,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00047,L0002,knowledge,所以我们提前做好这些准备,00:02:54.260,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,51,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00050,L0002,knowledge,所以这个后入式的训练,00:09:16.960,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,52,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00051,L0003,knowledge,接下来我们就要开始做一些准备工作了,00:00:05.430,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,53,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00052,L0003,knowledge,进行一个场地的准备,00:00:45.750,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,54,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00053,L0003,knowledge,那除了场地的准备以外,00:00:47.590,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,55,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00054,L0003,knowledge,其实我们自己的着装的准备,00:00:49.550,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,57,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00056,L0003,knowledge,很适合自己的情绪服饰,00:01:09.390,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,59,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00058,L0003,knowledge,怎么选择适合自己的情绪衣服呢,00:01:24.870,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,60,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00059,L0003,knowledge,我们会在情绪女王的课程当中,00:01:27.030,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,62,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00061,L0003,knowledge,那我们除了服装场景的准备以外,00:01:33.790,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,63,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00062,L0003,knowledge,我们还可以给自己准备一些枕头,00:01:36.270,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,64,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00063,L0003,knowledge,作为辅助我们在一些动作的时候,00:02:02.190,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,65,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00064,L0003,knowledge,我会建议大家还可以准备一些辅助的道具,00:02:09.150,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,66,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00065,L0003,knowledge,我们也可以给自己准备一些,00:02:17.750,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,67,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00066,L0003,knowledge,你们也可以给自己准备一些,00:03:13.710,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,68,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00067,L0003,knowledge,我们需要准备的这些内容过后,00:03:31.110,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,69,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00068,L0004,knowledge,我们在准备食草之前,00:00:01.360,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,70,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00069,L0004,knowledge,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required],00:00:08.560,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,71,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00070,L0004,knowledge,可以去找到我们的课程助理,00:00:19.000,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,72,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00071,L0004,knowledge,我们会匹配适合什么样的知识,00:00:28.000,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,73,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00072,L0004,knowledge,[已脱敏_仅保留高层词族:adult_body_part_risk; 原文细节未复制; review_gate=professional_review_required],00:01:56.800,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,74,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00073,L0004,knowledge,那第二个 跟什么有关系呢,00:01:59.600,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,75,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00074,L0004,knowledge,[已脱敏_仅保留高层词族:adult_body_part_risk; 原文细节未复制; review_gate=professional_review_required],00:02:04.480,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,76,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00075,L0004,knowledge,我们就不适合传统的这种传教式,00:02:32.080,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,77,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00076,L0004,knowledge,它还跟我们的健康有关系,00:02:42.400,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,78,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00077,L0004,knowledge,你才能找到最佳适合自己的方式,00:03:36.880,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,79,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00078,L0004,knowledge,[已脱敏_仅保留高层词族:adult_body_part_risk; 原文细节未复制; review_gate=professional_review_required],00:03:47.160,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,80,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00079,L0004,knowledge,那她比较适合的姿势,00:04:25.200,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,81,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00080,L0004,knowledge,她比较适合的姿势,00:04:33.400,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,85,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00084,L0004,knowledge,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],00:05:29.520,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,86,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00085,L0004,knowledge,她也比较适合这种传教式,00:05:36.640,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,90,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00089,L0005,knowledge,提升自己感受的節目,00:13:33.400,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,95,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00094,L0006,knowledge,我们就需要呼吸的配合,00:04:07.810,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,96,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00095,L0006,knowledge,可以配合呼吸吸气,00:04:15.610,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,97,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00096,L0006,knowledge,所以我们平时的呼吸,00:04:34.010,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,98,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00097,L0006,knowledge,可以来到我们私命瑜伽的课程当中,00:04:40.570,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,99,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00098,L0006,knowledge,如何把呼吸带到深知系统,00:04:43.890,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,100,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00099,L0006,knowledge,怎么通过呼吸调动,00:04:45.970,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,101,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00100,L0006,knowledge,配合我们的呼吸吸气,00:05:02.450,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,102,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00101,L0006,knowledge,我们可以用这样的少式呼吸,00:05:41.930,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,103,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00102,L0006,knowledge,除了可以用少式呼吸以外,00:05:46.210,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,104,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00103,L0006,knowledge,通过呼吸通过连接,00:08:41.850,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
SRC13455,105,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/live_bridge_fields.csv,B00104,L0006,knowledge,我们也可以配合呼吸,00:08:55.570,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review,直播讲解可用知识点
