_source_file_id,_source_line_number,_source_path,action_id,lesson_id,start_time,end_time,action_label,action_description_cn,body_part,expression,gaze,camera_state,confidence,review_flag
SRC00341,12,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000011,L0001,00:00:17.400,00:00:19.360,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,13,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000012,L0001,00:00:19.360,00:00:22.000,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,14,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000013,L0001,00:00:22.000,00:00:23.640,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,15,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000014,L0001,00:00:23.640,00:00:25.200,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,16,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000015,L0001,00:00:25.200,00:00:26.720,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,17,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000016,L0001,00:00:26.720,00:00:28.480,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,18,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000017,L0001,00:00:28.480,00:00:29.480,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,19,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000018,L0001,00:00:29.480,00:00:30.640,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,20,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000019,L0001,00:00:30.640,00:00:32.120,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,21,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000020,L0001,00:00:32.120,00:00:33.600,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,22,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000021,L0001,00:00:33.600,00:00:35.160,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,23,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000022,L0001,00:00:35.160,00:00:36.840,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,24,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000023,L0001,00:00:36.840,00:00:38.160,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,25,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000024,L0001,00:00:38.160,00:00:39.800,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,26,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000025,L0001,00:00:39.800,00:00:42.800,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,27,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000026,L0001,00:00:42.800,00:00:43.720,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,28,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000027,L0001,00:00:43.720,00:00:45.200,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,29,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000028,L0001,00:00:45.200,00:00:48.000,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,30,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000029,L0001,00:00:48.000,00:00:49.440,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,31,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000030,L0001,00:00:49.440,00:00:51.640,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,32,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000031,L0001,00:00:51.640,00:00:53.920,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,33,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000032,L0001,00:00:53.920,00:00:55.280,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,34,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000033,L0001,00:00:55.280,00:00:56.640,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,35,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000034,L0001,00:00:56.640,00:00:57.760,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,36,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000035,L0001,00:00:57.760,00:00:59.120,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,37,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000036,L0001,00:00:59.120,00:01:01.080,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,38,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000037,L0001,00:01:01.080,00:01:02.560,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,39,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000038,L0001,00:01:02.560,00:01:04.040,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,40,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000039,L0001,00:01:04.040,00:01:06.240,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,41,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000040,L0001,00:01:06.240,00:01:07.440,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,42,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000041,L0001,00:01:07.440,00:01:08.840,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,43,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000042,L0001,00:01:08.840,00:01:10.640,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,44,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000043,L0001,00:01:10.640,00:01:13.280,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,45,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000044,L0001,00:01:13.280,00:01:14.440,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,46,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000045,L0001,00:01:14.440,00:01:17.120,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,47,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000046,L0001,00:01:17.120,00:01:18.480,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,48,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000047,L0001,00:01:18.480,00:01:19.320,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,49,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000048,L0001,00:01:19.320,00:01:20.240,point_focus,与逐字稿原句对照的动作标签：point_focus；来源：transcript_text_action_keyword|video_sample_feature,hand_or_arm,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,50,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000049,L0001,00:01:20.240,00:01:22.720,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,51,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000050,L0001,00:01:22.720,00:01:23.800,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,52,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000051,L0001,00:01:23.800,00:01:24.720,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,53,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000052,L0001,00:01:24.720,00:01:26.080,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,54,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000053,L0001,00:01:26.080,00:01:27.080,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,55,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000054,L0001,00:01:27.080,00:01:28.520,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,56,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000055,L0001,00:01:28.520,00:01:30.120,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,57,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000056,L0001,00:01:30.120,00:01:32.280,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,58,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000057,L0001,00:01:32.280,00:01:33.960,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,59,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000058,L0001,00:01:33.960,00:01:36.560,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,60,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000059,L0001,00:01:36.560,00:01:38.880,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,61,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000060,L0001,00:01:38.880,00:01:39.760,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,62,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000061,L0001,00:01:39.760,00:01:40.800,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,63,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000062,L0001,00:01:40.800,00:01:42.200,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,64,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000063,L0001,00:01:42.200,00:01:42.880,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
SRC00341,65,神经数字人逐句动作解析工作区_neural_avatar_sentence_action_workspace_20260703_181956/06_讲师动作时间轴_presenter_action_timeline.csv,A_L0001_S000064,L0001,00:01:42.880,00:01:45.360,slide_or_scene_no_presenter_detected,与逐字稿原句对照的动作标签：slide_or_scene_no_presenter_detected；来源：video_sample_feature,screen_or_courseware,no_face_detected,no_face_detected,scene_no_presenter_detected,low,待复核_visual_nearest_sample
