_source_file_id,_source_line_number,_source_path,action_id,lesson_id,chunk_id,start_time,end_time,action_label,action_description_cn,body_part,expression,gaze,camera_state,confidence,review_flag
SRC00057,12,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000011,L0006,L0006_C0001,00:00:00.000,00:05:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,13,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000012,L0006,L0006_C0002,00:05:00.000,00:09:55.267,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,14,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000013,L0007,L0007_C0001,00:00:00.000,00:05:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,15,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000014,L0007,L0007_C0002,00:05:00.000,00:07:59.121,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,16,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000015,L0008,L0008_C0001,00:00:00.000,00:05:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,17,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000016,L0008,L0008_C0002,00:05:00.000,00:08:35.040,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,18,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000017,L0009,L0009_C0001,00:00:00.000,00:05:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,19,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000018,L0009,L0009_C0002,00:05:00.000,00:06:25.920,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,20,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000019,L0010,L0010_C0001,00:00:00.000,00:03:52.320,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,21,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000020,L0011,L0011_C0001,00:00:00.000,00:05:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,22,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000021,L0011,L0011_C0002,00:05:00.000,00:08:28.320,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,23,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000022,L0012,L0012_C0001,00:00:00.000,00:05:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,24,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000023,L0012,L0012_C0002,00:05:00.000,00:09:51.840,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,25,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000024,L0013,L0013_C0001,00:00:00.000,00:04:15.360,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,26,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000025,L0014,L0014_C0001,00:00:00.000,00:05:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,27,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000026,L0014,L0014_C0002,00:05:00.000,00:10:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,28,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000027,L0014,L0014_C0003,00:10:00.000,00:10:24.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,29,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000028,L0015,L0015_C0001,00:00:00.000,00:05:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,30,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000029,L0015,L0015_C0002,00:05:00.000,00:10:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,31,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000030,L0015,L0015_C0003,00:10:00.000,00:10:18.240,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,32,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000031,L0016,L0016_C0001,00:00:00.000,00:05:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,33,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000032,L0016,L0016_C0002,00:05:00.000,00:08:35.040,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,34,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000033,L0017,L0017_C0001,00:00:00.000,00:05:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,35,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000034,L0017,L0017_C0002,00:05:00.000,00:06:26.880,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,36,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000035,L0018,L0018_C0001,00:00:00.000,00:03:51.840,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,37,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000036,L0019,L0019_C0001,00:00:00.000,00:05:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,38,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000037,L0019,L0019_C0002,00:05:00.000,00:08:27.840,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,39,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000038,L0020,L0020_C0001,00:00:00.000,00:05:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,40,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000039,L0020,L0020_C0002,00:05:00.000,00:09:50.880,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,41,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000040,L0021,L0021_C0001,00:00:00.000,00:04:14.880,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,42,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000041,L0022,L0022_C0001,00:00:00.000,00:05:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,43,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000042,L0022,L0022_C0002,00:05:00.000,00:10:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,44,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000043,L0022,L0022_C0003,00:10:00.000,00:10:23.520,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,45,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000044,L0023,L0023_C0001,00:00:00.000,00:05:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,46,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000045,L0023,L0023_C0002,00:05:00.000,00:10:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,47,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000046,L0023,L0023_C0003,00:10:00.000,00:10:18.240,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,48,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000047,L0024,L0024_C0001,00:00:00.000,00:02:50.170,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,49,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000048,L0025,L0025_C0001,00:00:00.000,00:05:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,50,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000049,L0025,L0025_C0002,00:05:00.000,00:10:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,51,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000050,L0025,L0025_C0003,00:10:00.000,00:15:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,52,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000051,L0025,L0025_C0004,00:15:00.000,00:20:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,53,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000052,L0025,L0025_C0005,00:20:00.000,00:23:53.435,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,54,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000053,L0026,L0026_C0001,00:00:00.000,00:05:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,55,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000054,L0026,L0026_C0002,00:05:00.000,00:10:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,56,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000055,L0026,L0026_C0003,00:10:00.000,00:13:06.290,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,57,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000056,L0027,L0027_C0001,00:00:00.000,00:05:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,58,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000057,L0027,L0027_C0002,00:05:00.000,00:09:03.545,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,59,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000058,L0028,L0028_C0001,00:00:00.000,00:05:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,60,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000059,L0028,L0028_C0002,00:05:00.000,00:06:41.405,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,61,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000060,L0029,L0029_C0001,00:00:00.000,00:01:31.095,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,62,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000061,L0030,L0030_C0001,00:00:00.000,00:00:05.005,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,63,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000062,L0031,L0031_C0001,00:00:00.000,00:05:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,64,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000063,L0031,L0031_C0002,00:05:00.000,00:09:40.580,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,65,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000064,L0032,L0032_C0001,00:00:00.000,00:00:17.020,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,66,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000065,L0033,L0033_C0001,00:00:00.000,00:00:13.015,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,67,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000066,L0034,L0034_C0001,00:00:00.000,00:02:51.171,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
SRC00057,68,神经数字人课程解析交付包_neural_avatar_course_analysis_pack/06_讲师动作时间轴_presenter_action_timeline.csv,A000067,L0035,L0035_C0001,00:00:00.000,00:05:00.000,low_confidence_action_pending_review,已按视频时间轴建立动作观察窗口；未进行可靠人体姿态识别，需人工或后续视觉模型复核。,unknown_pending_review,unknown_pending_review,unknown_pending_review,unknown_pending_review,low,待复核_action_low_confidence
