_source_file_id,_source_line_number,_source_path,qa_id,lesson_id,question_or_objection,answer_or_response,source_quote,timecode,response_type,can_bridge_to_live,review_flag
SRC13404,12,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00011,L0002,我们如何进行我们的后入式,那我们后入式的时候呢,我们如何进行我们的后入式,00:01:12.260,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,13,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00012,L0002,因为后入式非常容易形成一个干燥的问题,那么第二个呢,因为后入式非常容易形成一个干燥的问题,00:01:57.760,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,14,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00013,L0002,那这个时候我们应该怎么发力呢,我们也依然要配合盘底的发力,那这个时候我们应该怎么发力呢,00:03:15.560,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,15,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00014,L0002,怎么发力,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],怎么发力,00:03:35.160,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,16,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00015,L0002,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:03:36.160,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,17,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00016,L0002,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],往上提,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:03:38.060,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,18,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00017,L0002,所以你知道为什么,去五星级的度假酒店,所以你知道为什么,00:07:41.460,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,19,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00018,L0002,可能会因为身高的问题,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required],可能会因为身高的问题,00:09:05.260,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,20,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00019,L0003,怎么选择适合自己的情绪衣服呢,我们会在情绪女王的课程当中,怎么选择适合自己的情绪衣服呢,00:01:24.870,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,21,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00020,L0003,你会发现为什么你们去一些度假酒店,里面有那么多的枕头,你会发现为什么你们去一些度假酒店,00:01:40.910,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,22,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00021,L0003,怎么才能更好地调动这个情愿呢,就用衣篮,怎么才能更好地调动这个情愿呢,00:02:46.150,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,23,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00022,L0004,以及我们如何才能知道,自己应该匹配什么样的知识,以及我们如何才能知道,00:00:30.400,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,24,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00023,L0004,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],我就会觉得不舒服,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],00:02:09.640,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,25,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00024,L0004,所以为什么我会跟大家讲,有机会大家可以来到我们的线下,所以为什么我会跟大家讲,00:03:25.880,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,26,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00025,L0004,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],00:06:09.440,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,27,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00026,L0005,是如何律動的,那麼也會造成一個視覺上面,是如何律動的,00:04:48.600,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,28,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00027,L0005,能不能稍微用一點,讓它變得更緊緻飽滿的東西呢,能不能稍微用一點,00:11:52.600,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,29,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00028,L0006,当然对运气是不是需要心爱,其实也一直都有很多的争议,当然对运气是不是需要心爱,00:01:19.650,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,30,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00029,L0006,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required],其实运气有新生活是非常棒的一件事情,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required],00:01:27.890,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,31,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00030,L0006,或者是一些胎胃不正常等等这些问题,那我就不建议大家了,或者是一些胎胃不正常等等这些问题,00:02:03.570,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,32,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00031,L0006,我们可以怎么样子去完成呢,接下来给大家进行我们的示范,我们可以怎么样子去完成呢,00:02:21.610,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,33,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00032,L0006,怎么两个人一起动呢,我们就需要呼吸的配合,怎么两个人一起动呢,00:04:06.410,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,34,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00033,L0006,如何把呼吸带到深知系统,怎么通过呼吸调动,如何把呼吸带到深知系统,00:04:43.890,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,35,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00034,L0006,怎么通过呼吸调动,我们的音道的力量,怎么通过呼吸调动,00:04:45.970,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,36,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00035,L0006,怎么让盘底肌收缩,吸气的时候,怎么让盘底肌收缩,00:04:48.450,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,37,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00036,L0007,为什么叫她大熊女士呢,因为她要扮演女生的角色,为什么叫她大熊女士呢,00:00:07.400,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,38,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00037,L0007,我们应该如何去做,因为我们最重要的是教学,我们应该如何去做,00:00:20.400,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,39,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00038,L0007,那我们传教式到底应该怎么去做呢,她其实可以有躺着,那我们传教式到底应该怎么去做呢,00:01:30.200,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,40,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00039,L0007,我们怎么定位她是传教式呢,就几乎我们看到的,我们怎么定位她是传教式呢,00:01:39.400,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,41,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00040,L0007,那我们怎么样在这个知识下,我们可以增加一点点体验呢,那我们怎么样在这个知识下,00:02:44.300,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,42,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00041,L0007,所以我为什么建议我们所有的姐妹们,一定要多多去学习一下,所以我为什么建议我们所有的姐妹们,00:04:29.100,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,43,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00042,L0007,怎么用我们的喜业去清洗这里,怎么给我们的毛发进行修剪造型,怎么用我们的喜业去清洗这里,00:07:34.700,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,44,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00043,L0007,怎么给我们的毛发进行修剪造型,包括怎么用我们的粉粉精华,怎么给我们的毛发进行修剪造型,00:07:37.000,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,45,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00044,L0007,包括怎么用我们的粉粉精华,给它按摩让它变得更饱满,包括怎么用我们的粉粉精华,00:07:39.600,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,46,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00045,L0007,异味的这样一个问题,所以这个传教师姐妹学会了吗,异味的这样一个问题,00:07:53.600,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,47,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00046,L0008,我们怎么样是通过技巧,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required],我们怎么样是通过技巧,00:00:22.460,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,48,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00047,L0008,我们怎么选择,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],我们怎么选择,00:00:59.900,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,49,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00048,L0008,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],00:01:02.900,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,50,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00049,L0008,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],让自己变得更健康,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],00:01:05.100,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,51,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00050,L0008,是不是很想要去听今天的课程呢,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],是不是很想要去听今天的课程呢,00:01:13.260,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,52,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00051,L0008,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],很多姐妹们说,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],00:01:19.060,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,53,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00052,L0008,为什么以前做这个姿势,我觉得能够发力感觉很好,为什么以前做这个姿势,00:02:02.930,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,54,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00053,L0008,很尴尬 怎么办,所以说我们要了解自己的身体,很尴尬 怎么办,00:02:11.130,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,55,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00054,L0008,怎么让这个钥匙跟锁匹配呢,很多姐妹们可能会想,怎么让这个钥匙跟锁匹配呢,00:02:49.600,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,56,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00055,L0008,怎么办,难道我要换人,怎么办,00:02:56.080,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,57,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00056,L0008,但是为什么我回去,哦,但是为什么我回去,00:04:31.910,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,58,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00057,L0008,你是怎么做的,她说,你是怎么做的,00:04:35.630,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,59,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00058,L0009,以及我們如何才能知道自己應該匹配什麼樣的知識,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required],以及我們如何才能知道自己應該匹配什麼樣的知識,00:00:32.220,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,60,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00059,L0010,怎么选择适合自己的情绪衣服呢,我们会在情绪女王的课程当中,怎么选择适合自己的情绪衣服呢,00:01:26.440,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,61,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00060,L0010,你会发现为什么你们去一些度假酒店,里面有那么多的枕头,你会发现为什么你们去一些度假酒店,00:01:43.000,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,62,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00061,L0010,怎么才能更好地调动这个情谕呢,就用伊兰,怎么才能更好地调动这个情谕呢,00:02:48.320,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,63,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00062,L0011,我們應該如何去做,因為我們最重要的是教學教會大家,我們應該如何去做,00:00:21.770,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,64,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00063,L0012,是如何律動的,那麼也會造成一個視覺上面,是如何律動的,00:04:59.450,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,65,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00064,L0013,那我们怎么用呢,我们可以把这个波尿酸,那我们怎么用呢,00:01:51.530,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,66,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00065,L0013,能不能稍微用一点,让它变得更紧致饱满的东西呢,能不能稍微用一点,00:02:26.530,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,67,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00066,L0013,为什么会用它呢,因为这个里面它有个核心成分,为什么会用它呢,00:02:41.130,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,68,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00067,L0013,为什么这些所有的贝壳都会闭合得很紧呢,是因为在贝壳里面,为什么这些所有的贝壳都会闭合得很紧呢,00:02:50.730,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,69,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00068,L0014,当然对运气是不是需要心爱呢,其实也一直都有很多的争议,当然对运气是不是需要心爱呢,00:01:20.940,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,70,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00069,L0014,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required],其实在运气有新生活是非常棒的一件事情,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required],00:01:29.140,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,71,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00070,L0014,或者是一些胎胃不正常等等这些问题,那我就不建议大家了,或者是一些胎胃不正常等等这些问题,00:02:06.040,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,72,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00071,L0014,我们可以怎么样子去完成呢,接下来给大家进行我们的示范,我们可以怎么样子去完成呢,00:02:24.040,课程内问题/问题候选,候选，需人工复核,needs_human_review
SRC13404,73,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/09_问题_答案_异议_回应_QA_objection_response_bank.csv,Q00072,L0014,怎么两个人一起动呢,我们就需要呼吸的配合,怎么两个人一起动呢,00:04:14.540,课程内问题/问题候选,候选，需人工复核,needs_human_review
