_source_file_id,_source_line_number,_source_path,term,lesson_id,source_quote,timecode,definition_or_context,review_flag
SRC13403,13,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,课程,L0004,可以去找到我们的课程助理,00:00:19.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,14,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0005,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:04:58.800,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,15,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,按摩,L0005,做按摩就會覺得不舒服,00:12:48.300,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,16,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,呼吸,L0006,我们就需要呼吸的配合,00:04:07.810,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,17,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,课程,L0006,可以来到我们私命瑜伽的课程当中,00:04:40.570,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,18,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0006,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:09:06.450,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,19,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,课程,L0007,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:07:31.300,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,20,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,按摩,L0007,给它按摩让它变得更饱满,00:07:41.600,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,21,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,课程,L0008,今天我们要上的课程是,00:00:05.140,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,22,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0008,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:00:11.300,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,23,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0008,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:00:13.260,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,24,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],L0008,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],00:00:57.980,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,25,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,课程,L0010,我们会在情绪女王的课程当中,00:01:28.600,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,26,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0011,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:04:59.530,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,27,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,按摩,L0011,包括怎麼用我們的粉粉精華給它按摩,00:08:07.090,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,28,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0012,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:05:09.450,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,29,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,按摩,L0013,通过按摩来促进它的吸收,00:03:55.430,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,30,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,呼吸,L0014,我们就需要呼吸的配合,00:04:15.840,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,31,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0014,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:04:48.540,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,32,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,课程,L0014,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:04:48.540,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,33,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0014,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:09:32.580,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,34,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0015,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:03:37.950,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,35,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0016,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:00:11.020,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,36,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,课程,L0018,我们会在情绪女王的课程当中教大家,00:01:28.140,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,37,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,课程,L0019,我们的死米养护的专场的课程,00:07:58.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,38,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,按摩,L0019,给它按摩让它变得更保满,00:08:08.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,39,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0020,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:07:29.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,40,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,按摩,L0021,又能在这个过程当中通过按摩来,00:03:53.230,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,41,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,呼吸,L0022,我们就需要呼吸的配合,00:04:15.050,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,42,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,课程,L0022,可以来到我们私女一家的课程当中,00:04:48.050,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,43,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,按摩,L0023,"像斯丹白,这样子按摩油",00:06:36.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,44,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,按摩,L0041,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk/sensitive_operation_risk; 原文细节未复制; review_gate=professional_review_required],00:05:00.390,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,45,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,课程,L0041,后面的课程会给大家讲,00:09:10.710,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,46,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0041,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:12:59.150,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,47,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0042,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:02:22.260,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,48,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0042,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:03:30.460,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,49,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0044,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:04:32.800,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,50,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,按摩,L0044,我們可以給他經常做一些按摩,00:07:05.920,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,51,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,课程,L0045,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:10:21.550,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,52,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0046,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:00:01.680,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,53,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0046,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:01:31.160,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,54,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,呼吸,L0046,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:10:47.240,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,55,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,呼吸,L0048,它就会像呼吸一样简单,00:02:34.240,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,56,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0049,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:07:51.820,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,57,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,按摩,L0050,那我们接下来我们还可以对它进行按摩,00:03:15.280,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,58,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0051,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:04:25.630,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,59,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,呼吸,L0051,對 伴隨著我們的呼吸,00:06:11.630,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,60,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,呼吸,L0052,对 伴随着我们的呼吸,00:01:53.340,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,61,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0052,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:03:25.980,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,62,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,呼吸,L0054,来 配合我们的呼吸,00:01:29.490,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,63,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0054,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:05:55.890,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,64,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,呼吸,L0055,来配合我们的呼吸,00:01:49.900,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,65,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0055,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:09:29.100,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,66,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,呼吸,L0056,我们需要配合我们的呼吸,00:04:48.700,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,67,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0056,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:07:33.730,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,68,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,呼吸,L0057,在这个练习的时候我们需要配合我们的呼吸,00:00:51.150,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,69,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0057,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:01:42.230,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,70,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0058,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:00:47.800,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,71,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,呼吸,L0059,用我們的呼吸帶動我們的身體,00:01:08.090,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,72,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0060,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:01:43.020,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,73,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,呼吸,L0060,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:09:00.990,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,74,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0061,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:04:42.850,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,75,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,呼吸,L0061,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:06:17.650,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,76,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],L0062,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:01:40.490,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,77,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,呼吸,L0063,接下来我们跟随着音乐和呼吸的声音,00:00:00.430,从课程原文上下文提取，需人工补充准确定义,needs_human_review
SRC13403,78,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/08_关键词术语表_terms_glossary.csv,呼吸,L0064,如果我们在中途不能够控制呼吸,00:06:55.530,从课程原文上下文提取，需人工补充准确定义,needs_human_review
