_source_file_id,_source_line_number,_source_path,knowledge_id,lesson_id,topic,source_quote,timecode,usage,confidence,review_flag,knowledge_point
SRC13454,12,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00011,L1072,课程原文提取,[已脱敏_仅保留高层词族:adult_body_part_risk/sensitive_operation_risk; 原文细节未复制; review_gate=professional_review_required],P0005,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,[已脱敏_仅保留高层词族:adult_body_part_risk/sensitive_operation_risk; 原文细节未复制; review_gate=professional_review_required]
SRC13454,13,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00012,L1072,课程原文提取,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],P0006,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required]
SRC13454,14,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00013,L1072,课程原文提取,[已脱敏_仅保留高层词族:adult_body_part_risk/sensitive_operation_risk; 原文细节未复制; review_gate=professional_review_required],P0008,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,[已脱敏_仅保留高层词族:adult_body_part_risk/sensitive_operation_risk; 原文细节未复制; review_gate=professional_review_required]
SRC13454,15,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00014,L1072,课程原文提取,[已脱敏_仅保留高层词族:adult_body_part_risk; 原文细节未复制; review_gate=professional_review_required],P0009,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,[已脱敏_仅保留高层词族:adult_body_part_risk; 原文细节未复制; review_gate=professional_review_required]
SRC13454,16,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00015,L1072,课程原文提取,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],P0009,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required]
SRC13454,17,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00016,L1072,课程原文提取,注意：由弱到强去刺激的，在实际使用过程当中是完全可以随着当时的状态，从温柔到强烈，如果希望他射的别太快，就可以回到那些缓慢刺激的方式继续延续，同时跟他说：我还要再玩一会儿，别着急,P0011,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,注意：由弱到强去刺激的，在实际使用过程当中是完全可以随着当时的状态，从温柔到强烈，如果希望他射的别太快，就可以回到那些缓慢刺激的方式继续延续，同时跟他说：我还要再玩一会儿，别着急
SRC13454,18,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00017,L0001,课程原文提取,今天我们要上的课程是,00:00:06.280,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,今天我们要上的课程是
SRC13454,19,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00018,L0001,课程原文提取,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required],00:00:14.480,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,[已脱敏_仅保留高层词族:pelvic_floor_or_private_health_risk; 原文细节未复制; review_gate=professional_review_required]
SRC13454,20,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00019,L0001,课程原文提取,那就是信技巧导师,00:00:19.360,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,那就是信技巧导师
SRC13454,21,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00020,L0001,课程原文提取,我们怎么样就通过技巧,00:00:23.640,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,我们怎么样就通过技巧
SRC13454,22,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00021,L0001,课程原文提取,提升我们自身的愉悦度,00:00:26.720,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,提升我们自身的愉悦度
SRC13454,23,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00022,L0001,课程原文提取,参加了非常多的课程,00:00:30.640,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,参加了非常多的课程
SRC13454,24,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00023,L0001,课程原文提取,非常多好用的技巧,00:00:33.600,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,非常多好用的技巧
SRC13454,25,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00024,L0001,课程原文提取,都只是完成那个基本的反指动作,00:00:45.200,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,都只是完成那个基本的反指动作
SRC13454,26,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00025,L0001,课程原文提取,还有那么多的技巧,00:00:55.280,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,还有那么多的技巧
SRC13454,27,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00026,L0001,课程原文提取,所以这个系列课程,00:00:56.640,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,所以这个系列课程
SRC13454,28,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00027,L0001,课程原文提取,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],00:00:59.120,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required]
SRC13454,29,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00028,L0001,课程原文提取,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],00:01:02.560,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required]
SRC13454,30,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00029,L0001,课程原文提取,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],00:01:04.040,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required]
SRC13454,31,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00030,L0001,课程原文提取,所以姐妹们准备好了,00:01:13.280,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,所以姐妹们准备好了
SRC13454,32,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00031,L0001,课程原文提取,是不是很想要去听今天的课程呢,00:01:14.440,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,是不是很想要去听今天的课程呢
SRC13454,33,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00032,L0001,课程原文提取,把每个动作都做一遍,00:01:28.520,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,把每个动作都做一遍
SRC13454,34,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00033,L0001,课程原文提取,最适合自己的那些姿势,00:01:33.960,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,最适合自己的那些姿势
SRC13454,35,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00034,L0001,课程原文提取,那就是最适合你的,00:01:40.800,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,那就是最适合你的
SRC13454,36,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00035,L0001,课程原文提取,可能配合束缚的一些技巧,00:02:18.560,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,可能配合束缚的一些技巧
SRC13454,37,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00036,L0001,课程原文提取,其实是要适合不同的人,00:02:26.080,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,其实是要适合不同的人
SRC13454,38,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00037,L0001,课程原文提取,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],00:02:32.360,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required]
SRC13454,39,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00038,L0001,课程原文提取,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],00:03:18.480,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required]
SRC13454,40,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00039,L0001,课程原文提取,我们也会用到这样的方法,00:04:07.360,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,我们也会用到这样的方法
SRC13454,41,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00040,L0001,课程原文提取,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],00:04:14.560,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required]
SRC13454,42,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00041,L0001,课程原文提取,一个非常好的方法,00:04:34.760,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,一个非常好的方法
SRC13454,43,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00042,L0001,课程原文提取,提升自己的愉悦感的,00:04:56.360,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,提升自己的愉悦感的
SRC13454,44,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00043,L0001,课程原文提取,或者你想要提升你和伴侣之间的,00:04:58.080,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,或者你想要提升你和伴侣之间的
SRC13454,45,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00044,L0001,课程原文提取,想提升和伴侣之间的感受,00:05:01.560,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,想提升和伴侣之间的感受
SRC13454,46,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00045,L0001,课程原文提取,或者我们想要掌握更多的技巧的,00:05:03.480,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,或者我们想要掌握更多的技巧的
SRC13454,47,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00046,L0001,课程原文提取,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required],00:05:08.000,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,[已脱敏_仅保留高层词族:adult_intimacy_risk; 原文细节未复制; review_gate=professional_review_required]
SRC13454,48,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00047,L0002,课程原文提取,所以我们提前做好这些准备,00:02:54.260,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,所以我们提前做好这些准备
SRC13454,49,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00048,L0002,课程原文提取,是比较适合我们充次颠峰的时候,00:04:41.260,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,是比较适合我们充次颠峰的时候
SRC13454,50,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00049,L0002,课程原文提取,可以增加你们之间情绪的一些方法,00:08:54.460,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,可以增加你们之间情绪的一些方法
SRC13454,51,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00050,L0002,课程原文提取,所以这个后入式的训练,00:09:16.960,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,所以这个后入式的训练
SRC13454,52,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00051,L0003,课程原文提取,接下来我们就要开始做一些准备工作了,00:00:05.430,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,接下来我们就要开始做一些准备工作了
SRC13454,53,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00052,L0003,课程原文提取,进行一个场地的准备,00:00:45.750,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,进行一个场地的准备
SRC13454,54,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00053,L0003,课程原文提取,那除了场地的准备以外,00:00:47.590,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,那除了场地的准备以外
SRC13454,55,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00054,L0003,课程原文提取,其实我们自己的着装的准备,00:00:49.550,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,其实我们自己的着装的准备
SRC13454,56,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00055,L0003,课程原文提取,那你穿的衣服也要比较适合,00:00:55.390,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,那你穿的衣服也要比较适合
SRC13454,57,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00056,L0003,课程原文提取,很适合自己的情绪服饰,00:01:09.390,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,很适合自己的情绪服饰
SRC13454,58,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00057,L0003,课程原文提取,非常好的这样一个方法,00:01:15.390,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,非常好的这样一个方法
SRC13454,59,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00058,L0003,课程原文提取,怎么选择适合自己的情绪衣服呢,00:01:24.870,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,怎么选择适合自己的情绪衣服呢
SRC13454,60,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00059,L0003,课程原文提取,我们会在情绪女王的课程当中,00:01:27.030,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,我们会在情绪女王的课程当中
SRC13454,61,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00060,L0003,课程原文提取,应该选择什么是自己适合的衣服,00:01:31.190,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,应该选择什么是自己适合的衣服
SRC13454,62,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00061,L0003,课程原文提取,那我们除了服装场景的准备以外,00:01:33.790,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,那我们除了服装场景的准备以外
SRC13454,63,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00062,L0003,课程原文提取,我们还可以给自己准备一些枕头,00:01:36.270,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,我们还可以给自己准备一些枕头
SRC13454,64,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00063,L0003,课程原文提取,作为辅助我们在一些动作的时候,00:02:02.190,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,作为辅助我们在一些动作的时候
SRC13454,65,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00064,L0003,课程原文提取,我会建议大家还可以准备一些辅助的道具,00:02:09.150,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,我会建议大家还可以准备一些辅助的道具
SRC13454,66,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00065,L0003,课程原文提取,我们也可以给自己准备一些,00:02:17.750,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,我们也可以给自己准备一些
SRC13454,67,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00066,L0003,课程原文提取,你们也可以给自己准备一些,00:03:13.710,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,你们也可以给自己准备一些
SRC13454,68,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00067,L0003,课程原文提取,我们需要准备的这些内容过后,00:03:31.110,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,我们需要准备的这些内容过后
SRC13454,69,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00068,L0004,课程原文提取,我们在准备食草之前,00:00:01.360,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,我们在准备食草之前
SRC13454,70,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00069,L0004,课程原文提取,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required],00:00:08.560,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,[已脱敏_仅保留高层词族:sensitive_adult_or_health_risk; 原文细节未复制; review_gate=professional_review_required]
SRC13454,71,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00070,L0004,课程原文提取,可以去找到我们的课程助理,00:00:19.000,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,可以去找到我们的课程助理
SRC13454,72,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00071,L0004,课程原文提取,我们会匹配适合什么样的知识,00:00:28.000,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,我们会匹配适合什么样的知识
SRC13454,73,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00072,L0004,课程原文提取,[已脱敏_仅保留高层词族:adult_body_part_risk; 原文细节未复制; review_gate=professional_review_required],00:01:56.800,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,[已脱敏_仅保留高层词族:adult_body_part_risk; 原文细节未复制; review_gate=professional_review_required]
SRC13454,74,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00073,L0004,课程原文提取,那第二个 跟什么有关系呢,00:01:59.600,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,那第二个 跟什么有关系呢
SRC13454,75,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00074,L0004,课程原文提取,[已脱敏_仅保留高层词族:adult_body_part_risk; 原文细节未复制; review_gate=professional_review_required],00:02:04.480,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,[已脱敏_仅保留高层词族:adult_body_part_risk; 原文细节未复制; review_gate=professional_review_required]
SRC13454,76,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00075,L0004,课程原文提取,我们就不适合传统的这种传教式,00:02:32.080,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,我们就不适合传统的这种传教式
SRC13454,77,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00076,L0004,课程原文提取,它还跟我们的健康有关系,00:02:42.400,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,它还跟我们的健康有关系
SRC13454,78,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00077,L0004,课程原文提取,你才能找到最佳适合自己的方式,00:03:36.880,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,你才能找到最佳适合自己的方式
SRC13454,79,课程逐字稿解析工作区_所有课程_20260630_170152/课程逐字稿解析交付包_course_transcript_analysis_pack/data/knowledge_points.csv,K00078,L0004,课程原文提取,[已脱敏_仅保留高层词族:adult_body_part_risk; 原文细节未复制; review_gate=professional_review_required],00:03:47.160,可作为课程知识点候选，需人工复核归类,extractive,needs_human_review,[已脱敏_仅保留高层词族:adult_body_part_risk; 原文细节未复制; review_gate=professional_review_required]
