source_category,file_name,has_existing_parse,existing_parse_path,missing_fields,needs_reparse,reason
ai_needed_final_video,先减肥还是先改善漏尿.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,别再疯狂练收紧可能越练越漏尿.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,单纯练凯格尔能改善漏尿吗.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,妈妈臀 臀凹陷一个动作饱满臀部.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,5月15日.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,5月16日.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,30岁的女性练八爪鱼要多久6.2（4）.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,40岁女性练八爪鱼需要多久呢.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,40岁女性练出J致的盆底肌需要多久？6.1.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,40岁女性都想拥有灵动蜜桃臀6.15.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,40岁的女性修复盆底肌要多久.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,40岁的女性修复盆底肌要多久？.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,40岁的女性练出八爪鱼要多久.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,40岁的女性练出八爪鱼需要多久？.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,40＋的女性修复盆底肌要多久6.15.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,40＋的姐妹练出紧致的盆底肌.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,一个动作让你练出紧致的盆底肌.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,一个小球四个动作轻松瘦腰翘臀6.2（2）.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,一个小球帮你练出少女腹.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,一个瑜伽小球告别小肚腩妈妈臀.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,一个瑜伽小球告别臀凹陷6.4.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,一个瑜伽小球告别跑跳漏氵尴尬6.3（2）.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,一个瑜伽小球练出灵动的八爪鱼6.1（3）.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,一个瑜伽小球练出灵动的八爪鱼6.8（（3）.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,一个瑜伽小球练出紧致八爪鱼.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,一个瑜伽小球练出美丽的八爪鱼.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,一个瑜伽小球练出美丽的盆底肌6.1（4）.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,一个瑜伽小球练出美丽的马甲线6.2.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,一个瑜伽小球肚子平了臀饱满6.10.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,一个瑜伽小球肚子平了臀饱满了6.17.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,一个瑜伽球练出八爪鱼.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,一分钟握力测试多少次才算及格呢 切片.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,一咳嗽就失控这个动作告别尴尬.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,一招动态臀桥收腰收胯收盆底6.4（3）.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,三个动作帮你唤醒身体好状态.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,不管生了几个就练这几个动作6.15.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,产后假跨宽这一式越练越J.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,产后小腹下垂练这一式收固盆底.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,产后尴尬漏氵一个动作帮你改变.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,产后尴尬漏氵只需一个小球帮你.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,产后扁平臀.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,产后漏尿尴尬.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,产后漏水不用愁一个小球帮你改变.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,产后盆底高张一个动作帮你改善.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,产后膨出脱垂只需一个动作搞定.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,产后臀凹陷一个动作帮你改变.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
ai_needed_final_video,产后骨盆外翻一个动作告别困扰.mp4,yes,/Volumes/WD_BLACK/澜心社剪辑/lanxinse--/素材解析_pipeline_material_analysis/08_finished_video_analysis/前100条阿里多模态复核矩阵_ali_multimodal_recheck_matrix_100.csv,content_archetype；route_decision；problem_action_bridge_seconds；tts_action_alignment；repackaging_value_score；needs_adjacent_merge；candidate_status,no_schema_backfill_only,existing_ali_recheck_can_be_reused_new_schema_fields_missing_in_old_csv
