video_id,source_category,file_name,content_archetype,route_decision,opening_type,opening_summary,problem_phrase_time,first_action_frame_time,problem_action_bridge_seconds,action_method_summary,action_cycle_integrity,tts_action_alignment,subtitle_evidence,visual_evidence_timecodes,middle_delivery_type,ending_type,native_completeness_score,repackaging_value_score,teachability_score,positive_pattern_match,negative_pattern_match,needs_adjacent_merge,need_merge_previous,need_merge_next,candidate_status,business_risk,health_action_risk,manual_review_items,confidence,analysis_status
fv_0011,ai_needed_final_video,产后漏尿能自己好吗.mp4,knowledge_explainer,positive_reference_only,痛点可视化,00:00:00.000（蜷坐女性+大字标题‘产后漏尿能否自愈’）,00:00:00.000,00:00:21.190,21.19,口述认知纠偏；体态调整引导,partial_action_visible_pending_professional_review,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,首帧为蜷坐女性+标题‘产后漏尿能否自愈’；后续多帧为红衣女性坐书架前口播，字幕含‘如果说你想’‘你就可以不用管它’‘它突然哪一天它就不漏了’‘但是你没有调整你的体态’‘我想跟所有的姐妹们’‘更有安全感的身体’；画面右上角固定标注‘十五年女性健康行业经验’；底部统一小字‘本内容仅为科普分享，请结合自身情况理性参考’,00:00:00.000；00:00:01.000；00:00:21.190；00:00:37.672；00:00:56.508；00:01:15.344；00:01:34.180；00:01:57.375,口述认知纠偏；体态调整引导,价值收束,5,5,3,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,它突然哪一天它就不漏了（暗示自愈可能性，未明确限定条件）,health_action_risk_pending_professional_review,‘它突然哪一天它就不漏了’是否构成效果过度承诺；‘十五年女性健康行业经验’是否涉及资质暗示,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0012,ai_needed_final_video,你的小肚子凸可能不是胖.mp4,movement_correction,positive_reference_only,痛点可视化,00:00:00.000：主讲人单膝跪姿，字幕‘你的小肚子凸可能不是胖’+‘小腹下坠 骨盆前倾 不见啦！’，明确痛点可视化,00:00:00.000,00:00:09.993,9.993,动作演示；口令；数字计数,partial_action_visible_pending_professional_review,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,画面始终为同一女性在室内垫上示范跪姿侧弓步类动作；字幕反复强调‘左右交替进行 10次一组做3组’及数字计数；首帧突出‘小肚子凸可能不是胖’痛点；中段无明显错误动作单独演示帧，但‘采用跪姿’字样出现在00:00:01.000帧，暗示对常规站姿的修正；结尾无额外讲解或总结性字幕,00:00:00.000；00:00:01.000；00:00:09.993；00:00:17.766；00:00:26.649；00:00:35.532；00:00:44.415；00:00:55.169,动作演示；口令；数字计数,动作完成；数字强化,5,5,5,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,骨盆前倾表述需医学依据支持，避免将体态问题简化为单一动作可解决,health_action_risk_pending_professional_review,‘骨盆前倾不见啦’是否构成医疗效果承诺；‘采用跪姿’是否对应真实常见错误姿势（如站立骨盆前倾）；字幕中‘10次一组做3组’是否与实际动作节奏匹配,medium,reused_existing_ali_recheck_success_no_new_api_call
fv_0013,ai_needed_final_video,先减肥还是先改善漏尿.mp4,problem_solution,positive_reference_only,痛点可视化,00:00:00.000（蜷坐女性+标题‘先减肥？还是先改善漏尿？90%的人都选错了’）→00:00:01.000（主讲人出场+字幕‘你是先减肥’）,00:00:00.000,00:00:10.896,10.896,原因解释；口令式引导；选择建议,pending_manual_review,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,首帧为蜷坐女性+大字标题‘先减肥？还是先改善漏尿？90%的人都选错了’；后续7帧均为同一主讲人坐书架前讲解，字幕依次出现‘你是先减肥’‘但是很多人呢’‘其实是要先进行评估’‘达不到很好的效果的时候’‘减少腹部压力’‘来去选择’‘我也可以给你分析分析’；每帧右上角有竖排小字‘十五年女性健康行业经验’；底部统一标注‘本内容仅为科普分享，请结合自身情况理性参考’,00:00:00.000；00:00:01.000；00:00:10.896；00:00:19.371；00:00:29.056；00:00:38.742；00:00:48.427；00:01:00.184,原因解释；口令式引导；选择建议,轻行动；结果重申,5,4,5,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,90%的人都选错了（绝对化表述）；改善漏尿”未说明医学前提,health_action_risk_pending_professional_review,‘90%的人都选错了’数据来源是否可证；‘改善漏尿’是否需加‘症状缓解’等限定词,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0014,ai_needed_final_video,别再疯狂练收紧可能越练越漏尿.mp4,single_action_tts_teaching,positive_reference_only,痛点可视化,00:00:00.000（左侧图：蜷缩抱膝女性+大字幕‘别再疯狂练收紧 可能越练越漏尿’）,00:00:00.000,00:00:01.000,1,口令强调；动作示意（手势指向）；对比陈述（收紧vs放松）,partial_action_visible_pending_professional_review,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,首帧为蹲坐抱膝女性+红黑警示字幕；后续7帧均为同一女性在书架前讲解，穿红色上衣，配合手势与字幕推进观点；字幕含‘十五年女性健康行业经验’水印；无实际动作演示，仅有手部示意；结尾帧为微笑+‘来找我’字幕,00:00:00.000；00:00:01.000；00:00:07.878；00:00:14.006；00:00:21.009；00:00:28.012；00:00:35.015；00:00:43.419,口令强调；动作示意（手势指向）；对比陈述（收紧vs放松）,轻行动；价值收束,5,5,5,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,医学健康边界：将漏尿归因为‘练收紧’需谨慎；未明确提示就医指征,health_action_risk_pending_professional_review,‘越练越漏尿’是否构成医疗效果暗示；‘硬如石头’是否易引发误解；水印文字‘本内容仅为科普分享…’是否全程可见,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0015,ai_needed_final_video,单纯练凯格尔能改善漏尿吗.mp4,problem_solution,positive_reference_only,痛点可视化,00:00:00.000（蹲坐抱膝女性+大字标题‘单纯练凯格尔能改善漏尿吗’）→ 00:00:01.000（主讲人问‘姐妹们你有没有这种情况’）,00:00:00.000,00:00:33.144,33.144,口令引导；动作示意；原因解释,partial_action_visible_pending_professional_review,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,首帧为蹲坐抱膝女性+标题提问；后续多帧为主讲人坐书架前讲解，配合手势（握拳、张开、收拢）演示‘收紧’动作；字幕含‘憋不住尿’‘收紧收紧收紧’‘盲目跟练’‘可以参考’等短句；每帧右上角有‘十五年女性健康行业经验’竖排文字；底部统一小字‘本内容仅为科普分享，请结合自身情况理性参考’,00:00:00.000；00:00:01.000；00:00:33.144；00:00:58.923；00:01:28.384；00:01:57.846；00:02:27.307；00:03:03.784,口令引导；动作示意；原因解释,轻行动；价值收束,5,5,4,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,效果承诺边界模糊（‘能改善’未限定条件）；未明确医学禁忌人群,health_action_risk_pending_professional_review,‘能改善漏尿吗’标题是否构成效果承诺；‘收紧收紧收紧’口令是否伴随准确骨盆底肌发力示意（仅手势不足）,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0016,ai_needed_final_video,妈妈臀 臀凹陷一个动作饱满臀部.mp4,single_action_tts_teaching,positive_reference_only,痛点可视化,00:00:00.000：主画面背坐椅+粉色球，左下角大字‘妈妈臀 臀凹陷’+‘一个动作饱满臀部’；00:00:01.000：叠加‘每天坚持这个动作 臀饱满了’字幕，右侧出现臀部前后对比图,00:00:00.000,00:00:02.395,2.395,单动作循环演示；图解对比；字幕强化,complete_or_key_cycle_visible_visual_only,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,全程单一坐姿夹球动作循环；画面左下角始终显示‘妈妈臀 臀凹陷 一个动作饱满臀部’；中后段每帧顶部固定字幕‘每天坚持这个动作 臀饱满了’；右侧持续叠加臀部凹陷vs饱满的对比示意图（粉色紧身裤+虚线标注）；无口播文字外的其他字幕；人物始终背对镜头，未转面或说话,00:00:00.000；00:00:01.000；00:00:02.395；00:00:04.258；00:00:06.386；00:00:08.515；00:00:10.644；00:00:12.955,单动作循环演示；图解对比；字幕强化,结果重申,3,5,5,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,效果承诺（饱满臀部）；医学健康边界（未说明适用人群/禁忌）,health_action_risk_pending_professional_review,‘臀饱满了’是否构成效果承诺违规；对比图是否误导（未标注为示意）；是否缺失禁忌人群提示,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0027,ai_needed_final_video,5月15日.mp4,movement_correction,positive_reference_only,痛点可视化,00:00:00.000（坐姿讲解+大字幕痛点+‘每天练习三组’承诺）,00:00:00.000,00:00:01.000,1,动作演示、对比图解、呼吸口令,partial_action_visible_pending_professional_review,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,画面主体为女性示范者，穿黄绿运动服，在地毯上依次演示四种臀桥变式；每帧含主画面+四小图对比；字幕反复出现‘肚子小了 臀部翘了 胳膊瘦了’‘骨盆核心收紧 呼气向上 吸气向下’；右上角标注‘非医疗保健科普 仅供参考’；无口播文字可见，仅画面与字幕信息,00:00:00.000；00:00:01.000；00:00:03.607；00:00:06.412；00:00:09.619；00:00:12.825；00:00:16.031；00:00:19.689,动作演示、对比图解、呼吸口令,动作完成、结果重申,5,5,5,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,非医疗保健科普 仅供参考；未说明禁忌症与个体差异,health_action_risk_pending_professional_review,字幕中‘肚子小了 臀部翘了 胳膊瘦了’是否构成效果过度承诺；四小图变式顺序是否与口播逻辑一致（当前仅画面证据）,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0028,ai_needed_final_video,5月16日.mp4,movement_correction,positive_reference_only,痛点可视化,"00:00:00.000：坐姿持球+字幕‘只需一个小球 让你告别""小腹婆""’，明确痛点与工具",00:00:00.000,00:00:01.000,1,动作演示；字幕口令；步骤引导,complete_or_key_cycle_visible_visual_only,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,画面中女性依次展示：坐姿引出问题→俯卧持球→耻骨区施压→身体前后滚动→最终俯卧放松；字幕同步提示动作指令与生理效果；全程无口播可见，仅依赖画面与字幕推进；左侧竖排文字‘传播女性正能量 拒绝焦虑’为固定水印,00:00:00.000；00:00:01.000；00:00:04.706；00:00:08.366；00:00:12.550；00:00:16.733；00:00:20.916；00:00:25.795,动作演示；字幕口令；步骤引导,结果重申；动作完成,5,5,5,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,缓解脏腑下垂（医学效果承诺）,health_action_risk_pending_professional_review,‘缓解脏腑下垂’字幕是否合规；‘减少腹内压’是否构成医疗效果暗示；动作是否真能对应所述生理机制（需专业复核）,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0017,ai_needed_final_video,30岁的女性练八爪鱼要多久6.2（4）.mp4,single_action_tts_teaching,positive_reference_only,人群点名,00:00:00.000（正面坐姿+标题字幕‘30岁的女性 练八爪鱼要多久’）,00:00:00.000,00:00:01.000,1,动作演示、口令提示、道具使用说明,partial_action_visible_pending_professional_review,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,画面中女性在不同时间点演示同一动作变体：坐于瑜伽球上做开胯/骨盆调整类姿势；字幕反复出现‘30岁的女性 练八爪鱼要多久’，穿插‘快的一周？’‘现在很多高段位的女性’‘现在练习不需要大几万’‘只需要一个同款瑜伽小球’‘就可以’‘或者评论区留言哦’；背景为居家客厅，无他人出镜；动作幅度小，以静态保持为主,00:00:00.000；00:00:01.000；00:00:03.160；00:00:05.617；00:00:08.426；00:00:11.235；00:00:14.043；00:00:17.204,动作演示、口令提示、道具使用说明,轻行动（评论区留言）、道具复用提示,5,5,4,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,效果承诺（一周见效）；隐含身体形态改善暗示,pending_user_review,字幕中‘快的一周？’是否构成效果承诺；‘八爪鱼’动作是否被观众误认为医疗行为；瑜伽球使用是否涉及安全风险提示缺失,high,reused_existing_ali_recheck_success_no_new_api_call
fv_0018,ai_needed_final_video,40岁女性练八爪鱼需要多久呢.mp4,single_action_tts_teaching,positive_reference_only,问题设问,00:00:00.000：正面坐姿+大字幕‘40岁女性练八爪鱼需要多久呢’；00:00:01.000：背对镜头跪坐，字幕‘40岁女性’强化人群定位,00:00:00.000,00:00:03.039,3.039,动作演示；图解（八爪鱼/盆底肌解剖图）；字幕因果解释,complete_or_key_cycle_visible_visual_only,subtitle_action_alignment_partial_visual_only_pending_audio_transcript,画面共8帧：前2帧为设问+人群定位；第3-4帧展示动作变体与时间承诺；第5-6帧引入盆底肌解剖图与‘偷偷练习’话术；后2帧聚焦收益分层（紧致+抓握力）。字幕持续出现‘传播女性正能量 拒绝焦虑’水印。无口播文字可见，仅字幕与图像信息。动作连续性良好，从坐姿到跪坐、仰卧、侧卧再到开胯，呈现完整动作流程。,00:00:00.000；00:00:01.000；00:00:03.039；00:00:05.402；00:00:08.103；00:00:10.804；00:00:13.505；00:00:16.531,动作演示；图解（八爪鱼/盆底肌解剖图）；字幕因果解释,结果重申；收益扩展,5,5,3,yes_reference_pattern_reused_from_ali_recheck_100,risk_pattern_only,no_finished_video_reference,no,no,pending_user_review,效果时间承诺（一周/两周）；‘特别好练’可能弱化练习难度；盆底肌图解涉及医学概念,health_action_risk_pending_professional_review,‘快一周慢两周’是否构成效果承诺过界；盆底肌解剖图使用是否合规；‘偷偷练习’是否暗示隐蔽性/羞耻感诱导,high,reused_existing_ali_recheck_success_no_new_api_call
