opportunity_id,recording_id,source_file,start_time,end_time,route_decision,content_archetype,native_clip_opportunity,repackaging_opportunity,adjacent_merge_opportunity,problem_action_bridge_status,audio_tts_subtitle_alignment_status,candidate_status,evidence,manual_review_items
live_opp_011,rec_001,2025.3月28日-1号（被判医疗）.MP4,00:25:30.000,00:28:30.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无明确开头观看理由（无问题引入/价值承诺）、中段仅有手势无实质交付证据、结尾无自然收束；整体为持续讲解片段但缺乏结构锚点 存在前后文救回线索，但当前窗口仍缺完整开中结证据。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_012,rec_001,2025.3月28日-1号（被判医疗）.MP4,00:28:20.000,00:31:20.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无明确开头观看理由与结尾收束；中段仅动作序列，缺乏方法讲解证据（无字幕/道具说明/步骤分解） 主要缺开头/结尾/证据，可能需要先听口播再人工扩展起止点；未确认可直接成片。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_013,rec_001,2025.3月28日-1号（被判医疗）.MP4,00:31:10.000,00:34:10.000,adjacent_merge_candidate,native_live_clip,no_current_window_incomplete,pending,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无开头观看理由、无中段实质交付、结尾非自然收束；仅静态坐姿+零星手势，无法构成独立内容单元 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_014,rec_001,2025.3月28日-1号（被判医疗）.MP4,00:34:00.000,00:37:00.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,缺乏开头观看理由、中段真实交付、结尾收束三要素；仅呈现静态坐姿与微动作，无信息密度 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_015,rec_001,2025.3月28日-1号（被判医疗）.MP4,00:36:50.000,00:39:50.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无明确开头观看理由、无结尾收束；中段动作缺乏可识别的交付结构（步骤/原理/验证）；仅靠连续坐姿+手势不足以构成完整教学片段 主要缺开头/结尾/证据，可能需要先听口播再人工扩展起止点；未确认可直接成片。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_016,rec_001,2025.3月28日-1号（被判医疗）.MP4,00:39:40.000,00:42:40.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,开头无观看理由建立，中段无明确方法交付证据，结尾未收束；仅靠重复坐姿+手部动作无法构成完整单元 存在前后文救回线索，但当前窗口仍缺完整开中结证据。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_017,rec_001,2025.3月28日-1号（被判医疗）.MP4,00:42:30.000,00:45:30.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无完整结构：开头未建立观看理由，中段仅展示物品无方法/逻辑链，结尾无收束；动作孤立，缺乏叙事支撑 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_018,rec_001,2025.3月28日-1号（被判医疗）.MP4,00:45:20.000,00:48:20.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,缺乏完整结构：无明确开头（观看理由）、无中段实质交付（仅手势无动作/方法演示）、无结尾收束；黑帧过多导致连续性断裂 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_019,rec_001,2025.3月28日-1号（被判医疗）.MP4,00:48:10.000,00:51:10.000,adjacent_merge_candidate,native_live_clip,no_current_window_incomplete,pending,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,缺乏完整结构：无明确开头观看理由、无中段实质交付、无结尾收束；仅静态坐姿+零星手势，无法构成独立内容单元 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_020,rec_001,2025.3月28日-1号（被判医疗）.MP4,00:51:00.000,00:54:00.000,adjacent_merge_candidate,native_live_clip,no_current_window_incomplete,pending,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,缺乏开头观看理由与结尾收束；中段仅持物无实质交付；无法独立成完整片段 主要缺开头/结尾/证据，可能需要先听口播再人工扩展起止点；未确认可直接成片。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_021,rec_001,2025.3月28日-1号（被判医疗）.MP4,00:53:50.000,00:56:50.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无明确开头观看理由、无中段实质性交付、无结尾收束；仅为持续讲解片段，缺乏结构完整性 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_022,rec_001,2025.3月28日-1号（被判医疗）.MP4,00:56:40.000,00:59:40.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,缺乏明确开头（无痛点引入/观看理由）、中段交付不完整（动作孤立，无步骤逻辑）、结尾无收束；全程无字幕支撑，关键信息缺失 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_023,rec_001,2025.3月28日-1号（被判医疗）.MP4,00:59:30.000,01:02:30.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无明确开头观看理由（仅坐姿持物，无语言/字幕支撑）、中段仅为动作序列无方法讲解、结尾无收束；不满足完整候选三要素 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_024,rec_001,2025.3月28日-1号（被判医疗）.MP4,01:02:20.000,01:05:20.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,缺乏完整结构：无明确开头理由、中段无可验证交付内容、结尾无收束；动作重复但无教学逻辑显性呈现 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_025,rec_001,2025.3月28日-1号（被判医疗）.MP4,01:05:10.000,01:08:10.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,缺乏开头观看理由、中段方法交付与结尾收束；仅为静态姿势重复帧，无信息增量 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_026,rec_001,2025.3月28日-1号（被判医疗）.MP4,01:08:00.000,01:11:00.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无明确开头（无观看理由/问题引入）、无中段讲解/原理/目标说明、无结尾收束；仅为动作序列片段 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_027,rec_001,2025.3月28日-1号（被判医疗）.MP4,01:10:50.000,01:13:50.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,仅有静态画面，无开头理由、中段交付、结尾收束；缺乏动作流程与信息传递 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_028,rec_001,2025.3月28日-1号（被判医疗）.MP4,01:13:40.000,01:16:40.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无明确开头理由陈述、无中段动作交付过程、无结尾收束；画面静态重复，缺乏信息增量 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_029,rec_001,2025.3月28日-1号（被判医疗）.MP4,01:16:30.000,01:19:30.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无开头观看理由、无中段真实交付、无结尾收束；仅重复动作片段，无教学结构；强光过曝导致关键帧信息缺失 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_030,rec_001,2025.3月28日-1号（被判医疗）.MP4,01:19:20.000,01:22:20.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,缺乏开头观看理由（无问题引入/目标声明）、无中段方法交付（仅动作无讲解）、无结尾收束（未停止动作/总结/过渡） 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_031,rec_001,2025.3月28日-1号（被判医疗）.MP4,01:22:10.000,01:25:10.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,开头缺失观看理由（无痛点引入/目标声明），中段动作无方法拆解证据，结尾无收束；仅靠动作无法构成完整教学单元 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_032,rec_001,2025.3月28日-1号（被判医疗）.MP4,01:25:00.000,01:28:00.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无完整起承转合结构：缺失观看理由（开头）、无方法逻辑闭环（中段仅为动作堆叠）、无自然收束（结尾仅姿态变化） 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_033,rec_001,2025.3月28日-1号（被判医疗）.MP4,01:27:50.000,01:30:50.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,缺乏开头观看理由（无问题陈述/目标声明）、中段无方法逻辑链（仅动作无解释）、结尾无自然收束（无总结/过渡语）；所有关键要素均依赖口播推断，画面证据不足 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_034,rec_001,2025.3月28日-1号（被判医疗）.MP4,01:30:40.000,01:33:40.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无明确开头观看理由、无中段可验证交付、无结尾收束；仅呈现片段化动作，缺乏结构完整性 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_035,rec_001,2025.3月28日-1号（被判医疗）.MP4,01:33:30.000,01:36:30.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无明确开头观看理由（未说明‘为什么看这个’）、中段无结构化交付（仅持物+手势，无方法/步骤/原理）、结尾突兀躺倒无收束；缺乏连续叙事逻辑 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_036,rec_001,2025.3月28日-1号（被判医疗）.MP4,01:36:20.000,01:39:20.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无明确开头引入、无中段方法交付（仅静态姿势）、无结尾收束；缺乏语言/字幕/动作逻辑链 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_037,rec_001,2025.3月28日-1号（被判医疗）.MP4,01:39:10.000,01:42:10.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无明确开头引入（观看理由）、无结尾收束；中段仅为重复动作演示，缺乏方法讲解、原理说明或目标锚定；道具用途未说明；无法独立成段 主要缺开头/结尾/证据，可能需要先听口播再人工扩展起止点；未确认可直接成片。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_038,rec_001,2025.3月28日-1号（被判医疗）.MP4,01:42:00.000,01:45:00.000,adjacent_merge_candidate,native_live_clip,no_current_window_incomplete,pending,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无明确开头理由、中段交付缺失、结尾无收束；仅呈现静态坐姿与手机操作，缺乏信息密度与结构完整性 存在前后文救回线索，但当前窗口仍缺完整开中结证据。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_039,rec_001,2025.3月28日-1号（被判医疗）.MP4,01:44:50.000,01:47:50.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,缺乏开头观看理由、中段无真实方法交付、结尾无自然收束；仅靠表情与手势无法构成完整信息单元 存在前后文救回线索，但当前窗口仍缺完整开中结证据。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_040,rec_001,2025.3月28日-1号（被判医疗）.MP4,01:47:40.000,01:49:20.554,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,缺乏明确开头（无问题引入/观看理由）、中段交付内容不完整（仅动作无逻辑链）、结尾虽有收束动作但整体结构不完整；道具用途与方法未通过画面/字幕证实 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_041,rec_002,C9623.MP4,00:00:00.000,00:01:30.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,开头缺失观看理由，中段仅为重复动作无交付实质，结尾无收束；无法独立成段 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_042,rec_002,C9623.MP4,00:02:50.000,00:05:50.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无明确开头（无问题引入/观看理由）、无中段实质性交付（仅重复持物动作）、无结尾收束（未停顿、致谢、引导）；无法独立成段 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_043,rec_002,C9623.MP4,00:05:40.000,00:07:10.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无明确开头引入（如问题陈述/观看理由）、无结尾收束（如总结/引导），仅呈现片段化动作演示；无法独立构成完整教学单元 主要缺开头/结尾/证据，可能需要先听口播再人工扩展起止点；未确认可直接成片。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_044,rec_002,C9623.MP4,00:07:10.000,00:08:40.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,no,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,同上；后半段动作重复前半段模式，无新信息或收尾信号 主要缺开头/结尾/证据，可能需要先听口播再人工扩展起止点；未确认可直接成片。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_045,rec_002,C9623.MP4,00:08:30.000,00:10:00.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,缺乏开头观看理由与中段实质交付；仅呈现仪式化动作片段，无法独立成段 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_046,rec_002,C9623.MP4,00:10:00.000,00:11:30.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,结尾无收束动作或语言提示；仅维持坐姿微笑，不符合自然收束标准 主要缺开头/结尾/证据，可能需要先听口播再人工扩展起止点；未确认可直接成片。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_047,rec_002,C9623.MP4,00:11:20.000,00:14:20.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,缺乏开头观看理由（无痛点引入/价值声明）、无中段有效交付证据（仅动作无讲解支撑）、无结尾收束（未致谢/总结/引导） 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_048,rec_002,C9623.MP4,00:14:10.000,00:17:10.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,缺乏开头观看理由与结尾收束；中段动作无明确交付证据（无字幕/口播支撑），仅肢体序列无法独立构成完整教学单元 主要缺开头/结尾/证据，可能需要先听口播再人工扩展起止点；未确认可直接成片。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_049,rec_002,C9623.MP4,00:17:00.000,00:18:30.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,开头缺失观看理由（无问题陈述/痛点引入），中段仅有动作无方法说明，结尾未收束；动作演示孤立，缺乏上下文支撑 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_050,rec_002,C9623.MP4,00:18:30.000,00:20:00.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,延续前段动作，但仍未出现语言/字幕交付核心方法；结尾动作模糊，无明确终止信号 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_051,rec_002,C9623.MP4,00:19:50.000,00:21:20.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,开头缺失观看理由，中段仅为零散手势无方法交付，结尾无收束；无法独立成段 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_052,rec_002,C9623.MP4,00:21:20.000,00:22:50.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,后半段动作仍为孤立手势，无递进逻辑；结尾帧00:22:49.500非自然收束 主要缺开头/结尾/证据，可能需要先听口播再人工扩展起止点；未确认可直接成片。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_053,rec_002,C9623.MP4,00:22:40.000,00:25:40.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无明确开头观看理由（未展示问题/痛点/价值承诺），中段动作零散无步骤闭环，结尾无收束动作或总结语；全程为单一坐姿片段，缺乏结构完整性 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_054,rec_002,C9623.MP4,00:25:30.000,00:28:30.000,action_repackaging_candidate,single_action_tts_teaching,no_current_window_incomplete,possible,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无明确开头观看理由（未介绍主题/痛点/身份），中段仅有零散手势无实质交付证据，结尾无收束动作或语言提示；画面静态重复，缺乏结构完整性 存在前后文救回线索，但当前窗口仍缺完整开中结证据。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
live_opp_055,rec_002,C9623.MP4,00:28:20.000,00:31:20.000,adjacent_merge_candidate,native_live_clip,no_current_window_incomplete,pending,yes,pending_problem_action_bridge_after_transcript,pending_audio_transcript,pending_audio_transcript,无明确开头理由、中段交付内容或结尾收束；仅静态坐姿+零星手势，缺乏信息密度与结构完整性 备注显示可能作为中段或可拼接，但必须补前后文和音频语义后再判断。,听口播/字幕；扩展前后窗口；确认动作完整循环；确认健康和业务风险
